Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	11
Problem-ID	138
no_item_types	86
no_items	2059
CONTAINER_DATA (l,w,h)	404	50	1
ITEMS_DATA:
Type	x	y	z	no_items
1	54	48	1	27
2	49	46	1	20
3	49	45	1	17
4	57	37	1	27
5	51	40	1	20
6	45	44	1	21
7	52	37	1	21
8	49	38	1	32
9	44	42	1	19
10	51	35	1	20
11	41	41	1	22
12	44	37	1	22
13	44	36	1	32
14	57	26	1	18
15	60	23	1	21
16	39	35	1	32
17	44	31	1	22
18	36	36	1	19
19	43	30	1	20
20	47	27	1	15
21	37	34	1	20
22	39	32	1	24
23	36	34	1	26
24	42	29	1	20
25	41	29	1	18
26	53	22	1	15
27	35	33	1	22
28	36	32	1	23
29	46	25	1	23
30	49	23	1	25
31	37	30	1	19
32	37	29	1	29
33	59	18	1	25
34	36	29	1	32
35	43	24	1	27
36	38	27	1	22
37	37	27	1	25
38	58	17	1	24
39	39	24	1	22
40	54	17	1	19
41	38	24	1	19
42	48	19	1	23
43	30	29	1	26
44	43	20	1	23
45	33	26	1	25
46	52	16	1	21
47	29	28	1	33
48	30	27	1	30
49	50	16	1	25
50	36	22	1	27
51	33	24	1	28
52	49	16	1	32
53	41	19	1	23
54	48	16	1	21
55	32	24	1	26
56	59	13	1	20
57	28	27	1	30
58	28	26	1	29
59	48	15	1	27
60	40	18	1	23
61	37	19	1	18
62	35	20	1	28
63	26	25	1	25
64	40	16	1	26
65	37	17	1	28
66	33	19	1	23
67	27	23	1	24
68	36	17	1	22
69	38	16	1	22
70	26	23	1	26
71	46	13	1	26
72	24	23	1	24
73	35	15	1	28
74	29	18	1	25
75	41	12	1	23
76	24	19	1	29
77	30	13	1	22
78	24	16	1	24
79	26	14	1	20
80	33	10	1	30
81	19	17	1	20
82	20	16	1	31
83	32	10	1	30
84	17	17	1	17
85	18	15	1	27
86	22	12	1	23
