Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	2
Problem-ID	112
no_item_types	698
no_items	1154
CONTAINER_DATA (l,w,h)	587	233	220
ITEMS_DATA:
Type	x	y	z	no_items
1	118	100	75	1
2	120	89	77	2
3	113	100	72	2
4	118	89	71	2
5	119	79	79	1
6	108	97	70	1
7	113	83	76	1
8	100	90	79	2
9	99	90	78	1
10	111	81	77	2
11	108	86	74	2
12	98	94	74	1
13	120	92	61	3
14	103	97	67	2
15	111	90	67	1
16	114	82	71	1
17	99	98	68	4
18	111	86	69	1
19	100	87	74	1
20	112	97	59	2
21	93	89	76	2
22	119	81	65	2
23	97	88	72	2
24	120	80	64	2
25	99	84	73	1
26	101	91	66	2
27	111	80	68	1
28	92	89	73	2
29	112	82	65	2
30	116	79	65	1
31	99	97	62	1
32	115	85	60	1
33	100	96	61	2
34	99	82	72	2
35	114	93	55	1
36	99	89	66	2
37	109	73	73	1
38	110	74	71	1
39	107	77	70	1
40	100	83	69	1
41	96	80	74	2
42	117	79	61	2
43	111	93	54	1
44	103	79	68	1
45	119	76	61	1
46	93	80	74	4
47	115	92	52	1
48	87	79	79	2
49	102	78	68	1
50	111	90	54	1
51	102	99	53	3
52	114	78	60	2
53	104	80	63	1
54	114	90	51	1
55	102	95	54	2
56	95	80	67	1
57	91	87	64	1
58	106	80	59	1
59	97	72	71	1
60	93	90	59	2
61	97	77	66	1
62	95	84	61	2
63	105	71	65	2
64	89	77	70	1
65	99	88	55	1
66	116	70	59	1
67	113	78	54	2
68	96	75	66	2
69	91	79	66	1
70	98	93	52	1
71	95	75	66	1
72	108	69	63	2
73	93	84	60	1
74	105	70	63	3
75	89	85	61	2
76	86	78	68	2
77	80	78	73	2
78	83	83	66	2
79	99	68	67	1
80	99	71	64	2
81	100	77	58	2
82	104	69	62	1
83	77	76	76	2
84	82	75	72	1
85	94	70	67	2
86	90	74	66	1
87	98	80	56	1
88	95	71	65	2
89	118	97	38	2
90	95	80	57	2
91	88	72	68	1
92	110	100	39	2
93	82	78	67	3
94	79	76	71	2
95	96	87	51	3
96	118	75	48	2
97	82	77	67	3
98	76	75	74	1
99	94	72	62	1
100	104	64	63	2
101	104	72	56	2
102	94	91	49	1
103	82	74	69	1
104	93	68	66	2
105	77	75	72	3
106	113	75	49	1
107	99	79	53	3
108	93	73	61	2
109	100	72	56	4
110	91	67	66	2
111	98	73	56	1
112	108	65	57	1
113	112	70	51	1
114	86	83	56	1
115	96	83	50	1
116	95	71	59	1
117	80	77	64	1
118	106	82	45	2
119	84	76	61	1
120	113	65	53	1
121	120	92	35	1
122	90	78	55	1
123	87	87	51	3
124	81	69	69	3
125	108	60	59	2
126	89	67	64	2
127	99	80	48	2
128	95	70	57	1
129	116	81	40	2
130	117	73	44	1
131	101	93	40	1
132	107	90	39	1
133	97	73	53	3
134	96	77	50	1
135	78	74	64	1
136	93	81	49	3
137	98	67	56	4
138	118	66	47	1
139	85	66	65	3
140	74	72	68	2
141	76	72	66	2
142	120	79	38	3
143	78	71	65	1
144	91	81	48	1
145	78	73	62	1
146	104	64	53	1
147	72	71	69	1
148	79	73	61	1
149	101	77	45	1
150	108	90	36	1
151	120	58	50	2
152	109	76	42	1
153	111	76	41	2
154	87	73	54	1
155	113	74	41	1
156	85	67	60	1
157	90	69	55	2
158	104	58	56	1
159	94	83	43	2
160	108	72	43	1
161	84	78	51	3
162	78	68	63	2
163	88	88	43	1
164	92	86	42	5
165	87	72	53	1
166	104	72	44	1
167	98	60	56	1
168	74	74	60	2
169	90	64	57	2
170	92	81	44	2
171	119	55	50	1
172	94	60	58	2
173	103	72	44	2
174	118	69	40	2
175	113	72	40	1
176	107	69	44	2
177	116	65	43	1
178	90	60	60	1
179	82	70	56	1
180	86	76	49	2
181	82	64	61	1
182	106	86	35	1
183	89	70	51	2
184	92	80	43	1
185	81	79	49	1
186	112	64	43	1
187	73	68	62	4
188	76	65	62	1
189	79	68	57	1
190	91	76	44	1
191	76	69	58	1
192	105	67	43	2
193	76	71	56	2
194	94	73	44	1
195	74	69	59	3
196	99	62	49	2
197	98	71	43	1
198	97	76	40	3
199	101	57	51	3
200	93	77	41	2
201	71	70	59	3
202	120	66	37	3
203	104	74	38	1
204	70	68	61	3
205	89	65	50	1
206	120	80	30	1
207	118	58	42	1
208	87	66	50	1
209	90	74	43	1
210	100	54	53	1
211	95	70	43	4
212	78	69	53	1
213	74	63	61	3
214	93	71	43	2
215	103	67	41	1
216	83	63	54	2
217	83	79	43	1
218	107	85	31	1
219	86	63	52	2
220	98	87	33	2
221	87	61	53	1
222	120	60	39	1
223	108	70	37	3
224	81	69	50	2
225	80	61	57	3
226	81	62	55	1
227	99	62	45	2
228	73	70	54	1
229	116	99	24	3
230	74	73	51	2
231	89	58	53	1
232	116	84	28	2
233	102	89	30	1
234	113	89	27	1
235	69	69	57	2
236	80	65	52	2
237	90	77	39	1
238	117	49	47	2
239	101	86	31	1
240	80	70	48	1
241	71	63	60	1
242	84	59	54	2
243	85	64	49	1
244	87	71	43	3
245	75	62	57	1
246	104	94	27	2
247	78	69	49	4
248	71	70	53	1
249	91	59	49	1
250	80	62	53	2
251	88	85	35	1
252	117	72	31	3
253	114	52	44	2
254	83	57	55	2
255	70	64	58	3
256	107	55	44	3
257	82	77	41	2
258	83	74	42	3
259	106	81	30	1
260	86	68	44	1
261	94	57	48	1
262	72	70	51	2
263	77	71	47	1
264	68	64	59	1
265	76	66	51	1
266	102	66	38	1
267	98	59	44	1
268	74	66	52	1
269	83	71	43	1
270	89	66	43	1
271	99	51	50	1
272	91	77	36	3
273	90	75	37	2
274	90	73	38	2
275	80	74	42	1
276	72	69	50	1
277	86	78	37	1
278	90	70	39	1
279	99	62	40	1
280	71	64	54	2
281	96	91	28	1
282	80	71	43	1
283	88	63	44	1
284	75	66	49	1
285	101	57	42	2
286	100	73	33	1
287	96	57	44	1
288	72	71	47	1
289	101	54	44	1
290	93	78	33	1
291	82	69	42	1
292	97	94	26	2
293	89	68	39	1
294	91	68	38	1
295	119	58	34	1
296	83	64	44	1
297	75	66	47	2
298	98	91	26	1
299	91	67	38	3
300	116	83	24	2
301	116	55	36	2
302	102	64	35	1
303	81	74	38	1
304	69	66	50	2
305	108	75	28	1
306	91	80	31	1
307	119	59	32	3
308	99	63	36	1
309	112	87	23	1
310	77	59	49	1
311	92	51	47	4
312	73	58	52	1
313	92	77	31	1
314	100	61	36	2
315	68	62	52	1
316	77	58	49	2
317	81	69	39	2
318	112	54	36	1
319	106	51	40	1
320	92	51	46	2
321	68	66	48	1
322	100	58	37	2
323	99	65	33	1
324	98	57	38	2
325	90	62	38	4
326	110	47	41	1
327	107	66	30	2
328	92	62	37	3
329	107	73	27	2
330	76	73	38	2
331	97	83	26	3
332	114	68	27	2
333	109	48	40	1
334	80	58	45	3
335	112	69	27	2
336	77	54	50	4
337	111	55	34	2
338	79	57	46	2
339	96	65	33	2
340	84	61	40	2
341	115	71	25	1
342	113	45	40	2
343	94	49	44	1
344	95	79	27	2
345	85	58	41	1
346	78	55	47	2
347	77	58	45	1
348	98	60	34	2
349	106	57	33	1
350	99	61	33	1
351	67	63	47	1
352	114	60	29	3
353	81	61	40	1
354	103	91	21	1
355	84	71	33	1
356	91	72	30	2
357	83	74	32	2
358	119	61	27	3
359	113	66	26	2
360	102	54	35	1
361	107	75	24	1
362	114	51	33	1
363	103	64	29	2
364	72	63	42	1
365	116	41	40	1
366	107	71	25	1
367	99	58	33	2
368	75	63	40	1
369	82	49	47	1
370	71	59	45	1
371	76	67	37	2
372	93	47	43	1
373	108	60	29	1
374	71	64	41	1
375	80	58	40	2
376	66	62	45	2
377	78	62	38	2
378	84	84	26	1
379	67	65	42	1
380	94	54	36	1
381	117	78	20	2
382	101	72	25	2
383	120	47	32	2
384	62	57	51	1
385	99	70	26	3
386	76	55	43	3
387	72	58	43	2
388	74	55	44	1
389	72	71	35	1
390	66	53	51	3
391	74	56	43	1
392	70	54	47	1
393	84	64	33	1
394	100	59	30	2
395	79	70	32	2
396	68	54	48	2
397	96	59	31	2
398	108	45	36	1
399	84	74	28	1
400	101	43	40	2
401	73	72	33	4
402	72	65	37	3
403	101	81	21	1
404	79	53	41	2
405	104	55	30	2
