Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	6
Problem-ID	70
no_item_types	200
no_items	1886
CONTAINER_DATA (l,w,h)	459	105	93
ITEMS_DATA:
Type	x	y	z	no_items
1	97	91	80	11
2	103	89	73	10
3	113	89	63	10
4	120	78	67	6
5	100	89	70	10
6	115	90	58	13
7	93	91	68	9
8	113	90	54	8
9	116	71	66	6
10	119	88	51	13
11	106	78	63	10
12	108	82	56	14
13	96	82	63	9
14	107	81	56	8
15	82	81	71	11
16	100	82	57	12
17	116	98	40	10
18	101	90	50	11
19	80	75	75	11
20	81	80	68	7
21	93	71	66	14
22	114	78	49	10
23	93	76	60	9
24	113	93	40	13
25	96	79	55	11
26	83	75	67	10
27	91	76	60	7
28	95	92	47	10
29	103	65	60	8
30	101	94	42	12
31	119	71	47	8
32	87	72	62	6
33	86	85	53	15
34	100	73	53	14
35	80	78	62	4
36	108	76	47	8
37	108	66	54	10
38	106	63	57	11
39	87	79	55	8
40	75	73	69	7
41	95	90	43	11
42	86	69	61	8
43	95	74	51	5
44	88	76	52	8
45	82	68	62	8
46	90	67	57	11
47	111	76	40	12
48	116	78	37	14
49	88	75	50	10
50	82	67	60	8
51	76	71	61	14
52	88	64	58	8
53	86	65	57	10
54	119	78	34	9
55	117	64	42	11
56	111	88	32	11
57	94	86	38	9
58	90	64	53	5
59	99	79	39	10
60	83	77	47	16
61	95	74	42	4
62	115	79	31	15
63	94	83	36	6
64	92	58	52	8
65	90	88	35	5
66	92	59	51	12
67	118	67	35	8
68	94	84	35	8
69	100	89	31	8
70	74	63	59	7
71	95	62	45	12
72	73	71	50	6
73	86	60	50	12
74	68	63	60	7
75	94	90	30	6
76	97	53	49	11
77	80	66	47	9
78	113	52	42	10
79	98	53	47	3
80	71	63	54	14
81	120	69	29	10
82	71	66	51	6
83	96	56	44	9
84	99	60	38	15
85	89	61	41	10
86	86	60	43	12
87	106	55	38	11
88	78	54	52	6
89	73	55	54	9
90	85	75	34	11
91	100	50	43	8
92	76	72	39	9
93	74	62	46	9
94	63	63	53	11
95	98	81	26	9
96	97	66	32	11
97	95	70	30	19
98	78	69	37	6
99	116	61	28	11
100	82	52	46	6
101	117	44	38	11
102	64	61	50	7
103	117	54	30	11
104	81	52	45	6
105	103	48	38	11
106	108	47	37	9
107	74	72	35	11
108	73	53	48	7
109	87	68	31	6
110	78	49	47	11
111	99	49	36	10
112	91	58	33	10
113	84	71	29	10
114	80	48	45	8
115	80	52	41	6
116	62	59	46	12
117	78	77	28	13
118	69	50	48	6
119	92	85	21	9
120	76	54	40	7
121	71	56	41	6
122	72	49	46	11
123	65	53	46	12
124	57	55	50	9
125	98	44	36	7
126	84	52	35	16
127	74	62	33	8
128	66	52	44	10
129	66	56	40	9
130	100	41	36	5
131	63	53	44	10
132	115	44	29	12
133	90	49	33	10
134	80	49	37	9
135	75	49	39	7
136	74	60	32	13
137	57	53	47	4
138	71	64	31	11
139	101	69	20	4
140	69	61	33	10
141	61	48	47	7
142	92	65	23	8
143	64	51	41	11
144	109	42	29	7
145	100	40	33	14
146	92	57	25	9
147	90	52	28	8
148	100	40	32	5
149	86	41	35	13
150	58	54	39	15
151	106	38	30	8
152	91	49	27	14
153	79	76	20	7
154	87	53	26	10
155	54	52	41	6
156	81	59	24	5
157	112	32	30	6
158	74	65	22	8
159	116	39	23	9
160	51	46	44	13
161	83	56	22	11
162	67	60	25	8
163	83	55	22	7
164	55	51	35	13
165	96	40	24	8
166	62	41	36	2
167	46	45	43	6
168	74	40	30	6
169	54	53	31	7
170	54	48	34	18
171	55	48	33	9
172	113	32	24	13
173	58	48	30	8
174	113	27	26	11
175	49	41	39	14
176	67	44	26	11
177	75	36	28	7
178	62	58	21	12
179	61	56	22	9
180	50	41	36	12
181	85	33	26	8
182	61	37	32	8
183	68	53	20	11
184	83	33	26	10
185	64	42	26	8
186	57	35	35	10
187	54	45	28	9
188	73	33	28	7
189	62	48	22	6
190	51	37	32	16
191	56	42	25	9
192	49	36	33	13
193	64	34	26	10
194	49	35	29	7
195	47	42	25	9
196	45	41	24	7
197	45	37	24	13
198	38	32	30	10
199	39	33	27	7
200	42	25	21	8
