Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	8
Problem-ID	78
no_item_types	265
no_items	1275
CONTAINER_DATA (l,w,h)	587	233	1
ITEMS_DATA:
Type	x	y	z	no_items
1	58	46	1	4
2	60	40	1	3
3	51	47	1	6
4	55	42	1	5
5	54	42	1	8
6	58	39	1	1
7	48	46	1	3
8	56	39	1	6
9	47	45	1	5
10	54	39	1	6
11	50	42	1	3
12	58	36	1	4
13	59	35	1	6
14	52	39	1	4
15	49	41	1	8
16	50	40	1	6
17	44	44	1	6
18	55	35	1	4
19	49	39	1	2
20	50	37	1	3
21	48	38	1	4
22	52	35	1	5
23	55	33	1	5
24	56	32	1	6
25	51	35	1	8
26	52	34	1	9
27	44	40	1	6
28	48	36	1	5
29	45	38	1	5
30	47	36	1	5
31	54	31	1	7
32	44	38	1	2
33	42	39	1	3
34	43	38	1	6
35	48	34	1	5
36	45	36	1	5
37	46	35	1	5
38	47	34	1	6
39	42	38	1	4
40	59	27	1	5
41	43	37	1	3
42	49	32	1	6
43	56	28	1	3
44	54	29	1	6
45	42	37	1	2
46	57	27	1	6
47	41	37	1	4
48	53	28	1	3
49	43	34	1	5
50	50	29	1	3
51	39	37	1	3
52	48	30	1	4
53	53	27	1	4
54	38	37	1	5
55	40	35	1	3
56	58	24	1	11
57	60	23	1	5
58	46	30	1	8
59	51	27	1	3
60	43	32	1	1
61	38	36	1	5
62	50	27	1	4
63	37	36	1	4
64	40	33	1	4
65	55	24	1	8
66	41	32	1	5
67	45	29	1	3
68	42	31	1	5
69	36	36	1	6
70	37	35	1	4
71	38	34	1	1
72	43	30	1	5
73	39	33	1	5
74	40	32	1	6
75	60	21	1	5
76	36	35	1	4
77	39	32	1	4
78	36	34	1	4
79	47	26	1	3
80	37	33	1	8
81	38	32	1	5
82	55	22	1	2
83	40	30	1	8
84	50	24	1	5
85	36	33	1	8
86	37	32	1	3
87	38	31	1	5
88	34	34	1	3
89	35	33	1	3
90	55	21	1	2
91	38	30	1	6
92	51	22	1	3
93	36	31	1	3
94	48	23	1	8
95	39	28	1	7
96	42	26	1	5
97	36	30	1	8
98	49	22	1	8
99	44	24	1	4
100	33	32	1	5
101	48	22	1	1
102	39	27	1	5
103	35	30	1	4
104	36	29	1	6
105	38	27	1	5
106	34	30	1	5
107	39	26	1	8
108	46	22	1	6
109	36	28	1	5
110	42	24	1	6
111	40	25	1	3
112	45	22	1	8
113	58	17	1	2
114	32	30	1	7
115	34	28	1	4
116	45	21	1	10
117	41	23	1	4
118	47	20	1	7
119	39	24	1	7
120	37	25	1	5
121	40	23	1	7
122	45	20	1	5
123	30	30	1	5
124	45	20	1	6
125	36	25	1	5
126	31	29	1	5
127	40	22	1	5
128	58	15	1	3
129	31	28	1	4
130	48	18	1	6
131	34	25	1	4
132	40	21	1	5
133	56	15	1	4
134	32	26	1	3
135	36	23	1	6
136	33	25	1	2
137	39	21	1	4
138	51	16	1	1
139	45	18	1	4
140	30	27	1	2
141	31	26	1	6
142	50	16	1	4
143	44	18	1	7
144	33	24	1	3
145	36	22	1	8
146	33	24	1	5
147	44	18	1	2
148	56	14	1	10
149	29	27	1	7
150	46	17	1	3
151	41	19	1	6
152	43	18	1	5
153	32	24	1	4
154	33	23	1	4
155	29	26	1	4
156	30	25	1	9
157	34	22	1	6
158	44	17	1	7
159	37	20	1	2
160	43	17	1	4
161	33	22	1	5
162	29	25	1	2
163	48	15	1	4
164	30	24	1	8
165	40	18	1	7
166	42	17	1	7
167	32	22	1	4
168	54	13	1	4
169	27	26	1	9
170	35	20	1	5
171	28	25	1	5
172	41	17	1	5
173	46	15	1	5
174	34	20	1	3
175	52	13	1	2
176	27	25	1	4
177	42	16	1	9
178	37	18	1	6
179	39	17	1	6
180	33	20	1	2
181	41	16	1	3
182	26	25	1	5
183	29	22	1	3
184	42	15	1	3
185	37	17	1	10
186	57	11	1	5
187	33	19	1	7
188	26	24	1	3
189	27	23	1	6
190	28	22	1	4
191	36	17	1	4
192	37	16	1	3
193	26	22	1	3
194	38	15	1	5
195	35	16	1	6
196	40	14	1	5
197	37	15	1	10
198	24	23	1	10
199	39	14	1	3
200	32	17	1	3
201	30	18	1	5
202	28	19	1	2
203	48	11	1	2
204	40	13	1	4
205	27	19	1	9
206	28	18	1	4
207	36	14	1	1
208	24	21	1	2
209	25	20	1	5
210	40	12	1	3
211	24	20	1	2
212	28	17	1	5
213	43	11	1	3
214	36	13	1	8
215	31	15	1	6
216	29	16	1	5
217	27	17	1	3
218	25	18	1	3
219	37	12	1	2
220	26	17	1	6
221	22	20	1	3
222	29	15	1	4
223	27	16	1	7
224	36	12	1	7
225	24	18	1	5
226	39	11	1	5
227	33	13	1	4
228	26	16	1	5
229	24	17	1	3
230	37	11	1	5
231	27	15	1	8
232	20	20	1	3
233	25	16	1	6
234	28	14	1	6
235	26	15	1	2
236	30	13	1	4
237	24	16	1	5
238	25	15	1	5
239	22	17	1	7
240	28	13	1	5
241	36	10	1	1
242	22	16	1	5
243	31	11	1	5
244	25	13	1	5
245	29	11	1	3
246	24	13	1	3
247	22	14	1	4
248	20	15	1	5
249	23	13	1	3
250	22	13	1	6
251	19	15	1	5
252	21	13	1	6
253	17	16	1	6
254	18	15	1	5
255	26	10	1	6
256	20	13	1	3
257	19	13	1	4
258	22	11	1	4
259	24	10	1	3
260	18	13	1	2
261	15	15	1	6
262	16	14	1	9
263	17	13	1	4
264	15	13	1	3
265	15	12	1	6
