Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	2
Problem-ID	22
no_item_types	80
no_items	1107
CONTAINER_DATA (l,w,h)	587	233	220
ITEMS_DATA:
Type	x	y	z	no_items
1	119	79	79	13
2	100	90	79	6
3	119	81	65	11
4	92	89	73	9
5	109	73	73	12
6	114	78	60	18
7	104	80	63	18
8	106	80	59	18
9	97	77	66	14
10	99	71	64	14
11	82	75	72	15
12	90	74	66	10
13	98	80	56	14
14	95	80	57	12
15	82	77	67	13
16	90	78	55	15
17	81	69	69	13
18	108	60	59	11
19	109	76	42	19
20	90	69	55	10
21	84	78	51	14
22	88	88	43	15
23	104	72	44	8
24	90	60	60	14
25	76	65	62	11
26	105	67	43	16
27	97	76	40	12
28	74	63	61	11
29	93	71	43	18
30	83	79	43	16
31	81	69	50	14
32	113	89	27	6
33	84	59	54	15
34	91	77	36	15
35	71	64	54	12
36	96	91	28	17
37	82	69	42	14
38	75	66	47	13
39	99	63	36	9
40	112	87	23	8
41	73	58	52	22
42	100	61	36	16
43	112	54	36	9
44	98	57	38	12
45	85	58	41	18
46	67	63	47	13
47	116	41	40	17
48	62	57	51	17
49	72	65	37	18
50	79	53	41	11
51	104	55	30	12
52	86	56	34	19
53	100	44	37	13
54	65	57	42	23
55	66	56	41	13
56	79	52	36	21
57	118	56	22	13
58	97	49	30	11
59	73	71	27	13
60	109	53	24	14
61	76	50	35	13
62	74	53	33	11
63	72	49	35	17
64	71	43	39	22
65	63	52	35	11
66	67	46	36	11
67	71	60	25	12
68	68	48	31	20
69	109	42	22	24
70	61	41	40	11
71	73	42	32	10
72	91	33	28	13
73	82	46	21	15
74	60	45	26	7
75	43	40	39	19
76	98	33	20	13
77	78	30	22	18
78	63	37	21	10
79	52	36	25	10
80	54	33	20	12
