Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	2
Problem-ID	131
no_item_types	899
no_items	1254
CONTAINER_DATA (l,w,h)	587	233	220
ITEMS_DATA:
Type	x	y	z	no_items
1	120	99	73	2
2	119	97	72	1
3	120	91	76	2
4	119	84	80	3
5	118	88	76	2
6	101	100	77	1
7	104	99	74	1
8	114	88	75	1
9	115	90	71	2
10	111	97	68	1
11	104	95	74	2
12	99	93	79	1
13	104	91	76	1
14	120	95	62	1
15	107	84	78	2
16	119	91	64	1
17	98	94	75	2
18	118	77	76	1
19	109	80	78	3
20	93	91	80	1
21	109	82	75	1
22	97	94	73	1
23	96	91	76	1
24	103	80	79	1
25	100	91	70	1
26	119	75	71	1
27	114	75	73	2
28	108	97	59	2
29	96	80	80	2
30	116	84	63	1
31	116	97	53	2
32	95	82	76	1
33	114	75	69	1
34	116	77	66	1
35	112	77	68	2
36	102	96	59	1
37	100	80	72	1
38	106	76	71	1
39	96	78	76	1
40	120	69	68	2
41	108	99	52	1
42	100	88	62	2
43	110	75	66	2
44	90	84	72	1
45	91	83	72	1
46	118	96	48	1
47	99	76	72	1
48	98	96	56	3
49	99	90	59	1
50	96	79	69	1
51	85	84	72	1
52	103	74	67	1
53	94	82	66	1
54	84	80	75	1
55	103	76	64	2
56	104	74	65	1
57	115	90	48	1
58	108	78	58	2
59	93	77	67	3
60	117	65	63	1
61	95	80	63	1
62	107	72	62	2
63	118	79	51	2
64	96	85	58	1
65	96	81	60	1
66	96	82	59	2
67	115	68	59	2
68	94	83	59	2
69	90	74	69	1
70	85	75	72	2
71	93	77	64	2
72	110	94	44	2
73	87	78	67	1
74	93	74	66	4
75	81	80	70	1
76	120	63	60	3
77	90	85	59	1
78	92	75	65	2
79	93	73	66	2
80	94	70	68	1
81	107	95	44	1
82	89	81	62	3
83	96	95	49	2
84	91	71	69	1
85	103	73	59	1
86	120	77	48	1
87	90	86	57	1
88	93	74	64	1
89	82	80	67	1
90	113	72	54	1
91	95	76	60	1
92	93	86	54	1
93	105	79	52	3
94	83	75	69	1
95	100	74	58	1
96	98	78	56	2
97	106	66	61	1
98	113	98	38	2
99	83	71	71	1
100	94	88	50	1
101	95	70	62	1
102	114	68	53	2
103	96	75	57	2
104	92	81	55	2
105	117	61	57	2
106	94	92	47	1
107	94	77	56	1
108	98	88	47	1
109	81	79	63	1
110	78	76	68	1
111	97	67	62	1
112	119	94	36	1
113	114	80	44	1
114	80	77	65	1
115	100	80	50	2
116	82	75	65	2
117	94	85	50	1
118	113	62	57	1
119	76	74	71	1
120	114	66	53	1
121	90	70	63	1
122	93	79	54	1
123	101	66	59	2
124	99	86	46	1
125	107	64	57	1
126	91	67	64	2
127	102	78	49	1
128	98	67	59	2
129	95	74	55	1
130	78	77	64	1
131	103	63	59	2
132	84	69	66	2
133	79	71	68	3
134	83	80	57	2
135	112	75	45	2
136	103	63	58	2
137	114	60	55	1
138	97	79	49	1
139	119	83	38	1
140	115	74	44	1
141	111	70	48	2
142	113	70	47	2
143	89	72	58	2
144	87	70	61	2
145	84	73	60	1
146	83	71	62	2
147	94	67	58	1
148	86	83	51	2
149	88	78	53	1
150	93	83	47	1
151	106	61	56	2
152	79	79	58	1
153	92	77	51	1
154	90	68	59	1
155	117	56	55	1
156	83	76	57	2
157	86	76	55	2
158	99	98	37	1
159	115	78	40	1
160	74	71	68	1
161	100	87	41	1
162	87	64	64	1
163	82	79	55	2
164	112	69	46	1
165	75	75	63	2
166	106	79	42	1
167	94	85	44	1
168	85	79	52	1
169	103	69	49	1
170	91	78	49	2
171	97	73	49	1
172	103	76	44	1
173	97	91	39	3
174	82	71	59	1
175	113	92	33	3
176	119	60	48	2
177	97	63	56	2
178	86	71	56	2
179	109	58	54	1
180	82	77	54	1
181	91	87	43	1
182	115	87	34	1
183	88	84	46	2
184	91	61	61	1
185	81	76	55	1
186	103	67	49	2
187	115	81	36	1
188	108	97	32	1
189	94	81	44	1
190	97	80	43	1
191	100	64	52	3
192	87	78	49	1
193	78	77	55	1
194	105	85	37	1
195	105	98	32	2
196	91	67	54	1
197	100	62	53	1
198	90	76	48	1
199	80	76	54	1
200	88	73	51	1
201	91	61	59	1
202	74	69	64	1
203	102	82	39	1
204	94	68	51	1
205	102	71	45	2
206	86	84	45	1
207	98	72	46	1
208	94	75	46	1
209	110	67	44	1
210	77	70	60	1
211	97	68	49	1
212	95	85	40	1
213	106	62	49	2
214	116	77	36	3
215	84	78	49	2
216	92	81	43	1
217	117	74	37	2
218	99	98	33	1
219	78	72	57	2
220	74	73	59	1
221	95	76	44	2
222	104	71	43	1
223	105	70	43	2
224	89	77	46	1
225	90	66	53	3
226	95	60	55	2
227	113	73	38	2
228	116	54	50	2
229	83	82	46	1
230	76	71	58	1
231	94	85	39	1
232	109	57	50	1
233	102	78	39	1
234	73	72	59	1
235	94	61	54	1
236	104	62	48	1
237	110	74	38	1
238	112	69	40	1
239	71	68	64	1
240	90	67	51	2
241	90	75	45	1
242	78	72	54	1
243	83	73	50	2
244	103	79	37	1
245	98	60	51	1
246	94	58	55	2
247	87	82	42	2
248	94	65	49	1
249	73	66	62	1
250	117	52	49	3
251	80	79	47	2
252	89	64	52	1
253	91	57	57	2
254	106	68	41	1
255	91	60	54	2
256	80	67	55	3
257	98	97	31	1
258	79	73	51	1
259	83	77	46	2
260	72	69	59	1
261	95	70	44	1
262	87	82	41	1
263	95	75	41	1
264	90	81	40	1
265	81	75	48	2
266	113	56	46	1
267	112	53	49	1
268	111	67	39	1
269	92	63	50	2
270	117	65	38	1
271	79	64	57	2
272	92	58	54	1
273	87	77	43	2
274	118	61	40	3
275	116	67	37	1
276	118	58	42	1
277	76	74	51	1
278	99	90	32	1
279	72	72	55	1
280	93	57	53	1
281	93	70	43	1
282	87	73	44	1
283	97	82	35	1
284	102	80	34	2
285	78	61	58	1
286	104	78	34	1
287	80	66	52	1
288	97	69	41	2
289	119	59	39	1
290	91	71	42	1
291	112	78	31	1
292	98	92	30	2
293	72	67	56	1
294	75	60	60	1
295	103	97	27	3
296	83	69	47	1
297	70	63	61	5
298	89	67	45	4
299	105	88	29	1
300	118	84	27	1
301	92	66	44	2
302	116	49	47	1
303	88	58	52	2
304	91	81	36	2
305	99	57	47	1
306	96	92	30	1
307	72	72	51	1
308	72	61	60	1
309	98	61	44	1
310	75	66	53	1
311	82	69	46	1
312	79	73	45	2
313	96	75	36	2
314	110	76	31	1
315	83	76	41	2
316	83	61	51	1
317	70	67	55	2
318	67	64	60	1
319	80	63	51	1
320	73	64	55	1
321	91	83	34	2
322	91	60	47	1
323	80	65	49	2
324	78	64	51	1
325	76	62	54	1
326	118	98	22	2
327	96	63	42	2
328	87	71	41	1
329	118	67	32	1
330	86	70	42	1
331	72	65	54	1
332	108	52	45	1
333	98	95	27	1
334	112	66	34	2
335	112	51	44	1
336	112	68	33	1
337	115	75	29	3
338	111	75	30	1
339	88	63	45	1
340	100	53	47	1
341	68	61	60	1
342	115	90	24	1
343	86	76	38	3
344	75	58	57	2
345	109	81	28	1
346	67	67	55	2
347	108	57	40	1
348	108	76	30	2
349	78	64	49	1
350	105	80	29	1
351	119	73	28	2
352	93	93	28	2
353	91	76	35	1
354	73	69	48	1
355	95	65	39	3
356	77	59	53	2
357	79	74	41	1
358	83	78	37	2
359	90	76	35	3
360	67	66	54	1
361	74	67	48	1
362	99	80	30	2
363	87	70	39	1
364	117	52	39	1
365	98	55	44	2
366	99	52	46	1
367	77	75	41	1
368	79	68	44	1
369	97	58	42	2
370	118	54	37	2
371	93	72	35	1
372	71	66	50	1
373	78	71	42	1
374	82	63	45	1
375	75	72	43	2
376	92	60	42	2
377	103	51	44	1
378	79	68	43	1
379	99	53	44	1
380	72	68	47	1
381	95	67	36	1
382	71	67	48	1
383	78	73	40	2
384	78	71	41	1
385	94	65	37	1
386	103	73	30	1
387	71	61	52	2
388	102	71	31	1
389	77	62	47	2
390	98	52	44	1
391	98	88	26	1
392	83	73	37	1
393	87	80	32	1
394	96	61	38	2
395	99	66	34	1
396	85	67	39	1
397	82	60	45	1
398	79	65	43	1
399	76	63	46	2
400	94	52	45	1
401	92	66	36	1
402	77	69	41	3
403	100	66	33	1
404	76	57	50	1
405	119	65	28	1
406	76	58	49	3
407	62	60	58	2
408	62	61	57	1
409	70	57	54	1
410	85	84	30	2
411	64	63	53	2
412	77	77	36	2
413	85	57	44	2
414	111	60	32	2
415	97	81	27	1
416	83	52	49	2
417	118	64	28	1
418	109	45	43	3
419	104	78	26	1
420	84	58	43	1
421	88	58	41	2
422	81	56	46	1
423	89	78	30	1
424	79	56	47	1
425	85	66	37	1
426	113	51	36	2
427	86	65	37	1
428	81	58	44	1
429	102	45	45	1
430	84	70	35	1
431	82	66	38	1
432	74	59	47	1
433	87	62	38	1
434	79	74	35	1
435	94	62	35	1
436	98	65	32	1
437	109	55	34	2
438	112	79	23	1
439	98	46	45	1
440	75	75	36	1
441	79	64	40	2
442	75	64	42	2
443	80	74	34	1
444	116	51	34	1
445	91	69	32	1
446	83	78	31	1
447	76	60	44	1
448	118	68	25	1
449	83	71	34	2
450	69	63	46	1
451	94	59	36	2
452	98	55	37	1
453	96	83	25	1
454	67	55	54	1
455	98	92	22	1
456	108	59	31	1
457	81	58	42	1
458	75	61	43	3
459	100	56	35	1
460	71	60	46	1
461	113	51	34	2
462	119	47	35	1
463	97	67	30	1
464	61	57	56	1
465	92	47	45	1
