Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	11
Problem-ID	110
no_item_types	58
no_items	2046
CONTAINER_DATA (l,w,h)	404	50	1
ITEMS_DATA:
Type	x	y	z	no_items
1	56	49	1	36
2	60	45	1	32
3	57	39	1	31
4	59	35	1	47
5	47	38	1	39
6	45	38	1	34
7	42	39	1	33
8	40	39	1	34
9	41	38	1	48
10	38	37	1	32
11	54	26	1	47
12	48	29	1	39
13	46	30	1	37
14	37	36	1	34
15	38	34	1	31
16	37	34	1	35
17	46	27	1	38
18	47	25	1	21
19	35	33	1	32
20	38	30	1	37
21	34	33	1	37
22	40	26	1	28
23	39	26	1	39
24	58	17	1	43
25	40	24	1	37
26	38	25	1	34
27	39	24	1	41
28	36	26	1	45
29	49	18	1	29
30	31	28	1	28
31	53	16	1	24
32	38	22	1	34
33	34	23	1	31
34	32	24	1	40
35	29	26	1	36
36	37	20	1	42
37	32	23	1	22
38	45	16	1	40
39	35	20	1	25
40	43	16	1	34
41	37	17	1	30
42	47	13	1	27
43	32	18	1	43
44	30	17	1	28
45	32	15	1	47
46	26	18	1	17
47	41	11	1	35
48	37	12	1	36
49	31	14	1	45
50	27	16	1	41
51	39	11	1	42
52	26	16	1	44
53	22	18	1	30
54	24	15	1	25
55	17	13	1	42
56	22	10	1	44
57	17	10	1	30
58	14	12	1	34
