Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	5
Problem-ID	72
no_item_types	30
no_items	2020
CONTAINER_DATA (l,w,h)	459	105	93
ITEMS_DATA:
Type	x	y	z	no_items
1	85	84	72	51
2	103	76	64	72
3	96	82	59	63
4	95	70	62	62
5	84	69	66	64
6	83	76	57	49
7	75	75	63	60
8	103	76	44	70
9	89	77	46	82
10	97	69	41	73
11	73	64	55	75
12	86	76	38	69
13	98	88	26	80
14	98	52	44	68
15	79	64	40	63
16	75	62	36	53
17	71	48	47	73
18	98	79	20	76
19	60	55	45	69
20	111	49	26	75
21	90	43	33	67
22	60	51	41	71
23	74	42	40	71
24	61	48	39	69
25	61	47	39	61
26	57	44	42	63
27	73	37	23	72
28	48	36	31	55
29	38	37	29	59
30	49	25	21	85
