Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	9
Problem-ID	106
no_item_types	58
no_items	1717
CONTAINER_DATA (l,w,h)	432	79	1
ITEMS_DATA:
Type	x	y	z	no_items
1	57	40	1	19
2	57	26	1	23
3	59	23	1	26
4	36	36	1	20
5	42	30	1	27
6	44	28	1	33
7	39	31	1	33
8	54	22	1	35
9	44	26	1	35
10	39	29	1	35
11	40	28	1	36
12	44	25	1	36
13	37	29	1	41
14	34	31	1	25
15	35	30	1	29
16	55	19	1	44
17	41	25	1	34
18	34	30	1	25
19	44	22	1	29
20	45	21	1	30
21	35	27	1	30
22	42	22	1	39
23	33	28	1	29
24	40	22	1	30
25	47	18	1	28
26	42	20	1	23
27	57	14	1	34
28	42	19	1	28
29	28	28	1	28
30	43	18	1	28
31	52	14	1	31
32	36	20	1	26
33	38	18	1	33
34	40	17	1	29
35	37	18	1	23
36	33	19	1	33
37	25	25	1	23
38	46	13	1	21
39	39	15	1	28
40	35	16	1	35
41	25	22	1	27
42	26	21	1	30
43	34	16	1	22
44	38	13	1	35
45	31	15	1	26
46	34	13	1	26
47	29	15	1	35
48	27	16	1	32
49	22	19	1	32
50	26	16	1	27
51	22	18	1	33
52	23	17	1	34
53	29	11	1	28
54	30	10	1	22
55	18	16	1	32
56	16	15	1	32
57	19	12	1	30
58	16	10	1	20
