Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	6
Problem-ID	89
no_item_types	400
no_items	1898
CONTAINER_DATA (l,w,h)	459	105	93
ITEMS_DATA:
Type	x	y	z	no_items
1	107	96	80	5
2	109	92	78	6
3	119	99	66	6
4	100	91	76	6
5	101	87	77	4
6	94	92	78	8
7	110	90	66	5
8	118	89	62	6
9	105	81	74	3
10	109	78	74	5
11	97	82	78	4
12	109	76	73	9
13	120	74	67	6
14	112	100	52	6
15	111	73	71	8
16	96	85	70	4
17	108	91	58	5
18	99	95	60	6
19	98	81	71	2
20	93	78	77	5
21	118	82	57	2
22	109	80	62	2
23	109	73	65	8
24	109	86	55	8
25	114	85	53	3
26	106	72	67	7
27	94	83	65	4
28	105	98	46	1
29	88	80	67	10
30	83	80	71	4
31	95	86	57	7
32	107	70	62	6
33	105	94	47	4
34	115	66	61	2
35	100	69	67	5
36	111	78	53	3
37	98	73	64	3
38	84	75	72	10
39	112	72	56	6
40	87	81	63	4
41	80	78	71	4
42	115	80	48	5
43	103	71	60	6
44	110	74	53	9
45	114	64	59	6
46	103	99	42	3
47	95	79	57	5
48	99	77	56	4
49	89	72	66	3
50	94	70	64	9
51	119	61	58	2
52	98	72	59	4
53	105	66	60	5
54	110	75	50	4
55	115	94	38	6
56	84	73	66	1
57	95	92	46	8
58	113	79	45	8
59	97	82	50	4
60	78	76	67	6
61	104	91	41	2
62	97	70	57	3
63	80	78	62	5
64	115	68	49	3
65	114	76	44	6
66	103	62	59	3
67	114	77	42	3
68	103	68	52	6
69	110	60	55	12
70	75	71	68	7
71	86	65	64	7
72	80	72	62	5
73	97	92	40	5
74	108	62	53	4
75	96	69	53	4
76	89	81	48	6
77	89	67	58	4
78	75	69	66	7
79	116	89	33	4
80	95	73	49	2
81	116	62	47	4
82	114	61	48	5
83	104	68	47	5
84	76	68	64	2
85	96	60	56	6
86	102	67	47	6
87	91	73	48	5
88	100	61	52	6
89	98	83	38	4
90	83	64	58	4
91	116	78	34	5
92	93	73	45	5
93	95	73	44	4
94	85	65	55	6
95	99	71	43	5
96	85	79	45	1
97	98	58	53	4
98	116	96	27	2
99	95	77	41	6
100	96	78	40	7
101	72	66	63	2
102	74	66	61	1
103	79	75	50	5
104	75	68	58	3
105	109	63	43	4
106	104	62	45	6
107	119	87	28	7
108	100	72	40	5
109	108	98	27	5
110	80	62	57	6
111	79	73	49	6
112	80	75	47	6
113	92	80	38	5
114	84	69	48	8
115	79	69	51	1
116	114	58	42	4
117	76	73	50	3
118	86	64	50	4
