Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	2
Problem-ID	128
no_item_types	798
no_items	1264
CONTAINER_DATA (l,w,h)	587	233	220
ITEMS_DATA:
Type	x	y	z	no_items
1	112	93	80	2
2	113	91	76	1
3	110	97	71	1
4	114	85	77	2
5	102	95	74	5
6	120	89	65	1
7	115	78	75	1
8	120	96	58	2
9	111	91	66	1
10	100	91	71	1
11	115	86	65	1
12	117	74	73	2
13	111	96	59	3
14	110	84	68	2
15	108	84	69	2
16	96	95	68	3
17	110	83	67	1
18	94	94	69	1
19	109	85	65	1
20	98	79	77	2
21	89	86	77	1
22	117	75	65	1
23	106	80	67	1
24	91	85	73	2
25	96	95	61	3
26	113	73	67	1
27	96	86	66	1
28	95	91	63	1
29	113	89	54	1
30	112	75	64	2
31	116	69	67	2
32	98	93	58	1
33	106	80	62	2
34	97	77	70	2
35	120	67	65	1
36	102	93	55	1
37	103	93	54	3
38	93	83	67	3
39	86	80	75	2
40	120	93	46	3
41	116	76	58	1
42	93	77	71	2
43	101	81	62	2
44	108	78	60	2
45	103	71	69	3
46	104	70	69	1
47	112	73	61	1
48	90	80	68	1
49	86	86	66	3
50	118	71	58	2
51	95	91	56	1
52	97	79	63	1
53	89	75	72	2
54	119	84	48	1
55	117	95	43	1
56	100	81	59	1
57	113	78	54	1
58	93	72	71	1
59	97	74	66	2
60	112	66	64	2
61	115	82	50	2
62	98	92	52	3
63	86	79	69	1
64	94	83	60	3
65	86	81	66	1
66	96	83	57	1
67	120	77	49	1
68	97	83	56	1
69	96	69	68	1
70	98	79	58	1
71	102	100	44	2
72	108	78	53	1
73	97	85	54	1
74	118	71	53	1
75	99	69	65	1
76	106	89	47	1
77	89	80	62	2
78	107	72	57	2
79	84	78	67	1
80	104	78	54	2
81	109	68	59	2
82	80	80	68	2
83	115	71	53	2
84	78	76	73	1
85	94	73	63	1
86	92	77	61	1
87	90	80	60	1
88	101	91	47	1
89	97	78	57	2
90	110	85	46	1
91	114	67	56	1
92	89	80	60	1
93	91	69	68	1
94	96	90	49	1
95	99	99	43	2
96	84	80	62	1
97	78	73	73	3
98	88	80	59	1
99	95	74	59	1
100	88	71	66	1
101	107	70	55	1
102	95	72	60	2
103	101	86	47	2
104	97	93	45	1
105	81	78	64	1
106	102	73	54	2
107	112	65	55	1
108	120	74	45	2
109	76	75	70	1
110	80	73	68	1
111	82	80	60	1
112	99	64	62	2
113	97	92	44	1
114	100	71	55	2
115	87	76	59	1
116	120	69	47	1
117	98	81	49	1
118	108	72	50	2
119	119	57	57	1
120	90	74	58	2
121	90	66	65	2
122	103	70	53	2
123	88	71	61	1
124	101	82	46	2
125	99	64	60	3
126	86	69	64	1
127	86	80	55	1
128	97	81	48	2
129	80	70	67	1
130	120	82	38	1
131	104	85	42	1
132	119	91	34	2
133	77	77	62	2
134	88	85	49	1
135	105	81	43	3
136	100	67	54	3
137	113	64	50	1
138	84	81	53	1
139	91	67	59	3
140	118	66	46	2
141	102	78	45	1
142	112	57	56	2
143	118	72	42	2
144	84	72	59	2
145	117	78	39	2
146	119	55	54	1
147	75	73	64	2
148	96	73	50	2
149	116	70	43	2
150	102	76	45	1
151	95	63	58	1
152	98	86	41	2
153	96	92	39	3
154	77	72	62	1
155	117	81	36	1
156	82	65	64	1
157	100	92	37	4
158	77	72	61	1
159	118	55	52	2
160	95	67	53	3
161	99	64	53	1
162	96	76	46	1
163	97	75	46	1
164	98	68	50	1
165	114	88	33	2
166	100	75	44	2
167	80	79	52	2
168	87	80	47	1
169	90	90	40	1
170	84	77	50	1
171	115	55	51	1
