Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	4
Problem-ID	54
no_item_types	149
no_items	1306
CONTAINER_DATA (l,w,h)	485	131	118
ITEMS_DATA:
Type	x	y	z	no_items
1	119	96	71	5
2	114	97	69	11
3	113	94	70	12
4	98	90	74	6
5	114	77	69	3
6	91	79	78	10
7	108	94	51	13
8	104	94	50	8
9	95	95	54	4
10	97	89	56	5
11	95	92	55	9
12	105	97	47	8
13	96	79	63	7
14	108	71	61	6
15	105	73	60	7
16	106	76	55	7
17	103	78	55	9
18	97	75	59	14
19	104	80	50	9
20	93	73	61	6
21	85	77	62	6
22	104	63	59	9
23	110	59	58	9
24	94	77	52	13
25	80	69	66	11
26	90	77	52	15
27	90	84	47	8
28	119	76	39	8
29	110	71	45	13
30	93	66	55	9
31	102	77	42	6
32	113	66	44	7
33	76	71	60	6
34	102	87	36	11
35	99	62	52	7
36	95	76	44	6
37	85	73	51	9
38	98	73	44	2
39	120	55	46	7
40	78	76	50	5
41	118	57	43	15
42	95	57	53	9
43	117	62	39	13
44	77	64	57	6
45	83	75	45	11
46	90	57	53	10
47	118	62	37	14
48	103	97	27	6
49	73	71	52	11
50	109	54	45	6
51	80	75	44	10
52	74	61	58	9
53	89	70	42	9
54	93	58	48	11
55	95	84	31	10
56	85	58	50	11
57	93	54	49	7
58	84	68	42	9
59	75	74	43	12
60	98	53	44	14
61	114	47	42	9
62	89	56	45	8
63	84	54	49	9
64	71	68	46	7
65	70	63	49	11
66	70	62	48	13
67	67	58	53	6
68	105	56	35	5
69	111	44	42	6
70	103	71	28	11
71	72	66	43	9
72	81	67	37	10
73	67	63	47	11
74	93	52	41	9
75	62	59	54	10
76	86	74	31	10
77	92	62	34	7
78	94	63	32	9
79	73	72	36	7
80	96	51	37	7
81	71	65	39	8
82	75	57	42	10
83	97	64	28	10
84	63	54	51	13
85	76	76	30	8
86	106	62	25	7
87	73	51	43	10
88	57	54	52	12
89	89	69	26	11
90	115	42	33	4
91	86	56	33	7
92	91	52	32	7
93	80	48	39	8
94	110	40	34	10
95	77	51	38	7
96	109	51	26	6
97	70	49	41	8
98	96	52	28	9
99	84	69	24	3
100	104	66	20	6
101	60	60	38	11
102	99	44	31	2
103	84	55	29	6
104	72	53	35	8
105	78	68	25	6
106	77	44	39	7
107	72	53	34	9
108	81	47	34	7
109	70	47	39	8
110	58	48	46	12
111	70	65	28	6
112	115	35	31	9
113	65	49	39	11
114	75	45	36	10
115	74	44	35	10
116	61	58	32	11
117	77	45	32	13
118	71	52	30	11
119	83	58	23	9
120	81	44	31	6
121	82	58	23	16
122	73	39	38	11
123	76	45	31	11
124	64	54	30	9
125	100	33	31	6
126	73	39	33	9
127	94	32	31	10
128	64	44	33	6
129	64	38	38	6
130	66	58	24	11
131	55	44	36	4
132	61	43	31	5
133	84	36	26	5
134	81	39	24	12
135	57	35	35	10
136	56	55	22	7
137	57	39	30	8
138	53	37	34	8
139	92	36	20	13
140	68	35	27	12
141	60	32	32	9
142	50	42	29	7
143	58	38	26	12
144	60	32	29	12
145	57	38	25	4
146	54	35	25	14
147	43	40	26	7
148	41	39	26	13
149	40	36	21	10
