Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	4
Problem-ID	16
no_item_types	50
no_items	1420
CONTAINER_DATA (l,w,h)	485	131	118
ITEMS_DATA:
Type	x	y	z	no_items
1	114	94	61	32
2	115	81	61	23
3	81	78	66	23
4	101	66	61	26
5	105	81	46	26
6	94	90	44	22
7	107	57	57	22
8	97	73	49	26
9	78	72	58	26
10	90	84	41	39
11	91	77	44	31
12	119	63	37	27
13	116	67	35	29
14	85	75	42	24
15	100	94	28	31
16	109	63	37	31
17	75	72	47	26
18	85	73	40	30
19	73	62	54	32
20	90	63	41	35
21	68	63	53	23
22	96	72	31	29
23	81	54	47	32
24	76	52	46	20
25	69	60	43	31
26	72	64	37	29
27	93	66	26	25
28	95	46	36	41
29	100	40	39	27
30	89	70	25	29
31	99	68	23	28
32	66	64	36	32
33	62	55	44	26
34	68	52	40	20
35	57	53	44	34
36	63	59	35	24
37	90	41	34	24
38	66	59	31	29
39	65	56	33	25
40	111	49	21	39
41	75	61	24	23
42	72	50	30	30
43	72	51	23	28
44	78	37	27	36
45	57	56	22	27
46	64	32	28	24
47	60	44	21	26
48	42	31	31	39
49	80	25	20	30
50	52	37	20	29
