Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	10
Problem-ID	116
no_item_types	535
no_items	1403
CONTAINER_DATA (l,w,h)	432	79	1
ITEMS_DATA:
Type	x	y	z	no_items
1	54	50	1	2
2	57	47	1	1
3	53	49	1	6
4	57	45	1	2
5	54	47	1	4
6	57	44	1	4
7	53	47	1	3
8	54	45	1	3
9	56	43	1	4
10	50	46	1	2
11	60	38	1	1
12	59	38	1	2
13	53	42	1	1
14	57	39	1	5
15	49	45	1	2
16	56	39	1	4
17	50	43	1	3
18	48	44	1	4
19	49	43	1	3
20	50	42	1	3
21	52	40	1	3
22	53	39	1	3
23	49	42	1	4
24	60	34	1	2
25	46	44	1	4
26	53	38	1	2
27	50	40	1	5
28	54	37	1	4
29	57	35	1	2
30	49	40	1	3
31	56	35	1	2
32	57	34	1	3
33	46	42	1	4
34	49	39	1	4
35	45	42	1	5
36	51	37	1	2
37	48	39	1	2
38	55	34	1	4
39	49	38	1	3
40	59	31	1	1
41	48	38	1	2
42	52	35	1	4
43	55	33	1	3
44	49	37	1	3
45	43	42	1	6
46	45	40	1	1
47	50	36	1	3
48	46	39	1	3
49	54	33	1	4
50	57	31	1	3
51	42	42	1	3
52	45	39	1	1
53	50	35	1	3
54	53	33	1	2
55	46	38	1	1
56	58	30	1	2
57	47	37	1	2
58	56	31	1	1
59	51	34	1	1
60	42	41	1	4
61	44	39	1	1
62	49	35	1	5
63	59	29	1	3
64	45	38	1	3
65	57	30	1	4
66	55	31	1	3
67	50	34	1	3
68	47	36	1	5
69	51	33	1	2
70	43	39	1	3
71	54	31	1	1
72	49	34	1	4
73	52	32	1	1
74	46	36	1	3
75	50	33	1	3
76	47	35	1	3
77	41	40	1	2
78	51	32	1	3
79	48	34	1	2
80	49	33	1	1
81	46	35	1	4
82	40	40	1	1
83	50	32	1	2
84	41	39	1	1
85	58	27	1	3
86	46	34	1	3
87	40	39	1	1
88	41	38	1	3
89	42	37	1	2
90	43	36	1	4
91	44	35	1	4
92	53	29	1	4
93	51	30	1	3
94	39	39	1	3
95	46	33	1	4
96	47	32	1	1
97	50	30	1	1
98	45	33	1	1
99	53	28	1	2
100	39	38	1	3
101	40	37	1	2
102	41	36	1	3
103	59	25	1	5
104	46	32	1	2
105	40	36	1	5
106	55	26	1	2
107	46	31	1	1
108	49	29	1	2
109	43	33	1	3
110	47	30	1	1
111	38	37	1	3
112	39	36	1	3
113	50	28	1	4
114	56	25	1	1
115	45	31	1	3
116	41	34	1	2
117	42	33	1	1
118	46	30	1	2
119	49	28	1	2
120	38	36	1	3
121	44	31	1	2
122	47	29	1	3
123	45	30	1	1
124	58	23	1	4
125	43	31	1	2
126	53	25	1	1
127	44	30	1	3
128	40	33	1	2
129	55	24	1	4
130	41	32	1	1
131	59	22	1	3
132	54	24	1	4
133	44	29	1	2
134	58	22	1	2
135	44	29	1	4
136	51	25	1	6
137	41	31	1	2
138	47	27	1	2
139	45	28	1	2
140	38	33	1	2
141	39	32	1	4
142	43	29	1	2
143	40	31	1	2
144	36	34	1	4
145	42	29	1	2
146	38	32	1	3
147	45	27	1	3
148	39	31	1	2
149	40	30	1	3
150	48	25	1	1
151	46	26	1	2
152	52	23	1	2
153	37	32	1	3
154	38	31	1	1
155	42	28	1	3
156	39	30	1	2
157	43	27	1	2
158	40	29	1	2
159	55	21	1	1
160	35	33	1	2
161	36	32	1	3
162	48	24	1	3
163	36	32	1	3
164	50	23	1	3
165	44	26	1	2
166	38	30	1	1
167	39	29	1	1
168	34	33	1	1
169	35	32	1	3
170	36	31	1	2
171	41	27	1	2
172	48	23	1	4
173	38	29	1	3
174	39	28	1	1
175	34	32	1	5
176	35	31	1	3
177	47	23	1	2
178	36	30	1	3
179	49	22	1	5
180	43	25	1	3
181	37	29	1	2
182	51	21	1	3
183	41	26	1	3
184	38	28	1	2
185	46	23	1	1
186	33	32	1	3
187	42	25	1	3
188	50	21	1	2
189	37	28	1	2
190	47	22	1	5
191	49	21	1	4
192	38	27	1	1
193	54	19	1	2
194	41	25	1	1
195	39	26	1	2
196	46	22	1	3
197	44	23	1	2
198	59	17	1	2
199	50	20	1	2
200	40	25	1	2
201	37	27	1	3
202	43	23	1	6
203	52	19	1	4
204	47	21	1	4
205	58	17	1	4
206	41	24	1	3
207	49	20	1	1
208	54	18	1	3
209	44	22	1	3
210	46	21	1	2
211	37	26	1	2
212	48	20	1	3
213	33	29	1	2
214	34	28	1	5
215	50	19	1	2
216	38	25	1	4
217	50	19	1	2
218	43	22	1	2
