Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	1
Problem-ID	63
no_item_types	20
no_items	1259
CONTAINER_DATA (l,w,h)	587	233	220
ITEMS_DATA:
Type	x	y	z	no_items
1	90	74	69	58
2	103	63	58	61
3	106	61	56	79
4	97	63	56	54
5	102	78	39	68
6	71	68	64	72
7	73	66	62	54
8	118	61	40	69
9	85	67	39	70
10	97	81	27	69
11	100	56	35	62
12	113	46	36	57
13	91	50	40	67
14	75	57	41	64
15	80	54	35	71
16	66	50	42	54
17	90	49	30	61
18	94	43	31	61
19	61	48	30	58
20	101	30	26	50
