Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	10
Problem-ID	62
no_item_types	182
no_items	1423
CONTAINER_DATA (l,w,h)	432	79	1
ITEMS_DATA:
Type	x	y	z	no_items
1	56	44	1	6
2	52	47	1	9
3	59	39	1	8
4	56	41	1	7
5	57	39	1	13
6	53	40	1	11
7	55	38	1	4
8	52	40	1	7
9	53	37	1	7
10	54	36	1	9
11	44	44	1	9
12	52	36	1	6
13	48	38	1	7
14	59	30	1	8
15	45	39	1	9
16	47	37	1	5
17	49	35	1	12
18	45	38	1	4
19	48	35	1	8
20	49	34	1	8
21	46	35	1	13
22	59	27	1	11
23	44	36	1	9
24	54	29	1	5
25	58	27	1	11
26	43	36	1	6
27	53	29	1	6
28	45	33	1	7
29	39	38	1	8
30	41	36	1	9
31	43	34	1	6
32	56	26	1	6
33	50	29	1	12
34	39	36	1	7
35	56	25	1	6
36	50	28	1	10
37	41	34	1	9
38	37	37	1	10
39	40	34	1	9
40	37	36	1	7
41	38	35	1	7
42	47	28	1	12
43	39	33	1	4
44	40	32	1	12
45	41	31	1	6
46	42	30	1	12
47	38	33	1	5
48	44	28	1	8
49	35	35	1	4
50	37	33	1	10
51	42	29	1	12
52	38	32	1	5
53	43	28	1	9
54	50	24	1	13
55	35	34	1	5
56	48	24	1	6
57	54	21	1	7
58	35	32	1	7
59	40	28	1	6
60	50	22	1	5
61	52	21	1	5
62	39	28	1	9
63	54	20	1	7
64	45	24	1	6
65	49	22	1	5
66	46	23	1	9
67	34	31	1	6
68	42	25	1	10
69	37	28	1	7
70	47	22	1	4
71	35	29	1	6
72	34	29	1	9
73	40	24	1	9
74	32	30	1	8
75	35	27	1	9
76	41	23	1	4
77	47	20	1	8
78	36	26	1	8
79	31	30	1	7
80	33	28	1	8
81	44	21	1	6
82	46	20	1	5
83	34	27	1	11
84	30	30	1	5
85	50	18	1	6
86	32	28	1	4
87	52	17	1	7
88	49	18	1	4
89	36	24	1	6
90	41	21	1	9
91	44	19	1	5
92	33	25	1	9
93	39	21	1	8
94	31	26	1	15
95	35	23	1	4
96	40	20	1	12
97	38	21	1	6
98	33	24	1	4
99	52	15	1	7
100	37	21	1	8
101	31	25	1	7
102	32	24	1	6
103	38	20	1	2
104	40	19	1	5
105	33	23	1	7
106	36	21	1	8
107	50	15	1	13
108	44	17	1	11
109	37	20	1	4
110	46	16	1	13
111	43	17	1	5
112	36	20	1	8
113	31	23	1	11
114	36	19	1	6
115	56	12	1	5
116	47	14	1	6
117	31	21	1	10
118	59	11	1	5
119	54	12	1	8
120	36	18	1	6
121	38	17	1	12
122	45	14	1	7
123	26	24	1	8
124	31	20	1	9
125	29	21	1	6
126	43	14	1	8
127	30	20	1	6
128	31	19	1	12
129	45	13	1	7
130	53	11	1	9
131	58	10	1	6
132	36	16	1	9
133	32	18	1	11
134	38	15	1	5
135	30	19	1	11
136	37	15	1	18
137	30	18	1	5
138	28	19	1	9
139	24	22	1	11
140	35	15	1	9
141	26	20	1	7
142	34	15	1	11
143	36	14	1	8
144	50	10	1	14
145	33	15	1	8
146	29	17	1	6
147	27	18	1	10
148	22	22	1	7
149	43	11	1	10
150	26	18	1	6
151	27	17	1	5
152	35	13	1	10
153	26	17	1	6
154	22	20	1	8
155	39	11	1	9
156	35	12	1	7
157	42	10	1	7
158	26	16	1	8
159	34	12	1	8
160	24	17	1	8
161	20	20	1	4
162	21	19	1	8
163	22	18	1	9
164	30	13	1	9
165	26	15	1	6
166	35	11	1	8
167	20	19	1	8
168	25	15	1	7
169	21	17	1	10
170	21	16	1	8
171	18	18	1	6
172	23	14	1	10
173	26	12	1	11
174	19	16	1	8
175	22	13	1	8
176	24	11	1	6
177	16	16	1	9
178	19	12	1	11
179	15	14	1	9
180	16	13	1	5
181	18	10	1	9
182	16	10	1	3
