Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	8
Problem-ID	60
no_item_types	140
no_items	1423
CONTAINER_DATA (l,w,h)	587	233	1
ITEMS_DATA:
Type	x	y	z	no_items
1	56	45	1	14
2	58	39	1	10
3	54	41	1	8
4	47	46	1	10
5	53	40	1	12
6	60	34	1	9
7	48	41	1	9
8	49	40	1	10
9	46	42	1	14
10	47	41	1	9
11	48	40	1	13
12	58	32	1	14
13	54	33	1	7
14	56	31	1	11
15	45	38	1	8
16	57	29	1	8
17	53	31	1	6
18	44	36	1	5
19	51	30	1	8
20	45	34	1	5
21	39	38	1	9
22	40	37	1	7
23	59	25	1	8
24	43	34	1	9
25	45	32	1	12
26	53	27	1	13
27	50	28	1	9
28	43	32	1	10
29	40	34	1	7
30	41	33	1	13
31	43	31	1	9
32	38	35	1	9
33	40	33	1	9
34	43	30	1	11
35	39	33	1	14
36	58	22	1	9
37	45	28	1	15
38	37	34	1	15
39	50	25	1	13
40	56	21	1	9
41	49	24	1	7
42	47	25	1	11
43	58	20	1	14
44	40	29	1	13
45	35	33	1	6
46	46	25	1	7
47	37	31	1	9
48	44	26	1	7
49	38	30	1	11
50	44	25	1	7
51	55	20	1	12
52	35	31	1	7
53	45	24	1	6
54	39	27	1	7
55	50	21	1	10
56	40	26	1	6
57	47	22	1	14
58	34	30	1	6
59	53	19	1	6
60	50	20	1	20
61	33	30	1	12
62	47	21	1	12
63	54	18	1	8
64	51	19	1	11
65	48	20	1	13
66	45	21	1	16
67	39	24	1	7
68	49	19	1	13
69	31	29	1	7
70	37	24	1	7
71	49	18	1	14
72	44	20	1	7
73	55	16	1	9
74	35	25	1	13
75	38	23	1	8
76	36	24	1	12
77	43	19	1	9
78	58	14	1	12
79	31	26	1	19
80	35	23	1	9
81	48	16	1	9
82	29	26	1	10
83	27	27	1	4
84	33	22	1	9
85	40	18	1	10
86	39	18	1	11
87	36	19	1	13
88	27	25	1	12
89	29	23	1	9
90	33	20	1	9
91	44	15	1	14
92	27	24	1	13
93	32	20	1	10
94	28	22	1	9
95	25	24	1	12
96	26	23	1	12
97	37	16	1	12
98	28	21	1	15
99	39	15	1	16
100	28	20	1	16
101	43	13	1	8
102	31	18	1	6
103	24	23	1	17
104	34	16	1	8
105	27	20	1	10
106	30	18	1	7
107	35	15	1	7
108	23	22	1	8
109	36	14	1	9
110	50	10	1	9
111	25	20	1	11
112	24	20	1	10
113	32	15	1	11
114	41	11	1	12
115	26	17	1	13
116	29	15	1	6
117	27	16	1	13
118	32	13	1	11
119	27	15	1	6
120	25	16	1	10
121	26	15	1	9
122	24	16	1	7
123	26	14	1	5
124	20	17	1	18
125	30	11	1	12
126	20	16	1	14
127	24	13	1	14
128	22	14	1	9
129	27	11	1	13
130	17	17	1	10
131	19	15	1	11
132	22	12	1	2
133	24	11	1	7
134	26	10	1	12
135	18	14	1	6
136	21	12	1	9
137	18	12	1	13
138	19	11	1	7
139	16	13	1	12
140	13	13	1	12
