Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	6
Problem-ID	75
no_item_types	300
no_items	1843
CONTAINER_DATA (l,w,h)	459	105	93
ITEMS_DATA:
Type	x	y	z	no_items
1	114	97	66	9
2	98	96	76	10
3	111	99	64	5
4	120	80	64	11
5	109	76	73	5
6	101	93	64	6
7	103	84	69	9
8	109	80	68	10
9	98	90	67	7
10	114	80	64	5
11	105	77	72	5
12	94	79	78	6
13	89	82	78	9
14	106	88	60	5
15	105	80	66	7
16	107	84	61	6
17	95	87	66	4
18	93	86	67	5
19	88	82	74	2
20	102	100	49	1
21	119	67	62	8
22	109	76	59	6
23	87	76	73	7
24	97	74	67	7
25	104	70	66	6
26	111	80	53	4
27	88	74	72	10
28	112	72	58	8
29	82	80	71	7
30	90	77	67	5
31	108	78	54	8
32	99	68	67	10
33	92	74	66	2
34	78	76	75	6
35	92	76	62	9
36	112	84	46	6
37	97	87	51	7
38	100	74	57	5
39	111	62	61	9
40	80	78	66	5
41	98	75	55	6
42	79	75	68	5
43	85	80	59	9
44	99	65	62	3
45	97	72	57	5
46	97	67	61	8
47	118	93	36	6
48	96	91	45	6
49	99	81	49	3
50	84	75	61	11
51	106	73	49	7
52	89	85	50	4
53	119	61	52	8
54	78	71	68	7
55	95	68	57	3
56	98	67	56	9
57	100	73	50	5
58	117	82	38	5
59	80	72	63	3
60	74	73	67	9
61	96	65	58	4
62	76	72	66	3
63	114	79	40	7
64	98	63	58	3
65	95	79	47	6
66	101	71	49	6
67	86	78	52	5
68	104	58	57	3
69	95	77	47	5
70	83	69	60	8
71	108	66	48	9
72	98	60	58	5
73	102	77	42	3
74	115	61	47	3
75	90	83	44	5
76	105	68	46	3
77	106	75	41	7
78	79	76	54	8
79	80	79	51	6
80	90	83	43	9
81	90	74	48	5
82	88	86	42	5
83	93	74	46	5
84	92	86	40	9
85	104	79	38	4
86	85	79	46	10
87	87	71	50	7
88	92	71	47	6
89	108	71	40	7
90	80	75	51	7
91	84	66	55	9
92	92	77	43	7
93	85	66	53	14
94	79	78	48	6
95	82	68	53	6
96	84	66	53	6
97	119	72	34	6
98	97	66	45	4
99	76	74	50	8
100	88	71	45	3
101	84	76	44	6
102	92	62	49	5
103	89	87	36	7
104	68	64	63	6
105	107	61	42	4
106	96	66	43	6
107	80	68	50	7
108	100	66	41	4
109	82	76	43	6
110	118	54	42	2
111	103	53	48	6
112	96	73	37	5
113	73	72	49	6
114	77	76	42	7
115	102	83	29	10
116	75	65	50	9
117	79	77	40	7
118	95	71	36	6
119	107	61	37	3
120	76	72	44	9
121	92	90	29	9
122	82	75	39	4
123	117	89	23	8
124	71	63	53	9
125	87	68	40	7
126	91	65	40	4
127	66	65	55	8
128	89	56	47	3
129	106	91	24	9
130	96	56	43	4
131	69	67	50	6
132	115	69	29	6
133	79	63	46	7
134	95	68	35	7
135	86	79	33	2
136	74	58	52	7
137	81	64	43	6
138	76	54	54	4
139	116	53	36	6
140	91	54	45	5
141	112	95	20	2
142	100	56	38	6
143	93	87	26	10
144	95	58	38	6
145	89	65	36	8
146	83	57	44	13
147	88	51	46	5
148	106	88	22	6
149	68	67	45	5
150	96	59	36	4
151	98	52	40	7
152	89	76	30	10
153	86	71	33	10
154	112	59	30	6
155	95	61	34	4
156	76	63	40	6
157	114	67	25	6
158	100	56	34	4
159	96	90	22	7
160	80	72	33	7
161	87	52	42	4
162	94	59	34	6
163	78	63	38	8
164	84	55	40	6
165	108	85	20	6
166	92	79	25	5
167	81	56	40	4
168	77	76	31	4
169	116	78	20	5
170	110	71	23	10
171	86	58	36	3
172	93	47	41	4
173	91	53	37	5
174	86	74	28	9
175	65	63	43	5
176	83	47	45	6
177	66	55	48	5
178	116	44	34	6
179	76	66	34	5
180	89	58	33	6
181	113	50	30	6
182	65	57	45	5
183	118	38	37	10
184	86	61	31	6
185	76	56	38	4
186	76	51	41	4
187	73	70	31	5
188	75	57	37	5
189	62	55	46	7
190	67	52	45	5
191	75	58	36	3
192	63	53	46	8
193	86	59	29	6
194	87	43	39	1
195	100	63	23	5
196	73	60	33	5
197	75	48	40	9
198	76	45	42	7
199	60	54	44	7
200	79	44	41	2
201	98	45	32	8
202	97	48	30	4
203	94	57	26	8
204	59	49	48	4
205	60	59	39	5
206	83	83	20	7
207	93	74	20	9
208	85	70	23	6
209	83	47	35	9
210	84	54	30	6
211	68	50	40	4
212	119	40	28	7
213	68	65	30	6
214	111	54	22	6
215	88	42	35	10
216	66	56	35	9
217	92	38	37	1
218	55	50	47	5
219	67	47	40	5
220	66	56	34	8
221	90	45	31	6
222	63	60	33	3
223	94	53	25	6
224	74	48	35	5
225	78	53	30	5
226	63	56	35	8
227	62	51	39	4
228	118	45	23	5
229	85	54	26	5
230	120	43	23	3
231	63	56	33	4
232	64	43	42	6
233	69	54	31	9
234	111	52	20	8
235	70	53	30	3
236	73	47	32	4
237	76	38	38	6
238	68	62	26	7
239	87	50	25	2
240	71	69	22	4
241	63	55	31	4
242	71	63	24	2
243	90	37	32	6
244	56	45	42	5
245	92	56	20	9
246	79	42	31	6
247	91	40	28	6
248	47	47	46	11
249	93	39	28	14
250	119	34	25	6
251	54	43	43	9
252	63	44	36	7
253	86	40	29	6
254	75	39	34	4
255	105	43	22	6
256	66	39	38	9
257	109	37	24	5
258	68	50	28	6
259	60	58	27	6
260	77	45	27	6
261	62	55	27	7
262	65	52	27	6
263	66	39	35	6
264	60	60	25	7
265	72	46	27	6
266	100	33	26	10
267	120	31	23	10
268	85	33	30	4
269	81	47	22	8
270	84	38	25	7
271	61	46	28	11
272	53	42	35	7
273	60	40	32	6
274	61	48	26	4
275	88	42	20	9
276	72	48	21	5
277	51	39	35	5
278	104	27	24	3
279	66	37	27	5
280	54	37	33	6
281	60	41	26	7
282	56	42	27	3
283	46	40	33	6
284	66	35	26	6
285	79	36	21	6
286	46	37	34	7
287	71	37	22	5
288	57	34	29	5
289	58	37	26	5
290	51	43	25	9
291	40	37	36	6
292	48	37	30	6
293	45	40	26	8
294	69	32	20	8
295	59	34	22	4
296	43	33	31	9
297	44	37	27	7
298	45	33	28	8
299	40	34	30	5
300	45	30	25	6
