Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	12
Problem-ID	117
no_item_types	528
no_items	2006
CONTAINER_DATA (l,w,h)	404	50	1
ITEMS_DATA:
Type	x	y	z	no_items
1	60	49	1	2
2	59	49	1	3
3	57	50	1	5
4	57	49	1	2
5	58	46	1	5
6	56	47	1	1
7	58	44	1	4
8	51	50	1	7
9	60	42	1	1
10	58	43	1	4
11	55	45	1	5
12	56	44	1	5
13	60	41	1	2
14	53	46	1	3
15	58	42	1	2
16	49	49	1	7
17	60	40	1	2
18	52	46	1	1
19	59	40	1	2
20	50	46	1	4
21	51	45	1	7
22	52	44	1	4
23	54	42	1	4
24	50	45	1	3
25	52	43	1	3
26	53	42	1	4
27	57	39	1	2
28	48	46	1	4
29	60	36	1	2
30	54	40	1	4
31	55	39	1	3
32	56	38	1	4
33	59	36	1	3
34	53	40	1	6
35	52	40	1	1
36	46	45	1	2
37	50	41	1	4
38	52	39	1	5
39	56	36	1	3
40	59	34	1	3
41	60	33	1	4
42	46	43	1	5
43	48	41	1	4
44	56	35	1	4
45	49	40	1	5
46	59	33	1	8
47	54	36	1	5
48	57	34	1	3
49	51	38	1	6
50	55	35	1	2
51	48	40	1	3
52	49	39	1	3
53	45	42	1	2
54	57	33	1	2
55	49	38	1	2
56	58	32	1	1
57	53	35	1	3
58	44	42	1	7
59	54	34	1	1
60	47	39	1	2
61	45	40	1	4
62	50	36	1	4
63	47	38	1	3
64	49	36	1	7
65	55	32	1	4
66	44	40	1	2
67	45	39	1	5
68	60	29	1	3
69	47	37	1	1
70	51	34	1	2
71	54	32	1	4
72	48	36	1	4
73	43	40	1	3
74	49	35	1	3
75	55	31	1	7
76	58	29	1	3
77	60	28	1	3
78	43	39	1	4
79	44	38	1	4
80	59	28	1	3
81	42	39	1	6
82	48	34	1	6
83	51	32	1	3
84	44	37	1	7
85	52	31	1	2
86	46	35	1	5
87	40	40	1	2
88	41	39	1	2
89	51	31	1	3
90	45	35	1	5
91	49	32	1	2
92	58	27	1	3
93	46	34	1	3
94	40	39	1	3
95	42	37	1	6
96	47	33	1	2
97	44	35	1	3
98	57	27	1	1
99	53	29	1	2
100	45	34	1	3
101	40	38	1	4
102	46	33	1	3
103	56	27	1	5
104	50	30	1	3
105	48	31	1	3
106	57	26	1	2
107	51	29	1	4
108	42	35	1	5
109	43	34	1	3
110	44	33	1	4
111	50	29	1	3
112	38	38	1	3
113	40	36	1	4
114	45	32	1	2
115	42	34	1	3
116	47	30	1	1
117	39	36	1	1
118	54	26	1	3
119	40	35	1	5
120	50	28	1	5
121	48	29	1	5
122	39	35	1	3
123	50	27	1	4
124	45	30	1	4
125	50	27	1	4
126	56	24	1	6
127	48	28	1	5
128	56	24	1	5
129	46	29	1	2
130	37	36	1	2
131	38	35	1	5
132	51	26	1	5
133	40	33	1	2
134	44	30	1	1
135	42	31	1	4
136	52	25	1	5
137	50	26	1	3
138	54	24	1	7
139	36	36	1	7
140	37	35	1	5
141	43	30	1	4
142	46	28	1	7
143	56	23	1	3
144	40	32	1	5
145	44	29	1	4
146	51	25	1	3
147	42	30	1	1
148	45	28	1	6
149	60	21	1	5
150	45	28	1	4
151	37	34	1	8
152	50	25	1	4
153	39	32	1	8
154	40	31	1	4
155	44	28	1	3
156	36	34	1	1
157	47	26	1	3
158	37	33	1	3
159	42	29	1	7
160	38	32	1	3
161	45	27	1	5
162	43	28	1	8
163	46	26	1	2
164	35	34	1	6
165	41	29	1	4
166	54	22	1	2
167	38	31	1	2
168	49	24	1	4
169	47	25	1	4
170	45	26	1	6
171	53	22	1	3
172	43	27	1	7
173	40	29	1	7
174	34	34	1	4
175	35	33	1	3
176	46	25	1	7
177	41	28	1	3
178	37	31	1	5
179	38	30	1	2
180	54	21	1	2
181	45	25	1	3
182	34	33	1	4
183	59	19	1	5
184	40	28	1	2
185	56	20	1	4
186	40	28	1	5
187	56	20	1	1
188	43	26	1	2
189	37	30	1	4
190	48	23	1	5
191	38	29	1	5
192	44	25	1	9
193	39	28	1	7
194	42	26	1	7
195	39	28	1	6
196	33	33	1	4
197	34	32	1	2
198	35	31	1	5
199	40	27	1	8
200	51	21	1	7
201	41	26	1	3
202	56	19	1	4
203	59	18	1	3
204	53	20	1	3
205	46	23	1	4
206	42	25	1	4
207	50	21	1	4
208	35	30	1	5
209	36	29	1	4
210	37	28	1	1
211	43	24	1	3
212	41	25	1	5
213	32	32	1	2
214	60	17	1	1
215	34	30	1	2
216	46	22	1	7
217	42	24	1	2
218	53	19	1	5
219	37	27	1	1
220	33	30	1	2
221	45	22	1	3
222	33	30	1	2
223	38	26	1	4
224	58	17	1	6
225	34	29	1	5
226	41	24	1	4
227	35	28	1	6
228	49	20	1	7
229	35	28	1	4
230	39	25	1	4
231	44	22	1	6
232	42	23	1	2
233	46	21	1	3
234	37	26	1	7
235	48	20	1	3
236	40	24	1	4
237	33	29	1	4
238	34	28	1	3
239	43	22	1	4
240	35	27	1	2
241	59	16	1	5
242	47	20	1	3
243	36	26	1	3
244	55	17	1	4
245	49	19	1	3
246	32	29	1	4
247	58	16	1	3
248	37	25	1	3
249	42	22	1	4
250	44	21	1	5
251	40	23	1	5
252	46	20	1	3
253	34	27	1	5
254	54	17	1	5
255	34	27	1	5
256	35	26	1	3
257	43	21	1	2
258	45	20	1	5
259	36	25	1	9
260	31	29	1	7
261	39	23	1	2
262	32	28	1	3
263	47	19	1	2
264	33	27	1	5
265	37	24	1	4
266	34	26	1	6
267	49	18	1	2
268	42	21	1	3
269	49	18	1	3
270	55	16	1	3
271	44	20	1	2
272	35	25	1	2
273	38	23	1	4
274	30	29	1	3
275	31	28	1	8
276	48	18	1	5
277	32	27	1	6
278	36	24	1	1
279	33	26	1	4
280	45	19	1	3
281	29	29	1	2
282	30	28	1	1
283	35	24	1	3
284	38	22	1	5
285	49	17	1	2
286	32	26	1	4
287	46	18	1	5
288	33	25	1	3
289	34	24	1	5
290	31	26	1	5
291	35	23	1	4
292	32	25	1	5
293	47	17	1	1
294	38	21	1	2
295	36	22	1	1
296	33	24	1	4
297	36	22	1	7
298	56	14	1	4
299	34	23	1	5
300	30	26	1	4
301	39	20	1	4
302	52	15	1	7
303	37	21	1	5
304	31	25	1	7
305	35	22	1	5
306	32	24	1	2
307	45	17	1	4
308	38	20	1	4
309	40	19	1	4
310	42	18	1	1
311	28	27	1	2
312	29	26	1	6
313	30	25	1	6
314	39	19	1	3
315	41	18	1	2
316	46	16	1	3
317	49	15	1	3
318	28	26	1	2
319	33	22	1	2
320	38	19	1	2
321	48	15	1	4
322	30	24	1	1
323	51	14	1	2
324	34	21	1	4
325	31	23	1	3
326	47	15	1	5
327	37	19	1	5
328	39	18	1	3
329	27	26	1	5
330	35	20	1	4
331	41	17	1	3
332	29	24	1	3
333	33	21	1	5
334	30	23	1	4
335	53	13	1	6
336	38	18	1	5
337	31	22	1	4
338	40	17	1	5
339	34	20	1	2
340	40	17	1	5
341	34	20	1	6
342	26	26	1	5
343	27	25	1	4
344	28	24	1	3
345	32	21	1	4
346	29	23	1	7
347	35	19	1	3
348	51	13	1	4
349	33	20	1	3
350	30	22	1	4
351	33	20	1	3
352	41	16	1	2
353	27	24	1	6
354	36	18	1	1
355	27	24	1	2
356	34	19	1	1
357	38	17	1	3
358	43	15	1	4
359	28	23	1	4
360	32	20	1	3
361	29	22	1	3
362	49	13	1	2
363	42	15	1	3
364	30	21	1	3
365	45	14	1	7
366	35	18	1	3
367	30	21	1	3
368	33	19	1	5
369	25	25	1	3
370	52	12	1	3
371	27	23	1	5
372	31	20	1	2
373	28	22	1	4
374	36	17	1	3
375	34	18	1	3
376	32	19	1	2
377	25	24	1	5
378	50	12	1	5
379	40	15	1	4
380	46	13	1	5
381	33	18	1	3
382	31	19	1	4
383	28	21	1	2
384	49	12	1	3
385	34	17	1	2
386	36	16	1	4
387	32	18	1	5
388	24	24	1	3
389	25	23	1	2
390	52	11	1	7
391	26	22	1	5
392	30	19	1	4
393	38	15	1	7
394	27	21	1	6
395	33	17	1	1
396	40	14	1	3
397	28	20	1	4
398	56	10	1	4
399	28	20	1	4
400	31	18	1	5
401	37	15	1	6
402	29	19	1	5
403	25	22	1	3
404	50	11	1	3
405	42	13	1	4
406	34	16	1	10
407	32	17	1	5
408	30	18	1	3
409	45	12	1	5
410	27	20	1	3
411	36	15	1	1
412	49	11	1	4
413	41	13	1	3
414	28	19	1	3
415	38	14	1	6
416	23	23	1	3
417	48	11	1	1
418	33	16	1	4
419	44	12	1	5
420	31	17	1	5
421	35	15	1	3
422	29	18	1	5
423	40	13	1	1
424	43	12	1	4
425	27	19	1	4
426	32	16	1	2
427	34	15	1	2
428	30	17	1	3
429	51	10	1	2
430	39	13	1	2
431	36	14	1	3
432	42	12	1	2
433	28	18	1	6
434	25	20	1	7
435	38	13	1	3
436	49	10	1	3
437	35	14	1	3
438	49	10	1	5
439	44	11	1	3
440	23	21	1	2
441	24	20	1	3
442	48	10	1	2
443	24	20	1	6
444	39	12	1	3
445	36	13	1	2
446	31	15	1	5
447	33	14	1	4
448	22	21	1	5
449	24	19	1	3
450	35	13	1	3
451	25	18	1	7
452	26	17	1	2
453	34	13	1	1
454	40	11	1	3
455	23	19	1	4
456	24	18	1	5
457	27	16	1	4
458	36	12	1	2
459	33	13	1	4
460	21	20	1	1
461	42	10	1	4
462	35	12	1	7
463	30	14	1	5
464	38	11	1	5
465	22	19	1	4
466	26	16	1	2
467	32	13	1	11
468	23	18	1	3
469	24	17	1	4
470	29	14	1	3
471	27	15	1	5
472	31	13	1	3
473	25	16	1	4
474	21	19	1	3
475	28	14	1	3
476	23	17	1	5
477	30	13	1	5
478	26	15	1	5
479	24	16	1	6
480	32	12	1	1
481	20	19	1	2
482	21	18	1	4
483	29	13	1	5
484	22	17	1	1
485	31	12	1	2
486	23	16	1	5
487	33	11	1	3
488	19	19	1	5
489	20	18	1	7
490	24	15	1	2
491	20	17	1	5
492	28	12	1	2
493	30	11	1	3
494	19	17	1	4
495	20	16	1	4
496	29	11	1	7
497	21	15	1	7
498	26	12	1	3
499	31	10	1	5
500	28	11	1	3
501	18	17	1	3
502	20	15	1	3
503	27	11	1	4
504	24	12	1	3
505	22	13	1	6
506	19	15	1	6
507	20	14	1	1
508	23	12	1	4
509	21	13	1	5
510	17	16	1	4
511	18	15	1	4
512	27	10	1	2
513	24	11	1	4
514	22	12	1	5
515	17	15	1	4
516	16	15	1	5
517	18	13	1	2
518	19	12	1	3
519	15	15	1	4
520	16	14	1	5
521	17	13	1	4
522	20	11	1	1
523	18	12	1	6
524	15	14	1	2
525	20	10	1	3
526	16	11	1	4
527	17	10	1	4
