Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	12
Problem-ID	81
no_item_types	337
no_items	2023
CONTAINER_DATA (l,w,h)	404	50	1
ITEMS_DATA:
Type	x	y	z	no_items
1	58	48	1	5
2	59	47	1	6
3	56	49	1	8
4	59	44	1	9
5	49	49	1	6
6	52	45	1	7
7	52	44	1	7
8	57	39	1	7
9	49	45	1	5
10	52	42	1	7
11	56	39	1	6
12	59	37	1	7
13	57	37	1	6
14	55	38	1	6
15	47	44	1	6
16	52	39	1	8
17	51	39	1	4
18	46	43	1	10
19	47	42	1	4
20	54	36	1	4
21	51	38	1	10
22	57	34	1	3
23	45	43	1	4
24	52	37	1	9
25	49	39	1	7
26	50	38	1	6
27	57	33	1	9
28	48	39	1	4
29	47	39	1	9
30	55	33	1	8
31	43	42	1	8
32	50	36	1	11
33	47	38	1	7
34	51	35	1	10
35	42	42	1	6
36	49	36	1	6
37	46	38	1	5
38	58	30	1	6
39	56	31	1	7
40	51	34	1	3
41	48	36	1	6
42	54	31	1	7
43	46	36	1	4
44	47	35	1	5
45	53	31	1	7
46	42	39	1	5
47	43	38	1	6
48	58	28	1	2
49	46	35	1	8
50	40	40	1	9
51	48	33	1	4
52	45	35	1	5
53	41	38	1	2
54	47	33	1	6
55	39	39	1	5
56	46	33	1	8
57	41	37	1	8
58	54	28	1	5
59	43	35	1	6
60	47	32	1	6
61	53	28	1	6
62	39	38	1	6
63	51	29	1	4
64	41	36	1	3
65	59	25	1	10
66	46	32	1	9
67	47	31	1	3
68	39	37	1	9
69	41	35	1	6
70	47	30	1	4
71	39	36	1	8
72	50	28	1	6
73	42	33	1	6
74	60	23	1	6
75	51	27	1	6
76	47	29	1	8
77	48	28	1	5
78	37	36	1	5
79	38	35	1	4
80	39	34	1	9
81	49	27	1	7
82	55	24	1	6
83	44	30	1	6
84	40	33	1	5
85	55	24	1	7
86	45	29	1	8
87	50	26	1	6
88	36	36	1	4
89	43	30	1	7
90	56	23	1	5
91	58	22	1	3
92	53	24	1	4
93	47	27	1	4
94	37	34	1	4
95	57	22	1	6
96	39	32	1	5
97	40	31	1	6
98	59	21	1	4
99	36	34	1	7
100	38	32	1	5
101	45	27	1	6
102	55	22	1	3
103	39	31	1	8
104	35	34	1	4
105	41	29	1	7
106	44	27	1	6
107	36	33	1	4
108	37	32	1	4
109	59	20	1	4
110	55	21	1	1
111	36	32	1	5
112	48	24	1	4
113	50	23	1	8
114	37	31	1	6
115	38	30	1	4
116	49	23	1	5
117	45	25	1	7
118	51	22	1	7
119	34	33	1	3
120	59	19	1	7
121	40	28	1	8
122	39	28	1	4
123	40	27	1	5
124	49	22	1	10
125	43	25	1	7
126	37	29	1	5
127	38	28	1	7
128	34	31	1	6
129	35	30	1	4
130	55	19	1	14
131	36	29	1	4
132	40	26	1	8
133	37	28	1	7
134	38	27	1	5
135	34	30	1	3
136	39	26	1	3
137	44	23	1	8
138	46	22	1	8
139	56	18	1	8
140	36	28	1	10
141	53	19	1	6
142	47	21	1	3
143	34	29	1	10
144	35	28	1	4
145	36	27	1	4
146	51	19	1	11
147	46	21	1	6
148	37	26	1	7
149	32	30	1	4
150	35	27	1	5
151	41	23	1	5
152	39	24	1	3
153	36	26	1	7
154	49	19	1	9
155	31	30	1	8
156	32	29	1	4
157	51	18	1	5
158	53	17	1	5
159	60	15	1	10
160	30	30	1	4
161	36	25	1	4
162	31	29	1	5
163	56	16	1	6
164	33	27	1	8
165	42	21	1	5
166	40	22	1	7
167	38	23	1	4
168	32	27	1	4
169	43	20	1	6
170	33	26	1	10
171	34	25	1	9
172	47	18	1	5
173	35	24	1	7
174	41	20	1	7
175	48	17	1	4
176	37	22	1	8
177	30	27	1	9
178	54	15	1	5
179	30	27	1	9
180	32	25	1	6
181	38	21	1	6
182	36	22	1	5
183	49	16	1	2
184	29	27	1	4
185	30	26	1	5
186	31	25	1	4
187	43	18	1	6
188	32	24	1	8
189	48	16	1	7
190	59	13	1	5
