Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	2
Problem-ID	89
no_item_types	400
no_items	1238
CONTAINER_DATA (l,w,h)	587	233	220
ITEMS_DATA:
Type	x	y	z	no_items
1	107	96	80	3
2	109	92	78	3
3	119	99	66	4
4	100	91	76	4
5	101	87	77	3
6	94	92	78	4
7	110	90	66	2
8	118	89	62	1
9	105	81	74	3
10	109	78	74	5
11	97	82	78	2
12	109	76	73	1
13	120	74	67	6
14	112	100	52	2
15	111	73	71	5
16	96	85	70	2
17	108	91	58	4
18	99	95	60	2
19	98	81	71	3
20	93	78	77	2
21	118	82	57	3
22	109	80	62	4
23	109	73	65	4
24	109	86	55	6
25	114	85	53	5
26	106	72	67	3
27	94	83	65	3
28	105	98	46	2
29	88	80	67	3
30	83	80	71	2
31	95	86	57	4
32	107	70	62	3
33	105	94	47	3
34	115	66	61	3
35	100	69	67	5
36	111	78	53	4
37	98	73	64	3
38	84	75	72	1
39	112	72	56	6
40	87	81	63	2
41	80	78	71	3
42	115	80	48	3
43	103	71	60	1
44	110	74	53	1
45	114	64	59	2
46	103	99	42	3
47	95	79	57	2
48	99	77	56	2
49	89	72	66	3
50	94	70	64	2
51	119	61	58	3
52	98	72	59	6
53	105	66	60	6
54	110	75	50	3
55	115	94	38	4
56	84	73	66	4
57	95	92	46	3
58	113	79	45	2
59	97	82	50	3
60	78	76	67	3
61	104	91	41	3
62	97	70	57	2
63	80	78	62	1
64	115	68	49	3
65	114	76	44	1
66	103	62	59	8
67	114	77	42	6
68	103	68	52	1
69	110	60	55	3
70	75	71	68	4
71	86	65	64	1
72	80	72	62	1
73	97	92	40	5
74	108	62	53	3
75	96	69	53	3
76	89	81	48	1
77	89	67	58	5
78	75	69	66	2
79	116	89	33	7
80	95	73	49	4
81	116	62	47	1
82	114	61	48	11
83	104	68	47	3
84	76	68	64	2
85	96	60	56	2
86	102	67	47	1
87	91	73	48	4
88	100	61	52	3
89	98	83	38	2
90	83	64	58	2
91	116	78	34	1
92	93	73	45	1
93	95	73	44	2
94	85	65	55	2
95	99	71	43	5
96	85	79	45	2
97	98	58	53	2
98	116	96	27	4
99	95	77	41	3
100	96	78	40	1
101	72	66	63	1
102	74	66	61	3
103	79	75	50	2
104	75	68	58	2
105	109	63	43	2
106	104	62	45	2
107	119	87	28	3
108	100	72	40	3
109	108	98	27	3
110	80	62	57	4
111	79	73	49	3
112	80	75	47	3
113	92	80	38	4
114	84	69	48	5
115	79	69	51	4
116	114	58	42	2
117	76	73	50	5
118	86	64	50	4
119	113	64	38	3
120	95	74	39	2
121	99	79	35	1
122	83	71	46	1
123	95	66	43	4
124	92	65	45	3
125	74	66	55	2
126	84	57	56	4
127	92	62	47	4
128	108	67	37	5
129	114	52	45	3
130	84	67	47	4
131	85	63	49	1
132	115	78	29	2
133	70	70	53	1
134	76	63	54	2
135	65	63	63	2
136	93	77	36	2
137	90	84	34	3
138	111	49	47	4
139	100	67	38	2
140	78	67	48	2
141	78	61	52	3
142	113	78	28	4
143	85	58	50	3
144	85	59	49	2
145	100	66	37	5
146	98	80	31	2
147	111	64	34	3
148	83	83	35	1
149	100	60	40	2
150	71	65	52	3
151	72	69	48	6
152	99	86	28	3
153	113	49	43	3
154	68	67	52	3
155	97	74	33	2
156	85	58	48	2
157	81	55	53	3
158	99	64	37	5
159	93	83	30	2
160	68	68	50	3
161	92	66	38	5
162	78	76	38	2
163	93	62	39	7
164	99	94	24	1
165	99	75	30	2
166	70	69	46	2
167	93	54	44	4
168	88	76	33	3
169	96	82	28	3
170	89	55	45	1
171	77	65	44	8
172	83	73	36	5
173	91	70	34	3
174	96	50	45	3
175	101	53	40	6
176	89	65	37	7
177	78	56	49	3
178	86	56	44	8
179	82	76	34	4
180	96	76	29	2
181	75	64	44	1
182	91	68	34	2
183	69	67	45	3
184	91	63	36	3
185	70	60	49	2
186	63	57	57	2
187	91	56	40	3
188	89	67	34	2
189	114	43	41	2
190	103	60	32	1
191	96	81	25	3
192	118	41	40	1
193	113	45	38	1
194	117	50	33	3
195	118	51	32	4
196	76	55	46	2
197	96	91	22	1
198	75	64	40	1
199	77	54	46	3
200	72	52	51	2
201	64	56	53	3
202	92	47	43	3
203	84	58	38	3
204	89	67	31	3
205	85	53	41	1
206	73	72	35	4
207	76	59	41	3
208	90	55	37	4
209	75	69	35	3
210	62	55	53	2
211	77	69	34	3
212	80	55	41	5
213	71	70	36	2
214	98	67	27	4
215	98	72	25	2
216	56	56	56	2
217	101	56	31	3
218	90	81	24	3
219	61	54	53	3
220	102	59	29	4
221	89	70	28	3
222	96	60	30	4
223	88	65	30	3
224	80	63	34	4
225	65	56	47	4
226	118	45	32	2
227	57	55	54	3
228	70	69	35	3
229	58	57	51	1
230	63	60	44	3
231	84	52	38	1
232	65	51	50	3
233	90	80	23	2
234	90	52	35	2
235	98	79	21	2
236	116	56	25	5
237	68	53	45	4
238	95	55	31	4
239	116	58	24	4
240	79	45	45	6
241	77	56	37	5
242	88	43	42	3
243	111	55	26	5
244	109	69	21	2
245	105	60	25	2
246	63	53	47	4
247	70	52	43	8
248	91	52	33	4
249	74	57	37	3
250	68	51	45	4
251	65	60	40	5
252	73	71	30	3
253	109	43	33	2
254	86	62	29	4
255	71	57	38	4
256	90	58	29	4
257	65	58	40	2
258	81	62	30	2
259	74	65	31	4
260	73	51	40	4
261	96	50	31	5
262	57	54	48	2
263	74	55	36	7
264	57	57	45	2
265	71	50	41	2
266	90	49	33	3
267	79	54	34	2
268	103	67	21	2
269	75	52	37	3
270	109	42	31	3
271	85	53	31	1
272	72	71	27	1
273	78	68	26	4
274	74	62	30	4
275	65	50	42	2
276	74	46	40	2
277	95	65	22	1
278	78	58	30	4
279	120	35	32	4
280	79	50	34	4
281	82	68	24	3
282	92	58	25	4
283	57	52	45	2
284	72	44	42	4
285	85	62	25	1
286	81	45	36	2
287	105	35	35	2
288	93	67	20	1
289	110	43	26	1
290	61	56	36	3
291	72	55	31	5
292	75	54	30	3
293	76	57	28	4
294	75	70	23	3
295	56	49	44	4
296	76	72	22	3
297	89	54	25	3
298	75	50	32	2
299	76	45	35	3
300	111	49	22	4
301	109	42	26	3
302	76	54	29	5
303	87	68	20	6
304	102	35	33	1
305	79	51	29	2
306	60	59	33	3
307	60	51	38	3
308	66	55	32	6
309	90	56	23	5
310	82	54	26	3
311	89	46	28	4
312	71	41	39	5
313	119	34	28	4
314	72	41	38	3
315	69	58	28	3
316	74	42	36	4
317	63	57	31	3
318	58	54	35	3
319	68	46	35	2
320	66	50	33	5
321	73	41	36	3
322	76	44	32	5
323	52	50	41	3
324	106	33	30	4
325	102	38	27	3
326	72	50	29	5
327	88	59	20	2
328	81	41	31	1
329	69	45	33	5
330	97	34	31	4
331	60	50	34	2
332	98	52	20	3
333	62	42	38	1
334	72	50	27	3
335	55	45	39	2
336	56	55	31	1
337	54	52	34	1
338	72	53	25	4
339	78	45	27	2
340	69	41	33	3
341	54	54	32	3
342	99	39	24	2
343	72	36	35	5
344	85	44	24	4
345	50	46	38	4
346	61	42	34	2
347	64	54	25	2
348	66	48	27	3
349	50	45	38	3
350	62	47	29	5
351	54	41	38	5
352	69	43	28	4
353	57	47	31	3
354	54	51	30	2
355	65	37	34	3
356	64	37	34	3
357	87	33	28	4
358	94	34	25	3
359	108	35	21	4
360	44	44	40	7
361	62	39	32	4
362	59	46	28	5
363	54	45	31	2
364	71	53	20	2
365	115	26	25	2
366	83	35	25	3
367	58	46	27	4
368	60	36	33	2
369	61	57	20	1
370	91	28	27	1
371	64	33	32	6
372	81	32	26	2
373	70	34	28	3
374	45	40	37	7
375	43	42	36	1
376	58	43	26	4
377	72	31	29	4
378	84	32	24	4
379	53	44	26	3
380	63	35	27	2
381	49	39	31	4
382	49	47	25	2
383	55	35	29	3
384	60	37	25	3
385	77	27	26	3
386	74	28	26	4
387	43	39	32	6
388	71	35	21	3
389	50	31	31	3
390	59	37	22	3
391	43	37	30	5
392	44	35	30	2
393	42	35	31	2
394	55	37	22	4
395	40	35	31	3
396	37	35	33	2
397	41	34	30	3
398	54	34	21	2
399	55	35	20	2
400	36	35	24	4
