Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	7
Problem-ID	112
no_item_types	69
no_items	1308
CONTAINER_DATA (l,w,h)	587	233	1
ITEMS_DATA:
Type	x	y	z	no_items
1	51	48	1	21
2	49	48	1	17
3	54	37	1	18
4	51	38	1	23
5	45	43	1	19
6	49	39	1	25
7	53	35	1	25
8	47	36	1	14
9	43	38	1	20
10	48	34	1	15
11	42	36	1	19
12	47	32	1	24
13	44	33	1	21
14	41	35	1	18
15	48	29	1	18
16	42	33	1	16
17	54	25	1	23
18	40	33	1	15
19	49	26	1	26
20	45	28	1	30
21	35	33	1	15
22	37	31	1	15
23	51	22	1	15
24	41	27	1	23
25	35	31	1	16
26	38	28	1	19
27	35	28	1	18
28	36	27	1	19
29	43	21	1	18
30	38	23	1	18
31	32	27	1	26
32	36	23	1	18
33	39	21	1	13
34	31	26	1	16
35	35	23	1	23
36	39	20	1	15
37	51	15	1	17
38	33	23	1	22
39	50	15	1	17
40	30	24	1	22
41	40	18	1	18
42	55	13	1	17
43	48	14	1	22
44	38	17	1	16
45	28	22	1	15
46	27	22	1	16
47	59	10	1	18
48	44	13	1	19
49	30	19	1	20
50	46	11	1	14
51	24	21	1	14
52	25	20	1	22
53	45	10	1	16
54	29	15	1	19
55	27	16	1	22
56	24	18	1	16
57	21	20	1	12
58	24	17	1	21
59	27	15	1	19
60	39	10	1	21
61	35	11	1	27
62	24	15	1	21
63	19	18	1	19
64	21	16	1	22
65	25	13	1	15
66	19	17	1	24
67	24	10	1	24
68	17	13	1	11
69	18	11	1	16
