Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	7
Problem-ID	142
no_item_types	94
no_items	1354
CONTAINER_DATA (l,w,h)	587	233	1
ITEMS_DATA:
Type	x	y	z	no_items
1	51	48	1	7
2	48	46	1	14
3	54	37	1	12
4	56	34	1	19
5	51	37	1	16
6	58	32	1	14
7	53	35	1	17
8	51	36	1	12
9	47	36	1	8
10	47	35	1	8
11	43	38	1	12
12	48	34	1	17
13	51	32	1	12
14	46	35	1	16
15	41	38	1	13
16	42	36	1	19
17	43	35	1	13
18	46	32	1	13
19	39	35	1	12
20	54	25	1	15
21	55	24	1	25
22	49	26	1	16
23	41	31	1	13
24	45	28	1	12
25	52	24	1	19
26	41	29	1	18
27	42	28	1	16
28	41	28	1	11
29	37	31	1	20
30	51	22	1	18
31	34	33	1	15
32	43	25	1	15
33	38	28	1	13
34	59	18	1	17
35	44	23	1	17
36	35	28	1	13
37	36	27	1	9
38	38	25	1	15
39	35	27	1	20
40	43	21	1	13
41	37	24	1	16
42	32	27	1	14
43	44	19	1	11
44	32	26	1	16
45	33	25	1	13
46	35	23	1	12
47	36	22	1	12
48	49	16	1	14
49	39	20	1	10
50	37	21	1	13
51	43	18	1	14
52	32	24	1	11
53	36	21	1	15
54	30	25	1	9
55	50	15	1	15
56	57	13	1	14
57	49	15	1	21
58	35	21	1	15
59	28	26	1	13
60	40	18	1	11
61	59	12	1	17
62	39	18	1	18
63	37	18	1	19
64	30	22	1	23
65	27	24	1	11
66	38	17	1	17
67	28	23	1	17
68	49	13	1	12
69	29	21	1	16
70	36	16	1	9
71	25	23	1	13
72	30	19	1	17
73	40	14	1	11
74	24	23	1	9
75	46	11	1	11
76	33	15	1	16
77	39	12	1	13
78	22	21	1	15
79	24	19	1	16
80	32	14	1	17
81	29	15	1	12
82	24	18	1	9
83	33	13	1	14
84	41	10	1	21
85	27	15	1	21
86	39	10	1	20
87	35	11	1	12
88	23	16	1	8
89	19	18	1	11
90	21	16	1	15
91	24	14	1	8
92	18	17	1	19
93	24	12	1	17
94	18	11	1	17
