Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	2
Problem-ID	23
no_item_types	80
no_items	1234
CONTAINER_DATA (l,w,h)	587	233	220
ITEMS_DATA:
Type	x	y	z	no_items
1	109	93	72	16
2	106	93	70	10
3	100	97	64	16
4	115	72	64	15
5	113	78	60	15
6	95	78	62	18
7	102	69	65	12
8	109	68	59	16
9	97	96	46	11
10	120	71	47	14
11	98	65	62	17
12	92	78	53	14
13	118	66	47	10
14	91	83	48	18
15	80	71	62	12
16	89	78	50	16
17	97	76	46	11
18	116	89	32	19
19	107	60	49	11
20	109	87	32	18
21	91	58	57	11
22	104	66	40	18
23	78	73	48	12
24	113	80	29	11
25	109	57	41	15
26	75	58	58	22
27	86	71	41	19
28	78	71	44	21
29	98	65	38	29
30	94	66	39	8
31	96	72	34	16
32	102	88	26	15
33	111	71	29	19
34	100	81	27	13
35	73	65	46	10
36	95	67	32	14
37	99	88	23	10
38	71	68	41	12
39	91	87	25	11
40	70	67	42	15
41	100	70	28	18
42	119	45	36	20
43	62	59	52	18
44	93	85	23	13
45	90	69	28	17
46	106	49	33	16
47	85	80	25	16
48	66	59	42	17
49	60	59	46	29
50	66	60	40	16
51	84	81	23	13
52	112	48	28	19
53	75	60	33	12
54	75	54	35	23
55	54	52	50	22
56	56	51	49	9
57	99	56	25	13
58	90	38	38	17
59	78	61	27	8
60	78	54	30	15
61	63	50	36	14
62	64	53	32	11
63	56	48	40	16
64	95	43	25	21
65	54	47	40	18
66	52	50	37	15
67	78	47	26	23
68	77	49	25	12
69	66	43	32	11
70	72	51	24	23
71	57	47	32	27
72	69	37	30	20
73	72	31	31	10
74	51	42	28	12
75	59	42	24	12
76	60	36	26	6
77	49	32	30	10
78	41	40	28	16
79	36	36	29	18
80	40	37	22	18
