Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	8
Problem-ID	79
no_item_types	263
no_items	1328
CONTAINER_DATA (l,w,h)	587	233	1
ITEMS_DATA:
Type	x	y	z	no_items
1	57	47	1	7
2	58	44	1	4
3	59	43	1	6
4	55	45	1	8
5	54	45	1	3
6	49	47	1	4
7	57	40	1	3
8	50	45	1	4
9	57	39	1	6
10	48	46	1	4
11	48	45	1	4
12	50	43	1	1
13	55	39	1	7
14	53	40	1	6
15	49	43	1	3
16	55	37	1	10
17	49	41	1	2
18	55	36	1	6
19	49	40	1	5
20	57	34	1	7
21	57	33	1	9
22	48	39	1	8
23	54	34	1	6
24	47	39	1	2
25	46	39	1	4
26	51	35	1	6
27	54	33	1	6
28	52	34	1	4
29	53	33	1	8
30	51	34	1	8
31	54	32	1	5
32	49	35	1	5
33	59	29	1	8
34	57	30	1	6
35	50	34	1	8
36	51	33	1	3
37	54	31	1	6
38	44	38	1	4
39	57	29	1	5
40	59	28	1	2
41	55	30	1	10
42	47	35	1	4
43	49	32	1	3
44	56	28	1	5
45	49	32	1	6
46	52	30	1	5
47	47	33	1	5
48	45	34	1	4
49	46	33	1	5
50	50	30	1	5
51	39	38	1	5
52	57	26	1	7
53	39	38	1	5
54	40	37	1	6
55	51	29	1	2
56	42	35	1	6
57	54	27	1	3
58	56	26	1	6
59	44	33	1	4
60	39	37	1	5
61	48	30	1	3
62	41	35	1	5
63	42	34	1	5
64	49	29	1	4
65	38	36	1	7
66	39	35	1	4
67	48	28	1	2
68	43	31	1	7
69	39	34	1	4
70	55	24	1	5
71	47	28	1	4
72	39	33	1	7
73	45	28	1	9
74	38	33	1	5
75	48	26	1	4
76	46	27	1	3
77	40	31	1	11
78	56	22	1	2
79	35	35	1	9
80	36	34	1	7
81	37	33	1	4
82	42	29	1	5
83	57	21	1	3
84	35	34	1	5
85	41	29	1	4
86	44	27	1	6
87	36	33	1	7
88	37	32	1	9
89	59	20	1	3
90	38	31	1	7
91	56	21	1	4
92	45	26	1	3
93	54	21	1	5
94	42	27	1	10
95	54	21	1	4
96	39	29	1	9
97	36	31	1	5
98	35	31	1	5
99	47	23	1	7
100	43	25	1	4
101	52	20	1	2
102	47	22	1	7
103	49	21	1	5
104	38	27	1	5
105	41	25	1	3
106	33	31	1	6
107	46	22	1	5
108	42	24	1	7
109	37	27	1	4
110	33	30	1	5
111	58	17	1	2
112	34	29	1	2
113	42	23	1	6
114	31	31	1	7
115	48	20	1	3
116	60	16	1	8
117	40	24	1	3
118	38	25	1	2
119	59	16	1	6
120	47	20	1	9
121	39	24	1	5
122	49	19	1	2
123	32	29	1	8
124	37	25	1	2
125	40	23	1	6
126	35	26	1	4
127	31	29	1	8
128	47	19	1	6
129	33	27	1	4
130	34	26	1	5
131	35	25	1	3
132	46	19	1	3
133	39	22	1	7
134	37	23	1	6
135	35	24	1	7
136	38	22	1	5
137	32	26	1	6
138	51	16	1	3
139	45	18	1	6
140	31	26	1	5
141	32	25	1	2
142	40	20	1	7
143	47	17	1	6
144	42	19	1	6
145	33	24	1	6
146	28	28	1	10
147	56	14	1	5
148	29	27	1	5
149	45	17	1	9
150	40	19	1	3
151	28	27	1	5
152	30	25	1	6
153	34	22	1	3
154	31	24	1	3
155	57	13	1	7
156	41	18	1	4
157	48	15	1	4
158	36	20	1	4
159	45	16	1	8
160	36	20	1	9
161	40	18	1	5
162	42	17	1	5
163	31	23	1	5
164	47	15	1	1
165	27	26	1	3
166	41	17	1	4
167	46	15	1	7
168	36	19	1	5
169	29	23	1	2
170	37	18	1	5
171	35	19	1	11
172	51	13	1	5
173	39	17	1	4
174	44	15	1	5
175	30	22	1	5
176	26	25	1	5
177	32	20	1	3
178	40	16	1	6
179	49	13	1	4
180	42	15	1	6
181	33	19	1	7
182	48	13	1	4
183	28	22	1	1
184	44	14	1	5
185	28	22	1	5
186	36	17	1	3
187	30	20	1	6
188	29	20	1	2
189	34	17	1	4
190	41	14	1	2
191	30	19	1	7
192	37	15	1	2
193	29	19	1	1
194	25	22	1	9
195	32	17	1	3
196	36	15	1	5
197	45	12	1	1
198	30	18	1	3
199	38	14	1	6
200	44	12	1	9
201	26	20	1	6
202	47	11	1	3
203	27	19	1	5
204	30	17	1	5
205	28	18	1	5
206	45	11	1	3
207	41	12	1	3
208	27	18	1	4
209	22	22	1	5
210	37	13	1	7
211	32	15	1	3
212	40	12	1	4
213	25	19	1	5
214	36	13	1	6
215	27	17	1	10
216	26	17	1	7
217	21	21	1	3
218	22	20	1	7
219	31	14	1	4
220	36	12	1	6
221	43	10	1	7
222	28	15	1	4
223	21	20	1	3
224	29	14	1	4
225	27	15	1	5
226	25	16	1	5
227	21	19	1	2
228	36	11	1	5
229	28	14	1	3
230	35	11	1	6
231	32	12	1	5
232	21	18	1	4
233	29	13	1	7
234	25	15	1	2
235	31	12	1	4
236	24	15	1	6
237	20	18	1	7
238	21	17	1	8
239	22	16	1	4
240	25	14	1	3
241	35	10	1	3
242	29	12	1	3
243	28	12	1	5
244	23	14	1	3
245	29	11	1	5
246	21	15	1	7
247	23	13	1	2
248	21	14	1	3
249	29	10	1	6
250	17	17	1	4
251	18	16	1	7
252	22	13	1	3
253	28	10	1	3
254	27	10	1	4
255	24	11	1	7
256	16	16	1	5
257	17	15	1	2
258	17	14	1	3
259	15	15	1	5
260	16	14	1	10
261	17	13	1	6
262	18	12	1	11
263	16	12	1	5
