Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	3
Problem-ID	149
no_item_types	100
no_items	1128
CONTAINER_DATA (l,w,h)	485	131	118
ITEMS_DATA:
Type	x	y	z	no_items
1	118	88	76	15
2	111	97	68	11
3	93	91	80	8
4	96	80	80	12
5	114	75	69	16
6	100	88	62	15
7	91	83	72	14
8	98	97	54	12
9	108	78	58	12
10	110	94	44	8
11	120	63	60	14
12	93	73	66	10
13	93	74	64	6
14	82	80	67	14
15	105	79	52	15
16	94	77	56	13
17	78	76	68	7
18	80	77	65	8
19	90	70	63	6
20	91	67	64	14
21	98	67	59	7
22	112	75	45	14
23	89	72	58	10
24	94	67	58	12
25	90	68	59	13
26	100	87	41	13
27	82	79	55	12
28	100	64	52	13
29	80	76	54	8
30	91	61	59	14
31	77	70	60	9
32	113	73	38	10
33	94	85	39	15
34	94	61	54	10
35	104	62	48	6
36	78	72	54	8
37	111	67	39	9
38	118	58	42	12
39	93	70	43	11
40	97	82	35	12
41	98	92	30	8
42	92	66	44	13
43	99	57	47	7
44	96	92	30	13
45	98	61	44	15
46	91	83	34	16
47	100	53	47	13
48	67	66	54	12
49	74	67	48	15
50	75	72	43	9
51	77	69	41	6
52	70	57	54	9
53	102	45	45	11
54	83	62	40	10
55	94	62	35	12
56	83	78	31	13
57	77	54	47	14
58	84	78	28	9
59	83	50	44	10
60	57	57	56	14
61	99	46	39	16
62	84	61	33	15
63	76	63	35	12
64	107	40	39	15
65	97	44	39	10
66	67	59	42	14
67	69	50	45	10
68	57	55	48	12
69	66	63	36	7
70	70	57	37	17
71	73	48	42	12
72	63	49	46	7
73	72	53	37	9
74	75	53	35	18
75	72	57	31	4
76	99	61	21	14
77	87	69	21	13
78	92	44	29	8
79	91	44	28	12
80	66	54	31	9
81	61	46	38	16
82	59	57	31	13
83	89	43	27	8
84	111	36	23	9
85	81	43	26	7
86	52	45	38	10
87	56	49	32	13
88	101	33	26	7
89	74	37	30	11
90	70	41	27	10
91	53	48	29	13
92	54	41	33	9
93	46	41	38	6
94	52	52	25	14
95	76	33	26	14
96	50	41	25	11
97	50	32	32	9
98	55	31	27	18
99	53	32	27	10
100	49	36	25	9
