Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	12
Problem-ID	30
no_item_types	77
no_items	2249
CONTAINER_DATA (l,w,h)	404	50	1
ITEMS_DATA:
Type	x	y	z	no_items
1	58	49	1	32
2	51	44	1	28
3	54	41	1	35
4	47	45	1	30
5	48	41	1	16
6	46	42	1	33
7	48	39	1	22
8	45	40	1	33
9	58	30	1	31
10	53	28	1	32
11	47	31	1	21
12	38	36	1	27
13	59	23	1	22
14	46	29	1	27
15	43	31	1	36
16	45	29	1	32
17	45	28	1	20
18	54	23	1	20
19	36	34	1	28
20	41	28	1	28
21	37	31	1	27
22	38	30	1	28
23	58	19	1	23
24	46	23	1	27
25	50	21	1	39
26	35	30	1	34
27	34	30	1	34
28	53	19	1	34
29	38	26	1	30
30	47	21	1	26
31	32	28	1	31
32	33	27	1	19
33	34	26	1	31
34	43	20	1	25
35	34	25	1	32
36	32	26	1	31
37	36	23	1	33
38	33	25	1	32
39	50	15	1	27
40	27	27	1	31
41	33	22	1	28
42	47	15	1	25
43	37	19	1	30
44	42	16	1	26
45	37	18	1	28
46	32	20	1	28
47	30	21	1	30
48	31	20	1	26
49	34	18	1	34
50	26	23	1	34
51	27	22	1	29
52	37	16	1	35
53	28	21	1	38
54	25	23	1	29
55	28	20	1	33
56	24	23	1	25
57	25	21	1	29
58	36	14	1	28
59	23	21	1	27
60	32	15	1	31
61	27	17	1	27
62	25	18	1	29
63	23	18	1	35
64	24	17	1	35
65	22	18	1	24
66	24	16	1	23
67	26	14	1	28
68	20	18	1	32
69	30	12	1	32
70	34	10	1	31
71	18	16	1	37
72	21	13	1	21
73	22	12	1	36
74	21	12	1	32
75	19	13	1	27
76	16	15	1	24
77	19	11	1	36
