Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	10
Problem-ID	42
no_item_types	116
no_items	1510
CONTAINER_DATA (l,w,h)	432	79	1
ITEMS_DATA:
Type	x	y	z	no_items
1	59	39	1	16
2	55	40	1	8
3	56	38	1	11
4	53	40	1	17
5	55	38	1	12
6	54	36	1	9
7	44	44	1	16
8	45	39	1	7
9	52	33	1	14
10	50	34	1	8
11	45	37	1	11
12	44	36	1	13
13	54	29	1	15
14	41	38	1	14
15	41	37	1	11
16	39	38	1	12
17	49	28	1	8
18	47	28	1	11
19	40	32	1	8
20	42	30	1	10
21	38	33	1	12
22	40	31	1	8
23	36	34	1	15
24	39	30	1	13
25	58	20	1	12
26	34	34	1	13
27	48	24	1	15
28	60	19	1	10
29	54	21	1	12
30	35	32	1	15
31	45	24	1	15
32	49	22	1	16
33	34	31	1	17
34	39	27	1	10
35	35	30	1	17
36	47	22	1	16
37	39	26	1	13
38	56	18	1	17
39	32	31	1	18
40	39	25	1	13
41	46	21	1	10
42	37	26	1	12
43	40	24	1	13
44	48	20	1	9
45	38	25	1	11
46	35	27	1	10
47	31	30	1	16
48	34	27	1	18
49	35	26	1	10
50	30	30	1	18
51	32	28	1	12
52	49	18	1	17
53	31	28	1	16
54	36	24	1	14
55	41	21	1	14
56	37	23	1	16
57	34	25	1	11
58	42	20	1	10
59	34	24	1	21
60	45	18	1	14
61	47	17	1	16
62	38	21	1	15
63	36	22	1	11
64	29	27	1	13
65	39	20	1	9
66	32	24	1	15
67	33	23	1	19
68	29	26	1	7
69	50	15	1	9
70	44	17	1	14
71	35	21	1	12
72	43	17	1	15
73	56	13	1	12
74	45	16	1	17
75	31	23	1	17
76	35	20	1	14
77	28	25	1	15
78	48	14	1	14
79	30	22	1	13
80	59	11	1	8
81	36	18	1	10
82	54	12	1	14
83	34	19	1	8
84	56	11	1	10
85	36	17	1	9
86	34	18	1	14
87	29	21	1	14
88	30	20	1	15
89	33	18	1	11
90	28	21	1	6
91	45	13	1	11
92	32	18	1	24
93	36	16	1	6
94	28	20	1	18
95	30	18	1	11
96	44	12	1	12
97	31	17	1	14
98	37	14	1	11
99	34	14	1	10
100	36	13	1	11
101	24	19	1	13
102	29	15	1	18
103	26	16	1	15
104	27	15	1	18
105	21	19	1	9
106	22	18	1	18
107	35	11	1	13
108	19	18	1	10
109	27	10	1	12
110	20	12	1	19
111	24	10	1	19
112	23	10	1	14
113	18	12	1	7
114	18	10	1	13
115	15	11	1	12
116	16	10	1	16
