Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	12
Problem-ID	74
no_item_types	270
no_items	2073
CONTAINER_DATA (l,w,h)	404	50	1
ITEMS_DATA:
Type	x	y	z	no_items
1	57	48	1	4
2	54	50	1	12
3	56	48	1	5
4	56	47	1	11
5	60	38	1	10
6	47	47	1	6
7	49	45	1	11
8	57	38	1	11
9	47	46	1	9
10	49	44	1	8
11	50	43	1	13
12	59	35	1	15
13	49	42	1	9
14	57	35	1	11
15	58	34	1	3
16	49	40	1	14
17	57	34	1	5
18	52	37	1	10
19	48	40	1	10
20	54	35	1	7
21	52	36	1	5
22	48	39	1	6
23	56	33	1	6
24	45	40	1	4
25	58	31	1	5
26	47	38	1	8
27	51	35	1	10
28	54	33	1	17
29	48	37	1	1
30	45	38	1	4
31	50	34	1	6
32	47	36	1	2
33	43	39	1	7
34	46	36	1	12
35	52	31	1	6
36	42	38	1	9
37	55	29	1	4
38	51	31	1	5
39	41	38	1	6
40	44	35	1	4
41	48	32	1	9
42	39	39	1	6
43	40	38	1	10
44	46	33	1	6
45	41	37	1	6
46	42	36	1	8
47	54	28	1	9
48	52	29	1	9
49	43	34	1	12
50	39	37	1	8
51	53	27	1	8
52	47	30	1	12
53	44	32	1	4
54	60	23	1	15
55	46	30	1	10
56	51	27	1	7
57	38	36	1	8
58	40	34	1	8
59	41	33	1	6
60	54	25	1	3
61	45	30	1	3
62	48	28	1	6
63	42	32	1	8
64	38	35	1	10
65	49	27	1	4
66	40	33	1	8
67	47	28	1	12
68	57	23	1	9
69	52	25	1	6
70	36	36	1	12
71	37	35	1	7
72	38	34	1	14
73	39	33	1	6
74	49	26	1	7
75	36	35	1	9
76	46	27	1	9
77	40	31	1	2
78	59	21	1	10
79	44	28	1	6
80	35	35	1	7
81	37	33	1	5
82	53	23	1	3
83	42	29	1	8
84	55	22	1	9
85	43	28	1	4
86	52	23	1	9
87	46	26	1	4
88	54	22	1	5
89	47	25	1	7
90	45	26	1	6
91	55	21	1	9
92	42	27	1	4
93	39	29	1	9
94	59	19	1	5
95	37	30	1	11
96	34	32	1	6
97	49	22	1	12
98	37	29	1	7
99	51	21	1	8
100	38	28	1	11
101	39	27	1	4
102	36	29	1	5
103	40	26	1	7
104	37	28	1	11
105	45	23	1	2
106	47	22	1	6
107	38	27	1	5
108	48	21	1	7
109	33	30	1	8
110	38	26	1	13
111	49	20	1	4
112	40	24	1	8
113	33	29	1	7
114	38	25	1	6
115	36	26	1	6
116	55	17	1	6
117	51	18	1	11
118	35	26	1	6
119	43	21	1	14
120	36	25	1	7
121	39	23	1	12
122	32	28	1	10
123	47	19	1	12
124	37	24	1	9
125	42	21	1	4
126	33	26	1	6
127	57	15	1	4
128	34	25	1	9
129	35	24	1	12
130	42	20	1	3
131	31	27	1	9
132	38	22	1	9
133	36	23	1	7
134	33	25	1	8
135	37	22	1	6
136	30	27	1	12
137	35	23	1	7
138	44	18	1	6
139	36	22	1	9
140	49	16	1	5
141	29	27	1	6
142	30	26	1	13
143	37	21	1	12
144	35	22	1	7
145	40	19	1	8
146	33	23	1	6
147	36	21	1	8
148	47	16	1	10
149	50	15	1	9
150	31	24	1	8
151	37	20	1	11
152	41	18	1	7
153	35	21	1	6
154	28	26	1	10
155	45	16	1	4
156	30	24	1	4
157	55	13	1	7
158	31	23	1	8
159	47	15	1	6
160	32	22	1	4
161	28	25	1	8
162	29	24	1	5
163	58	12	1	5
164	29	24	1	6
165	33	21	1	6
166	30	23	1	9
167	43	16	1	3
168	38	18	1	7
169	57	12	1	11
170	31	22	1	10
171	40	17	1	11
172	48	14	1	7
173	29	23	1	9
174	37	18	1	3
175	35	19	1	7
176	51	13	1	9
177	36	18	1	10
178	27	24	1	7
179	36	18	1	7
180	53	12	1	10
181	35	18	1	5
182	42	15	1	9
183	30	21	1	8
184	36	17	1	10
185	29	21	1	6
186	38	16	1	4
187	32	19	1	7
188	40	15	1	7
189	27	22	1	8
190	29	20	1	11
191	48	12	1	5
192	26	22	1	10
193	38	15	1	10
194	30	19	1	5
195	38	15	1	5
196	51	11	1	9
197	40	14	1	9
198	31	18	1	8
199	37	15	1	7
200	24	23	1	6
201	29	19	1	16
202	42	13	1	8
203	41	13	1	2
204	38	14	1	9
205	31	17	1	7
206	25	21	1	7
207	35	15	1	9
208	52	10	1	7
209	34	15	1	9
210	23	22	1	7
211	31	16	1	9
212	26	19	1	6
213	35	14	1	5
214	23	21	1	10
215	24	20	1	7
216	30	16	1	5
217	28	17	1	9
218	25	19	1	9
219	29	16	1	5
220	33	14	1	4
221	23	20	1	8
222	27	17	1	10
223	38	12	1	5
224	41	11	1	6
225	25	18	1	7
226	28	16	1	4
227	34	13	1	5
228	26	17	1	9
229	22	20	1	12
230	23	19	1	9
231	30	14	1	8
232	28	15	1	7
233	34	12	1	5
234	24	17	1	7
235	34	12	1	3
236	27	15	1	7
237	21	19	1	9
238	33	12	1	9
239	23	17	1	3
240	20	19	1	8
241	25	15	1	5
242	23	16	1	4
243	28	13	1	13
244	26	14	1	8
245	19	19	1	10
246	22	16	1	6
247	31	11	1	8
248	34	10	1	10
249	21	16	1	9
250	24	14	1	14
251	28	12	1	7
252	22	15	1	10
253	33	10	1	5
254	25	13	1	14
255	27	12	1	10
256	29	11	1	6
257	31	10	1	8
258	28	11	1	9
259	19	16	1	9
260	21	14	1	7
261	19	15	1	10
262	21	13	1	9
263	17	15	1	5
264	18	13	1	6
265	19	12	1	10
266	17	13	1	15
267	17	12	1	7
268	18	10	1	7
269	14	11	1	4
270	15	10	1	10
