Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	9
Problem-ID	97
no_item_types	50
no_items	1408
CONTAINER_DATA (l,w,h)	432	79	1
ITEMS_DATA:
Type	x	y	z	no_items
1	50	50	1	26
2	59	39	1	27
3	53	36	1	34
4	58	31	1	28
5	51	31	1	30
6	58	26	1	27
7	41	35	1	28
8	41	33	1	37
9	44	30	1	32
10	43	30	1	34
11	47	27	1	29
12	39	32	1	25
13	59	21	1	24
14	42	29	1	28
15	38	32	1	32
16	43	28	1	38
17	35	33	1	24
18	47	23	1	40
19	49	22	1	30
20	40	26	1	32
21	34	29	1	28
22	36	27	1	18
23	30	30	1	30
24	38	23	1	29
25	30	28	1	13
26	40	21	1	33
27	32	26	1	23
28	54	14	1	26
29	39	17	1	18
30	27	24	1	24
31	43	15	1	27
32	38	16	1	43
33	50	12	1	18
34	26	23	1	26
35	35	17	1	28
36	27	22	1	30
37	34	17	1	22
38	27	21	1	31
39	28	20	1	28
40	39	13	1	28
41	28	18	1	37
42	22	22	1	41
43	30	15	1	35
44	25	17	1	31
45	21	19	1	22
46	36	11	1	16
47	37	10	1	21
48	21	16	1	24
49	23	12	1	30
50	18	15	1	23
