Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	11
Problem-ID	140
no_item_types	87
no_items	2219
CONTAINER_DATA (l,w,h)	404	50	1
ITEMS_DATA:
Type	x	y	z	no_items
1	54	49	1	26
2	60	38	1	32
3	49	45	1	17
4	56	39	1	31
5	54	40	1	21
6	56	38	1	27
7	59	35	1	18
8	57	36	1	26
9	51	39	1	32
10	47	37	1	30
11	45	38	1	26
12	54	31	1	33
13	58	27	1	24
14	48	29	1	19
15	38	35	1	27
16	37	34	1	23
17	37	32	1	21
18	43	27	1	37
19	40	29	1	19
20	41	28	1	21
21	38	30	1	24
22	37	30	1	21
23	38	29	1	20
24	35	30	1	32
25	60	17	1	32
26	39	26	1	28
27	37	26	1	22
28	40	24	1	22
29	32	30	1	25
30	41	23	1	33
31	39	24	1	22
32	49	19	1	16
33	30	30	1	26
34	36	25	1	21
35	33	27	1	20
36	31	28	1	23
37	34	25	1	28
38	53	16	1	27
39	47	18	1	29
40	40	21	1	26
41	38	22	1	19
42	59	14	1	33
43	33	25	1	30
44	58	14	1	24
45	36	22	1	20
46	29	27	1	26
47	39	20	1	23
48	32	24	1	26
49	38	20	1	24
50	28	26	1	16
51	44	16	1	26
52	41	17	1	25
53	43	16	1	16
54	49	14	1	24
55	27	25	1	32
56	30	22	1	22
57	35	18	1	24
58	30	21	1	23
59	27	23	1	30
60	47	13	1	28
61	40	15	1	23
62	31	19	1	25
63	45	12	1	19
64	25	21	1	39
65	26	20	1	31
66	30	17	1	29
67	31	16	1	26
68	33	15	1	18
69	32	15	1	32
70	29	16	1	26
71	35	13	1	22
72	23	19	1	30
73	22	18	1	26
74	23	17	1	25
75	32	12	1	29
76	20	19	1	30
77	23	16	1	32
78	24	15	1	22
79	34	10	1	20
80	30	11	1	25
81	23	13	1	30
82	29	10	1	26
83	18	15	1	22
84	19	14	1	35
85	22	10	1	33
86	21	10	1	21
87	16	12	1	25
