Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	8
Problem-ID	21
no_item_types	78
no_items	1332
CONTAINER_DATA (l,w,h)	587	233	1
ITEMS_DATA:
Type	x	y	z	no_items
1	52	49	1	17
2	51	39	1	20
3	47	42	1	15
4	51	38	1	13
5	55	35	1	10
6	43	42	1	17
7	50	36	1	24
8	47	38	1	24
9	49	36	1	10
10	59	29	1	16
11	47	35	1	17
12	42	39	1	18
13	45	35	1	8
14	54	29	1	28
15	47	33	1	15
16	42	36	1	12
17	59	25	1	13
18	42	35	1	15
19	47	30	1	17
20	55	24	1	13
21	47	27	1	20
22	46	27	1	23
23	42	29	1	23
24	45	27	1	20
25	55	21	1	25
26	34	33	1	17
27	40	27	1	15
28	37	29	1	22
29	46	22	1	14
30	56	18	1	16
31	36	28	1	18
32	35	26	1	17
33	43	21	1	20
34	45	20	1	14
35	50	17	1	25
36	30	28	1	17
37	40	21	1	18
38	44	19	1	17
39	36	23	1	20
40	41	20	1	16
41	37	22	1	17
42	49	16	1	18
43	34	23	1	25
44	60	13	1	17
45	54	14	1	17
46	29	26	1	17
47	50	15	1	19
48	30	25	1	16
49	34	22	1	16
50	46	16	1	12
51	38	19	1	10
52	36	20	1	22
53	47	15	1	11
54	27	26	1	19
55	33	21	1	10
56	38	18	1	15
57	37	18	1	17
58	39	17	1	19
59	40	16	1	12
60	35	18	1	21
61	37	17	1	19
62	26	22	1	22
63	38	15	1	14
64	27	21	1	12
65	32	17	1	12
66	40	13	1	24
67	32	16	1	9
68	30	17	1	25
69	26	18	1	14
70	28	16	1	15
71	28	15	1	23
72	22	17	1	13
73	24	15	1	19
74	23	15	1	16
75	21	16	1	21
76	18	15	1	13
77	24	10	1	19
78	16	15	1	13
