Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	9
Problem-ID	87
no_item_types	38
no_items	1414
CONTAINER_DATA (l,w,h)	432	79	1
ITEMS_DATA:
Type	x	y	z	no_items
1	59	39	1	33
2	53	36	1	31
3	50	38	1	33
4	46	38	1	43
5	57	29	1	47
6	47	33	1	26
7	58	26	1	27
8	42	35	1	35
9	45	30	1	48
10	49	27	1	36
11	40	33	1	30
12	39	32	1	34
13	59	21	1	44
14	37	28	1	32
15	36	27	1	37
16	31	29	1	41
17	32	27	1	42
18	30	28	1	47
19	40	21	1	34
20	32	26	1	33
21	30	27	1	38
22	31	23	1	40
23	43	15	1	35
24	47	13	1	34
25	29	21	1	46
26	43	14	1	43
27	35	17	1	36
28	54	11	1	39
29	27	22	1	35
30	33	18	1	36
31	38	15	1	31
32	23	22	1	38
33	28	18	1	41
34	30	15	1	34
35	21	21	1	44
36	23	18	1	37
37	19	17	1	36
38	13	12	1	38
