Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	8
Problem-ID	45
no_item_types	114
no_items	1273
CONTAINER_DATA (l,w,h)	587	233	1
ITEMS_DATA:
Type	x	y	z	no_items
1	58	44	1	11
2	51	50	1	12
3	57	40	1	10
4	54	40	1	12
5	54	38	1	6
6	52	38	1	12
7	47	39	1	13
8	50	36	1	12
9	44	38	1	8
10	50	33	1	11
11	44	37	1	7
12	56	29	1	15
13	59	27	1	10
14	53	30	1	16
15	54	29	1	11
16	48	32	1	9
17	39	39	1	11
18	49	31	1	10
19	45	33	1	10
20	52	28	1	13
21	38	38	1	8
22	39	37	1	7
23	41	35	1	12
24	55	26	1	17
25	43	33	1	16
26	44	32	1	14
27	38	37	1	12
28	50	28	1	12
29	40	34	1	9
30	48	28	1	16
31	40	33	1	11
32	36	36	1	15
33	49	26	1	10
34	53	24	1	13
35	60	21	1	12
36	38	33	1	17
37	40	31	1	20
38	39	31	1	11
39	35	34	1	11
40	34	33	1	10
41	59	19	1	14
42	40	28	1	7
43	47	23	1	9
44	54	20	1	5
45	37	29	1	11
46	39	27	1	11
47	37	28	1	8
48	38	27	1	9
49	34	30	1	12
50	37	27	1	9
51	45	22	1	13
52	42	23	1	18
53	53	18	1	15
54	50	19	1	6
55	45	21	1	13
56	33	28	1	12
57	34	27	1	10
58	43	21	1	13
59	32	28	1	7
60	47	19	1	12
61	37	24	1	13
62	30	29	1	8
63	48	18	1	12
64	47	18	1	15
65	35	24	1	11
66	31	27	1	11
67	38	22	1	7
68	39	21	1	10
69	47	17	1	8
70	38	21	1	16
71	33	24	1	11
72	36	22	1	11
73	44	18	1	8
74	43	18	1	11
75	38	20	1	11
76	39	19	1	7
77	33	22	1	11
78	38	19	1	6
79	45	16	1	11
80	51	14	1	16
81	31	23	1	11
82	37	19	1	17
83	29	24	1	11
84	30	23	1	10
85	57	12	1	8
86	34	20	1	13
87	32	21	1	11
88	37	18	1	11
89	53	12	1	9
90	43	14	1	8
91	58	10	1	13
92	52	11	1	6
93	33	17	1	12
94	56	10	1	6
95	46	12	1	11
96	34	16	1	15
97	30	16	1	12
98	26	18	1	7
99	46	10	1	10
100	26	17	1	17
101	40	11	1	8
102	42	10	1	10
103	29	14	1	10
104	31	13	1	7
105	22	18	1	11
106	19	19	1	16
107	24	15	1	10
108	22	15	1	5
109	23	13	1	16
110	22	13	1	14
111	19	14	1	14
112	18	13	1	12
113	17	12	1	4
114	18	10	1	18
