Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	1
Problem-ID	109
no_item_types	60
no_items	1003
CONTAINER_DATA (l,w,h)	587	233	220
ITEMS_DATA:
Type	x	y	z	no_items
1	118	88	76	19
2	93	91	80	15
3	96	80	80	15
4	114	75	69	17
5	100	88	62	12
6	91	83	72	22
7	110	94	44	15
8	93	74	64	17
9	82	80	67	18
10	105	79	52	11
11	94	77	56	21
12	78	76	68	11
13	90	70	63	12
14	91	67	64	17
15	98	67	59	11
16	112	75	45	17
17	94	67	58	15
18	100	87	41	18
19	100	64	52	12
20	80	76	54	12
21	113	73	38	10
22	94	85	39	10
23	94	61	54	26
24	104	62	48	17
25	78	72	54	16
26	111	67	39	23
27	118	58	42	19
28	93	70	43	17
29	97	82	35	15
30	92	66	44	20
31	99	57	47	19
32	96	92	30	16
33	100	53	47	19
34	67	66	54	10
35	77	69	41	16
36	102	45	45	20
37	94	62	35	20
38	83	78	31	23
39	84	78	28	20
40	83	50	44	15
41	99	46	39	11
42	84	61	33	10
43	107	40	39	17
44	97	44	39	18
45	69	50	45	18
46	57	55	48	14
47	70	57	37	22
48	73	48	42	14
49	63	49	46	16
50	72	53	37	17
51	72	57	31	16
52	92	44	29	16
53	91	44	28	27
54	66	54	31	22
55	89	43	27	15
56	54	41	33	25
57	52	52	25	24
58	76	33	26	18
59	50	32	32	12
60	55	31	27	13
