Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	3
Problem-ID	106
no_item_types	60
no_items	1595
CONTAINER_DATA (l,w,h)	485	131	118
ITEMS_DATA:
Type	x	y	z	no_items
1	100	74	58	31
2	94	88	50	20
3	114	80	44	25
4	79	79	58	29
5	115	81	36	28
6	86	84	45	32
7	73	72	59	30
8	110	74	38	33
9	89	64	52	24
10	91	71	42	25
11	72	67	56	26
12	89	67	45	25
13	105	88	29	20
14	83	61	51	14
15	108	52	45	27
16	115	75	29	28
17	68	61	60	23
18	78	73	40	21
19	71	61	52	23
20	77	77	36	23
21	81	56	46	40
22	89	78	30	34
23	82	66	38	33
24	75	75	36	22
25	69	63	46	29
26	94	59	36	25
27	119	47	35	21
28	61	57	56	28
29	86	68	33	27
30	74	53	43	34
31	65	51	50	29
32	86	53	33	30
33	93	62	26	20
34	82	50	35	28
35	81	55	32	32
36	70	54	37	23
37	84	47	35	27
38	79	62	28	29
39	115	52	22	26
40	84	60	25	28
41	84	41	36	23
42	81	45	34	22
43	64	63	30	24
44	89	57	23	20
45	71	48	32	24
46	62	58	30	24
47	78	63	20	28
48	86	36	31	34
49	78	60	20	40
50	70	37	33	22
51	68	44	27	25
52	85	39	24	26
53	84	39	22	30
54	59	52	22	22
55	44	39	39	27
56	51	44	29	25
57	44	36	35	29
58	52	33	30	28
59	76	26	26	25
60	42	33	21	25
