Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	8
Problem-ID	5
no_item_types	30
no_items	1350
CONTAINER_DATA (l,w,h)	587	233	1
ITEMS_DATA:
Type	x	y	z	no_items
1	54	39	1	55
2	52	38	1	41
3	46	39	1	50
4	59	27	1	46
5	41	35	1	40
6	38	37	1	41
7	40	34	1	38
8	48	28	1	50
9	43	29	1	55
10	59	18	1	57
11	37	27	1	44
12	39	24	1	44
13	47	19	1	40
14	33	24	1	41
15	43	18	1	48
16	31	23	1	36
17	60	11	1	45
18	43	14	1	40
19	27	22	1	49
20	24	24	1	52
21	38	15	1	43
22	29	19	1	39
23	28	17	1	42
24	47	10	1	42
25	33	13	1	46
26	27	15	1	43
27	33	12	1	39
28	35	11	1	42
29	22	15	1	54
30	20	16	1	48
