Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	7
Problem-ID	133
no_item_types	83
no_items	1322
CONTAINER_DATA (l,w,h)	587	233	1
ITEMS_DATA:
Type	x	y	z	no_items
1	59	48	1	20
2	60	34	1	20
3	47	42	1	16
4	52	37	1	18
5	56	33	1	14
6	48	38	1	19
7	46	39	1	26
8	43	41	1	12
9	46	37	1	13
10	43	39	1	15
11	49	33	1	10
12	53	30	1	22
13	51	31	1	10
14	49	32	1	16
15	56	28	1	14
16	45	34	1	14
17	48	31	1	13
18	41	34	1	17
19	47	29	1	23
20	38	35	1	11
21	37	34	1	18
22	40	30	1	18
23	59	20	1	18
24	45	26	1	27
25	50	23	1	13
26	36	31	1	11
27	58	19	1	19
28	34	32	1	17
29	35	30	1	16
30	36	29	1	12
31	37	27	1	15
32	51	19	1	8
33	59	16	1	15
34	41	23	1	21
35	39	24	1	17
36	37	24	1	13
37	49	18	1	18
38	38	23	1	22
39	50	17	1	14
40	53	16	1	17
41	35	24	1	14
42	46	18	1	16
43	55	15	1	15
44	31	26	1	15
45	35	23	1	8
46	42	18	1	14
47	50	15	1	19
48	32	23	1	16
49	29	25	1	18
50	30	24	1	18
51	48	15	1	14
52	47	15	1	20
53	37	19	1	16
54	33	21	1	9
55	49	14	1	15
56	40	17	1	16
57	43	15	1	29
58	30	21	1	18
59	33	19	1	15
60	48	13	1	20
61	35	17	1	16
62	41	14	1	16
63	33	17	1	13
64	35	16	1	11
65	28	20	1	16
66	25	22	1	21
67	25	21	1	16
68	28	18	1	16
69	25	20	1	14
70	35	14	1	14
71	30	16	1	10
72	34	14	1	18
73	26	18	1	16
74	33	14	1	20
75	27	17	1	13
76	29	15	1	8
77	25	17	1	14
78	23	18	1	16
79	25	16	1	15
80	36	11	1	14
81	24	15	1	16
82	27	12	1	21
83	19	15	1	11
