Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	1
Problem-ID	133
no_item_types	90
no_items	1197
CONTAINER_DATA (l,w,h)	587	233	220
ITEMS_DATA:
Type	x	y	z	no_items
1	119	97	72	11
2	104	95	74	21
3	99	93	79	18
4	96	91	76	13
5	120	69	68	13
6	96	81	60	9
7	94	83	59	11
8	90	74	69	20
9	87	78	67	11
10	93	74	66	9
11	95	74	55	12
12	103	63	58	12
13	97	79	49	18
14	87	70	61	12
15	106	61	56	14
16	99	98	37	8
17	91	78	49	12
18	97	63	56	11
19	105	85	37	13
20	100	62	53	20
21	74	69	64	18
22	95	85	40	7
23	74	73	59	11
24	90	66	53	13
25	102	78	39	16
26	71	68	64	17
27	73	66	62	8
28	87	82	41	13
29	81	75	48	8
30	113	56	46	21
31	117	65	38	22
32	118	61	40	16
33	83	69	47	12
34	110	76	31	15
35	118	67	32	12
36	112	66	34	12
37	111	75	30	12
38	103	51	44	12
39	77	62	47	16
40	99	66	34	13
41	85	67	39	18
42	92	66	36	16
43	97	81	27	7
44	85	66	37	14
45	83	71	34	13
46	108	59	31	12
47	100	56	35	15
48	71	60	46	13
49	113	51	34	4
50	97	67	30	16
51	113	46	36	13
52	70	54	49	19
53	91	50	40	15
54	83	47	45	12
55	75	57	41	14
56	85	57	36	18
57	100	47	36	11
58	98	73	23	15
59	74	57	39	18
60	58	53	51	11
61	99	64	24	14
62	71	61	35	15
63	80	54	35	11
64	92	51	32	13
65	76	70	27	16
66	67	63	34	12
67	106	40	33	15
68	80	51	34	8
69	66	50	42	14
70	68	61	33	8
71	86	51	31	12
72	99	54	25	8
73	64	46	45	12
74	90	49	30	14
75	70	65	28	13
76	94	43	31	14
77	82	54	28	13
78	71	49	32	16
79	70	41	33	14
80	93	36	28	14
81	52	49	36	4
82	61	48	30	20
83	98	29	29	17
84	101	30	26	14
85	67	43	26	9
86	68	35	28	12
87	66	34	28	19
88	48	36	31	12
89	61	43	20	9
90	39	32	31	9
