Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	6
Problem-ID	111
no_item_types	699
no_items	1848
CONTAINER_DATA (l,w,h)	459	105	93
ITEMS_DATA:
Type	x	y	z	no_items
1	120	99	73	5
2	119	97	72	1
3	120	91	76	4
4	119	84	80	4
5	118	88	76	4
6	101	100	77	1
7	104	99	74	2
8	114	88	75	1
9	111	97	68	2
10	104	95	74	1
11	104	91	76	4
12	119	91	64	3
13	98	94	75	2
14	118	77	76	1
15	109	80	78	3
16	93	91	80	1
17	109	82	75	2
18	97	94	73	1
19	103	80	79	2
20	100	91	70	3
21	119	75	71	3
22	114	75	73	2
23	108	97	59	4
24	96	80	80	2
25	116	84	63	4
26	116	97	53	3
27	95	82	76	5
28	114	75	69	4
29	116	77	66	1
30	112	77	68	3
31	102	96	59	4
32	100	80	72	3
33	106	76	71	4
34	120	69	68	2
35	108	99	52	3
36	100	88	62	2
37	110	75	66	4
38	91	83	72	4
39	99	76	72	3
40	98	96	56	2
41	99	90	59	4
42	85	84	72	3
43	103	74	67	2
44	94	82	66	1
45	84	80	75	3
46	103	76	64	1
47	104	74	65	2
48	93	77	67	3
49	95	80	63	3
50	107	72	62	3
51	118	79	51	4
52	96	85	58	1
53	96	82	59	4
54	115	68	59	3
55	90	74	69	4
56	85	75	72	2
57	93	77	64	2
58	110	94	44	4
59	87	78	67	2
60	93	74	66	3
61	81	80	70	4
62	90	85	59	5
63	92	75	65	6
64	93	73	66	2
65	89	81	62	2
66	96	95	49	2
67	91	71	69	1
68	103	73	59	3
69	120	77	48	1
70	90	86	57	3
71	93	74	64	3
72	82	80	67	3
73	113	72	54	2
74	95	76	60	2
75	93	86	54	2
76	105	79	52	6
77	83	75	69	2
78	100	74	58	2
79	98	78	56	3
80	106	66	61	2
81	113	98	38	2
82	83	71	71	1
83	94	88	50	3
84	95	70	62	2
85	92	81	55	2
86	117	61	57	4
87	94	92	47	4
88	94	77	56	4
89	98	88	47	4
90	78	76	68	2
91	97	67	62	2
92	119	94	36	1
93	114	80	44	3
94	82	75	65	1
95	94	85	50	5
96	113	62	57	2
97	76	74	71	6
98	114	66	53	5
99	90	70	63	4
100	93	79	54	4
101	99	86	46	3
102	107	64	57	2
103	91	67	64	1
104	102	78	49	2
105	98	67	59	2
106	95	74	55	1
107	78	77	64	2
108	103	63	59	1
109	84	69	66	3
110	79	71	68	4
111	83	80	57	2
112	112	75	45	2
113	103	63	58	1
