Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	4
Problem-ID	29
no_item_types	80
no_items	1199
CONTAINER_DATA (l,w,h)	485	131	118
ITEMS_DATA:
Type	x	y	z	no_items
1	109	92	78	13
2	110	90	66	16
3	105	81	74	11
4	97	82	78	16
5	120	74	67	16
6	118	82	57	11
7	109	73	65	11
8	98	73	64	11
9	87	81	63	17
10	80	78	71	20
11	95	79	57	13
12	94	70	64	14
13	110	75	50	17
14	95	92	46	8
15	113	79	45	20
16	104	91	41	18
17	97	70	57	14
18	103	62	59	13
19	114	77	42	14
20	110	60	55	15
21	80	72	62	17
22	102	67	47	11
23	74	66	61	18
24	119	87	28	12
25	100	72	40	9
26	108	98	27	16
27	80	75	47	14
28	92	80	38	18
29	84	69	48	20
30	76	73	50	10
31	83	71	46	18
32	108	67	37	18
33	114	52	45	21
34	84	67	47	17
35	76	63	54	17
36	113	78	28	20
37	85	59	49	17
38	100	60	40	10
39	71	65	52	14
40	70	60	49	11
41	91	56	40	10
42	89	67	34	18
43	103	60	32	11
44	77	54	46	12
45	84	58	38	13
46	90	81	24	15
47	84	52	38	17
48	65	51	50	26
49	90	80	23	16
50	77	56	37	14
51	63	53	47	10
52	91	52	33	18
53	65	60	40	15
54	109	43	33	18
55	71	57	38	12
56	90	49	33	9
57	74	62	30	11
58	120	35	32	13
59	93	67	20	15
60	61	56	36	16
61	72	55	31	16
62	75	70	23	15
63	76	72	22	21
64	89	54	25	21
65	89	46	28	28
66	119	34	28	14
67	58	54	35	14
68	81	41	31	10
69	78	45	27	21
70	61	42	34	20
71	69	43	28	15
72	87	33	28	7
73	71	53	20	12
74	64	33	32	12
75	58	43	26	18
76	72	31	29	15
77	43	39	32	23
78	71	35	21	8
79	55	37	22	14
80	40	35	31	10
