Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	6
Problem-ID	126
no_item_types	800
no_items	1994
CONTAINER_DATA (l,w,h)	459	105	93
ITEMS_DATA:
Type	x	y	z	no_items
1	118	94	76	4
2	107	95	80	1
3	114	97	71	2
4	113	87	79	2
5	112	97	68	5
6	120	78	76	2
7	115	88	70	3
8	114	87	71	3
9	104	94	72	3
10	119	93	63	2
11	115	94	64	3
12	106	99	65	2
13	112	79	76	3
14	114	94	61	2
15	105	80	77	4
16	93	89	78	1
17	114	84	67	4
18	106	84	72	1
19	108	80	74	2
20	113	87	65	4
21	101	92	67	5
22	110	91	62	2
23	91	85	80	2
24	100	85	71	4
25	100	80	75	3
26	97	79	78	4
27	104	99	58	2
28	99	78	77	2
29	99	82	73	3
30	98	86	70	3
31	93	86	73	3
32	110	85	62	1
33	109	85	62	2
34	95	80	75	2
35	115	81	61	1
36	97	88	66	5
37	119	80	59	2
38	110	100	51	2
39	103	80	68	2
40	114	71	69	2
41	109	100	51	2
42	100	78	70	3
43	112	77	63	3
44	115	72	65	5
45	86	85	72	2
46	112	72	64	4
47	81	80	79	5
48	98	80	65	2
49	83	78	78	3
50	99	85	60	1
51	83	80	76	4
52	92	88	62	7
53	82	80	76	3
54	83	79	76	2
55	106	70	67	2
56	100	77	64	4
57	95	74	69	2
58	85	76	75	1
59	81	80	74	3
60	86	76	73	1
61	117	65	62	4
62	108	70	62	2
63	111	68	62	3
64	113	81	51	1
65	81	80	72	2
66	98	77	61	3
67	92	77	64	1
68	85	83	63	2
69	102	87	50	3
70	109	78	52	2
71	91	88	55	3
72	100	82	53	1
73	89	75	65	4
74	85	81	63	1
75	89	76	64	2
76	109	94	42	3
77	91	76	62	2
78	112	72	53	3
79	98	66	66	1
80	101	68	62	3
81	94	73	62	3
82	88	83	58	4
83	108	100	39	2
84	105	80	50	1
85	81	78	66	5
86	99	75	56	2
87	98	94	45	2
88	85	84	58	2
89	119	77	45	4
90	117	78	45	2
91	88	79	59	1
92	94	76	57	4
93	101	66	61	4
94	104	75	52	2
95	100	66	61	1
96	107	78	48	1
97	86	75	62	3
98	96	83	50	6
99	103	64	60	6
100	85	76	61	2
101	98	82	49	2
102	95	74	56	5
103	112	76	46	1
104	107	69	53	1
105	105	81	46	2
106	77	77	65	4
107	93	76	54	2
108	108	62	57	1
109	85	69	65	3
110	88	71	61	2
111	90	66	64	1
112	94	67	60	2
113	102	67	55	1
114	89	74	57	6
115	94	90	44	3
116	120	70	44	3
117	78	74	64	4
118	118	89	35	2
119	87	67	63	4
120	119	58	53	2
121	98	68	54	3
122	98	77	47	6
123	109	66	49	3
124	95	74	50	3
125	112	95	33	2
126	98	70	51	2
127	90	79	49	2
128	107	57	57	3
129	78	73	61	2
130	97	73	49	3
131	91	69	55	1
132	100	75	46	4
133	79	79	55	5
134	87	82	48	4
135	79	76	57	2
136	79	67	64	3
137	119	63	45	1
138	89	66	57	2
139	99	70	48	1
140	93	89	40	4
141	95	59	59	1
142	92	69	52	3
143	111	57	52	3
144	80	79	52	2
145	76	72	60	3
146	91	80	45	3
147	96	74	46	4
148	78	72	58	2
149	95	61	56	1
150	94	69	50	1
151	108	79	38	1
152	83	78	50	2
153	77	75	56	3
154	92	65	54	2
155	101	57	56	2
156	115	87	32	1
157	86	79	47	1
158	95	71	47	6
159	76	67	62	2
160	77	66	62	3
161	86	73	50	2
162	109	65	44	1
163	114	78	35	3
164	120	54	48	2
165	90	84	41	3
166	83	62	60	3
167	82	80	47	2
168	91	77	44	3
169	108	77	37	2
170	92	88	38	4
171	100	73	42	3
172	84	64	57	2
173	90	79	43	2
174	93	73	45	3
175	96	69	46	6
176	78	64	61	3
177	116	57	46	1
178	104	94	31	1
179	87	59	59	3
180	102	69	43	3
181	100	56	54	3
182	89	64	53	3
183	107	74	38	2
184	69	68	64	3
185	107	55	51	1
186	77	72	54	4
187	94	74	43	1
188	81	80	46	2
189	109	91	30	2
190	84	68	52	3
191	100	69	43	3
192	101	91	32	3
193	106	63	44	2
194	94	65	48	3
195	93	70	45	3
196	78	67	56	2
197	77	76	50	5
198	84	61	57	2
199	86	64	53	3
200	111	73	36	2
201	107	66	41	2
202	89	61	53	1
203	115	78	32	2
204	72	64	62	3
205	88	59	55	2
206	113	56	45	1
207	106	79	34	3
208	95	81	37	2
209	83	62	55	3
210	97	78	37	1
211	89	85	37	3
212	92	69	44	2
213	116	60	40	2
214	76	73	50	2
215	119	63	37	2
216	71	66	59	1
217	89	62	50	4
218	108	69	37	4
219	74	73	51	1
220	78	63	56	1
221	94	55	53	4
222	106	76	34	6
223	116	67	35	4
224	77	72	49	2
225	74	63	58	1
226	79	59	58	2
227	85	75	42	5
228	115	70	33	1
229	114	83	28	3
230	119	79	28	2
231	100	94	28	2
232	111	79	30	3
233	74	71	50	1
234	95	61	45	1
235	80	65	50	3
236	90	82	35	3
237	100	86	30	2
238	73	72	49	2
239	77	68	49	2
240	101	59	43	4
241	105	64	38	3
242	84	62	49	3
243	77	58	57	1
244	109	63	37	4
245	75	72	47	3
246	97	67	39	2
247	73	65	53	1
248	87	67	43	2
249	88	58	49	4
250	100	64	39	4
251	86	63	46	1
252	84	80	37	2
253	97	61	42	2
254	115	90	24	1
255	85	73	40	3
256	77	67	48	2
257	90	55	50	3
258	76	58	56	1
259	91	60	45	3
260	107	56	41	6
261	114	50	43	3
262	102	75	32	2
263	73	62	54	4
264	100	61	40	1
265	96	77	33	1
266	99	56	44	4
267	77	72	44	1
268	99	91	27	1
269	79	59	52	3
270	80	72	42	2
271	95	67	38	3
272	82	64	46	1
273	99	76	32	2
274	82	68	43	1
275	117	51	40	1
276	85	68	41	4
277	97	74	33	1
278	68	61	57	2
279	90	61	43	4
280	84	78	36	2
281	73	63	51	2
282	88	72	37	3
283	93	70	36	2
284	103	65	35	3
285	80	61	48	2
286	78	73	41	3
287	84	75	37	2
288	84	84	33	2
289	90	63	41	2
290	77	67	45	4
291	93	78	32	2
292	89	79	33	5
293	116	54	37	2
294	89	54	48	4
295	82	72	39	4
296	85	71	38	2
297	65	64	55	2
298	94	54	45	4
299	68	63	53	3
300	82	54	51	2
301	66	60	57	1
302	98	56	41	3
303	80	78	36	1
304	84	53	50	3
305	96	61	38	3
306	92	62	39	4
307	108	49	42	1
308	115	47	41	1
309	101	56	39	4
310	70	70	45	1
311	116	86	22	1
312	63	59	59	2
313	99	79	28	1
314	110	62	32	2
315	82	76	35	2
316	87	54	46	4
317	93	54	43	5
318	83	51	51	2
319	111	67	29	2
320	96	72	31	4
321	103	63	33	3
322	64	63	53	1
323	110	69	28	4
324	69	57	54	2
325	80	68	39	2
326	120	63	28	3
327	120	84	21	6
328	87	64	38	2
329	119	61	29	2
330	95	65	34	3
331	76	60	46	1
332	105	71	28	3
333	72	69	42	2
334	76	61	45	3
335	107	77	25	3
336	99	52	40	4
337	83	62	40	3
338	71	63	46	4
339	82	76	33	2
340	81	54	47	2
341	68	67	45	2
342	79	72	36	3
343	80	62	41	3
344	81	57	44	2
345	90	55	41	5
346	66	59	52	2
347	75	71	38	3
348	107	59	32	1
349	115	70	25	3
350	118	55	31	1
