Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	12
Problem-ID	150
no_item_types	736
no_items	2074
CONTAINER_DATA (l,w,h)	404	50	1
ITEMS_DATA:
Type	x	y	z	no_items
1	59	49	1	2
2	60	46	1	1
3	57	48	1	3
4	58	47	1	4
5	60	45	1	3
6	57	47	1	5
7	55	48	1	4
8	59	44	1	1
9	55	47	1	5
10	57	45	1	3
11	53	48	1	2
12	55	46	1	4
13	56	45	1	2
14	58	43	1	3
15	56	44	1	6
16	50	48	1	3
17	51	47	1	1
18	50	47	1	4
19	60	38	1	2
20	58	39	1	2
21	49	46	1	2
22	50	45	1	2
23	53	42	1	2
24	57	39	1	2
25	54	41	1	7
26	49	45	1	2
27	48	45	1	1
28	51	42	1	1
29	56	38	1	2
30	53	40	1	2
31	47	45	1	2
32	57	37	1	5
33	49	43	1	2
34	52	40	1	3
35	56	37	1	4
36	46	45	1	4
37	53	39	1	2
38	59	35	1	4
39	60	34	1	2
40	45	45	1	2
41	53	38	1	3
42	50	40	1	3
43	54	37	1	3
44	57	35	1	3
45	60	33	1	1
46	45	44	1	1
47	48	41	1	2
48	53	37	1	2
49	54	36	1	2
50	45	43	1	4
51	47	41	1	2
52	48	40	1	5
53	60	32	1	5
54	48	40	1	3
55	49	39	1	4
56	53	36	1	2
57	59	32	1	1
58	46	41	1	5
59	57	33	1	3
60	48	39	1	1
61	52	36	1	1
62	58	32	1	3
63	43	43	1	3
64	44	42	1	3
65	56	33	1	1
66	46	40	1	4
67	59	31	1	4
68	52	35	1	5
69	55	33	1	1
70	43	42	1	3
71	58	31	1	2
72	46	39	1	1
73	51	35	1	1
74	54	33	1	4
75	48	37	1	3
76	49	36	1	4
77	43	41	1	1
78	46	38	1	3
79	47	37	1	2
80	56	31	1	2
81	48	36	1	1
82	43	40	1	2
83	52	33	1	4
84	44	39	1	5
85	50	34	1	2
86	47	36	1	4
87	42	40	1	3
88	43	39	1	4
89	44	38	1	5
90	49	34	1	1
91	45	37	1	3
92	57	29	1	3
93	55	30	1	5
94	47	35	1	2
95	53	31	1	3
96	43	38	1	2
97	48	34	1	1
98	45	36	1	2
99	54	30	1	5
100	45	36	1	1
101	41	39	1	1
102	42	38	1	4
