Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	3
Problem-ID	143
no_item_types	100
no_items	1245
CONTAINER_DATA (l,w,h)	485	131	118
ITEMS_DATA:
Type	x	y	z	no_items
1	119	97	72	8
2	104	95	74	10
3	99	93	79	15
4	96	91	76	7
5	120	69	68	14
6	96	81	60	13
7	94	83	59	14
8	90	74	69	9
9	87	78	67	11
10	93	74	66	14
11	95	74	55	10
12	103	63	58	9
13	97	79	49	16
14	87	70	61	13
15	106	61	56	11
16	109	72	46	18
17	99	98	37	22
18	91	78	49	15
19	97	63	56	17
20	105	85	37	11
21	100	62	53	19
22	74	69	64	11
23	95	85	40	16
24	74	73	59	12
25	90	66	53	9
26	102	78	39	18
27	71	68	64	9
28	73	66	62	15
29	87	82	41	10
30	81	75	48	14
31	113	56	46	13
32	117	65	38	12
33	118	61	40	12
34	83	69	47	14
35	117	54	42	13
36	110	76	31	15
37	118	67	32	19
38	112	66	34	9
39	111	75	30	14
40	103	51	44	18
41	64	62	57	10
42	77	62	47	10
43	96	75	31	11
44	99	66	34	11
45	85	67	39	25
46	92	66	36	14
47	97	81	27	12
48	85	66	37	9
49	84	56	43	18
50	83	59	41	10
51	83	71	34	10
52	108	59	31	11
53	100	56	35	16
54	71	60	46	8
55	113	51	34	18
56	97	67	30	10
57	113	46	36	9
58	70	54	49	11
59	91	50	40	10
60	83	47	45	10
61	75	57	41	14
62	85	57	36	13
63	100	47	36	14
64	98	73	23	13
65	74	57	39	11
66	58	53	51	6
67	99	64	24	9
68	71	61	35	10
69	80	54	35	10
70	92	51	32	12
71	76	70	27	13
72	67	63	34	8
73	106	40	33	5
74	80	51	34	13
75	66	50	42	13
76	68	61	33	10
77	86	51	31	13
78	99	54	25	15
79	64	46	45	14
80	90	49	30	17
81	70	65	28	5
82	94	43	31	12
83	82	54	28	12
84	63	49	38	7
85	71	49	32	18
86	64	51	34	15
87	70	41	33	14
88	93	36	28	8
89	52	49	36	12
90	61	48	30	15
91	120	36	20	4
92	98	29	29	16
93	101	30	26	12
94	67	43	26	13
95	68	35	28	17
96	66	34	28	10
97	71	40	20	14
98	48	36	31	12
99	61	43	20	12
100	39	32	31	12
