Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	10
Problem-ID	8
no_item_types	29
no_items	1358
CONTAINER_DATA (l,w,h)	432	79	1
ITEMS_DATA:
Type	x	y	z	no_items
1	48	47	1	42
2	50	40	1	54
3	53	35	1	49
4	52	34	1	54
5	50	33	1	47
6	49	31	1	46
7	39	36	1	46
8	39	34	1	53
9	48	25	1	41
10	39	29	1	48
11	43	24	1	47
12	55	18	1	51
13	36	25	1	41
14	39	23	1	53
15	30	29	1	37
16	58	15	1	43
17	51	16	1	34
18	34	22	1	51
19	44	16	1	51
20	49	14	1	33
21	47	14	1	43
22	36	18	1	46
23	38	15	1	48
24	24	23	1	40
25	30	17	1	51
26	39	12	1	52
27	26	15	1	44
28	26	10	1	51
29	18	12	1	62
