Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	10
Problem-ID	137
no_item_types	640
no_items	1379
CONTAINER_DATA (l,w,h)	432	79	1
ITEMS_DATA:
Type	x	y	z	no_items
1	60	49	1	2
2	59	49	1	2
3	56	46	1	1
4	51	50	1	4
5	60	42	1	2
6	58	43	1	2
7	56	44	1	2
8	60	41	1	2
9	51	48	1	2
10	49	49	1	4
11	57	42	1	1
12	52	46	1	2
13	59	40	1	2
14	49	48	1	2
15	49	47	1	2
16	51	45	1	1
17	52	44	1	1
18	50	45	1	2
19	51	44	1	2
20	56	40	1	1
21	60	37	1	2
22	49	45	1	2
23	52	42	1	2
24	60	36	1	1
25	48	45	1	2
26	55	39	1	4
27	49	43	1	3
28	56	37	1	2
29	53	39	1	1
30	49	42	1	2
31	55	37	1	5
32	58	35	1	4
33	52	39	1	1
34	53	38	1	2
35	59	34	1	4
36	54	37	1	3
37	46	43	1	3
38	52	38	1	3
39	47	42	1	4
40	49	40	1	1
41	54	36	1	2
42	57	34	1	2
43	51	38	1	1
44	45	43	1	3
45	55	35	1	2
46	60	32	1	1
47	59	32	1	3
48	57	33	1	4
49	48	39	1	4
50	55	34	1	2
51	49	38	1	3
52	53	35	1	2
53	54	34	1	3
54	47	39	1	2
55	59	31	1	1
56	48	38	1	2
57	43	42	1	3
58	44	41	1	5
59	53	34	1	3
60	60	30	1	2
61	47	38	1	2
62	51	35	1	2
63	54	33	1	1
64	44	40	1	1
65	55	32	1	3
66	44	40	1	1
67	45	39	1	3
68	50	35	1	1
69	46	38	1	3
70	58	30	1	2
71	51	34	1	1
72	43	40	1	1
73	49	35	1	1
74	53	32	1	2
75	43	39	1	3
76	54	31	1	1
77	52	32	1	2
78	46	36	1	2
79	47	35	1	2
80	42	39	1	2
81	48	34	1	1
82	51	32	1	1
83	58	28	1	2
84	56	29	1	3
85	49	33	1	1
86	46	35	1	1
87	40	40	1	2
88	41	39	1	1
89	47	34	1	4
90	43	37	1	2
91	48	33	1	1
92	45	35	1	3
93	56	28	1	2
94	58	27	1	2
95	46	34	1	6
96	40	39	1	3
97	52	30	1	1
98	41	38	1	1
99	42	37	1	1
100	47	33	1	3
101	50	31	1	5
102	44	35	1	4
103	57	27	1	2
104	53	29	1	1
105	48	32	1	2
106	51	30	1	1
107	49	31	1	2
108	46	33	1	1
109	42	36	1	3
110	54	28	1	1
111	47	32	1	1
112	48	31	1	2
113	53	28	1	3
114	39	38	1	3
115	57	26	1	2
116	40	37	1	2
117	51	29	1	2
118	41	36	1	4
119	46	32	1	2
120	49	30	1	2
121	42	35	1	2
122	49	30	1	3
123	43	34	1	1
124	54	27	1	3
125	56	26	1	3
126	44	33	1	1
127	38	38	1	1
128	39	37	1	3
129	40	36	1	1
130	41	35	1	5
131	57	25	1	1
132	43	33	1	2
133	47	30	1	2
134	44	32	1	2
135	38	37	1	2
136	39	36	1	3
137	54	26	1	1
138	45	31	1	2
139	41	34	1	4
140	48	29	1	1
141	42	33	1	2
142	46	30	1	2
143	49	28	1	1
144	57	24	1	2
145	38	36	1	3
146	39	35	1	2
147	44	31	1	1
148	40	34	1	2
149	41	33	1	3
150	52	26	1	3
151	45	30	1	2
152	56	24	1	1
153	48	28	1	2
154	42	32	1	2
155	48	28	1	2
156	46	29	1	2
157	43	31	1	3
158	37	36	1	3
159	39	34	1	2
160	44	30	1	2
161	40	33	1	4
162	41	32	1	3
163	45	29	1	4
164	50	26	1	1
165	52	25	1	3
166	50	26	1	3
167	48	27	1	3
168	38	34	1	3
169	43	30	1	2
170	46	28	1	1
171	56	23	1	2
172	58	22	1	4
173	44	29	1	1
174	60	21	1	3
175	36	35	1	1
176	45	28	1	4
177	37	34	1	2
178	57	22	1	2
179	49	25	1	1
180	51	24	1	2
181	47	26	1	1
182	37	33	1	2
183	42	29	1	1
184	58	21	1	3
185	38	32	1	1
186	45	27	1	3
187	43	28	1	2
188	50	24	1	1
189	57	21	1	4
190	35	34	1	2
191	44	27	1	3
192	54	22	1	1
193	37	32	1	1
194	59	20	1	2
195	38	31	1	1
196	42	28	1	4
197	47	25	1	1
198	53	22	1	2
199	40	29	1	2
200	34	34	1	1
201	55	21	1	2
202	35	33	1	3
203	36	32	1	1
204	46	25	1	1
205	41	28	1	1
206	37	31	1	2
207	54	21	1	1
208	39	29	1	1
209	47	24	1	2
210	49	23	1	2
211	45	25	1	1
212	34	33	1	5
213	35	32	1	2
214	43	26	1	1
215	37	30	1	3
216	38	29	1	4
217	50	22	1	2
218	55	20	1	3
219	39	28	1	4
220	42	26	1	2
221	39	28	1	2
222	34	32	1	2
223	35	31	1	2
224	40	27	1	2
225	36	30	1	1
226	37	29	1	2
227	51	21	1	1
228	41	26	1	2
229	56	19	1	4
230	59	18	1	3
231	33	32	1	4
232	34	31	1	1
233	39	27	1	2
234	42	25	1	3
235	55	19	1	2
236	40	26	1	2
237	37	28	1	3
238	45	23	1	3
239	47	22	1	2
240	43	24	1	3
241	38	27	1	1
242	41	25	1	3
243	32	32	1	3
244	33	31	1	2
245	34	30	1	4
246	60	17	1	3
247	34	30	1	2
248	35	29	1	1
249	46	22	1	1
250	36	28	1	3
251	53	19	1	3
252	50	20	1	2
253	32	31	1	3
254	33	30	1	2
255	45	22	1	5
256	38	26	1	2
257	34	29	1	3
258	35	28	1	2
259	49	20	1	4
260	36	27	1	3
261	46	21	1	2
262	42	23	1	1
263	46	21	1	1
264	37	26	1	4
265	40	24	1	3
266	48	20	1	2
267	33	29	1	2
268	53	18	1	2
269	34	28	1	1
270	56	17	1	3
271	34	28	1	3
272	38	25	1	1
273	43	22	1	3
274	41	23	1	2
275	47	20	1	3
276	39	24	1	3
277	36	26	1	1
278	52	18	1	2
279	32	29	1	2
280	37	25	1	1
281	33	28	1	1
282	42	22	1	1
283	33	28	1	1
284	46	20	1	1
285	40	23	1	4
286	54	17	1	3
287	34	27	1	3
288	38	24	1	2
289	48	19	1	3
290	50	18	1	2
291	36	25	1	3
292	45	20	1	4
293	31	29	1	2
294	39	23	1	3
295	32	28	1	4
296	47	19	1	2
297	37	24	1	1
298	34	26	1	1
299	49	18	1	1
300	42	21	1	5
301	44	20	1	1
302	40	22	1	2
303	44	20	1	2
304	35	25	1	4
305	46	19	1	2
306	30	29	1	2
307	31	28	1	2
308	36	24	1	2
309	32	27	1	4
310	48	18	1	3
311	43	20	1	4
312	39	22	1	3
313	45	19	1	3
314	37	23	1	1
315	47	18	1	1
316	29	29	1	4
317	30	28	1	3
318	42	20	1	3
319	31	27	1	2
320	38	22	1	2
321	32	26	1	1
322	33	25	1	1
323	41	20	1	2
324	34	24	1	3
325	37	22	1	3
326	29	28	1	3
327	30	27	1	2
328	54	15	1	3
329	30	27	1	1
330	54	15	1	3
331	45	18	1	1
332	35	23	1	1
333	32	25	1	1
334	47	17	1	1
335	38	21	1	2
336	53	15	1	3
337	36	22	1	1
338	33	24	1	2
339	44	18	1	1
340	33	24	1	2
341	29	27	1	3
342	34	23	1	1
343	30	26	1	3
344	60	13	1	3
345	37	21	1	2
346	31	25	1	2
347	43	18	1	2
348	55	14	1	3
349	35	22	1	1
350	55	14	1	2
351	32	24	1	2
352	48	16	1	2
353	32	24	1	2
354	59	13	1	1
355	45	17	1	1
356	40	19	1	2
357	38	20	1	1
358	33	23	1	3
359	42	18	1	2
360	29	26	1	3
361	47	16	1	2
362	30	25	1	1
363	34	22	1	3
364	31	24	1	4
365	53	14	1	4
366	39	19	1	1
367	35	21	1	3
368	43	17	1	1
369	56	13	1	1
370	28	26	1	1
371	33	22	1	1
372	38	19	1	2
373	36	20	1	3
374	30	24	1	4
375	48	15	1	2
376	45	16	1	2
377	34	21	1	2
378	42	17	1	1
379	51	14	1	4
380	31	23	1	2
381	32	22	1	3
382	44	16	1	1
383	37	19	1	2
384	27	26	1	3
385	39	18	1	4
386	27	26	1	2
387	28	25	1	3
388	50	14	1	2
389	28	25	1	2
390	50	14	1	1
391	28	25	1	2
392	29	24	1	3
393	33	21	1	1
394	30	23	1	1
395	46	15	1	1
396	30	23	1	1
397	49	14	1	1
398	36	19	1	2
399	31	22	1	3
400	34	20	1	1
401	40	17	1	3
402	26	26	1	2
403	52	13	1	5
404	27	25	1	4
405	42	16	1	3
406	32	21	1	2
407	29	23	1	1
408	37	18	1	2
409	35	19	1	3
410	39	17	1	1
411	51	13	1	3
412	33	20	1	4
413	44	15	1	1
414	33	20	1	1
415	30	22	1	1
416	47	14	1	2
417	41	16	1	3
418	26	25	1	1
419	50	13	1	2
420	26	25	1	3
421	27	24	1	2
422	36	18	1	3
423	27	24	1	2
424	38	17	1	1
425	34	19	1	4
426	38	17	1	2
427	28	23	1	2
428	32	20	1	3
429	29	22	1	2
430	49	13	1	1
431	42	15	1	6
432	35	18	1	1
433	45	14	1	3
434	30	21	1	2
435	42	15	1	2
436	33	19	1	3
437	25	25	1	3
438	52	12	1	2
439	39	16	1	2
440	48	13	1	1
441	27	23	1	1
442	56	11	1	1
443	44	14	1	5
444	41	15	1	2
445	34	18	1	2
446	36	17	1	3
447	51	12	1	2
448	34	18	1	2
449	36	17	1	1
450	32	19	1	2
451	38	16	1	2
452	43	14	1	1
453	25	24	1	2
454	30	20	1	1
455	40	15	1	2
456	26	23	1	1
457	33	18	1	2
458	31	19	1	1
459	28	21	1	3
460	39	15	1	5
461	29	20	1	2
462	34	17	1	2
463	24	24	1	1
464	36	16	1	1
465	32	18	1	2
466	25	23	1	1
467	26	22	1	1
468	52	11	1	1
469	26	22	1	2
470	30	19	1	3
471	57	10	1	1
472	38	15	1	1
473	30	19	1	2
474	57	10	1	1
475	30	19	1	3
476	27	21	1	3
477	47	12	1	3
478	33	17	1	4
479	28	20	1	2
480	35	16	1	1
481	43	13	1	2
482	31	18	1	3
483	37	15	1	2
484	29	19	1	3
485	50	11	1	3
486	25	22	1	2
487	42	13	1	1
488	34	16	1	1
489	45	12	1	2
490	30	18	1	1
491	36	15	1	4
492	41	13	1	1
493	23	23	1	3
494	24	22	1	1
495	48	11	1	3
496	33	16	1	3
497	24	22	1	1
498	31	17	1	1
499	35	15	1	3
500	29	18	1	1
501	40	13	1	2
502	26	20	1	1
503	40	13	1	1
504	27	19	1	3
505	32	16	1	1
506	51	10	1	2
507	34	15	1	3
508	30	17	1	2
509	39	13	1	1
510	46	11	1	1
511	42	12	1	2
512	25	20	1	1
513	33	15	1	2
514	38	13	1	3
515	26	19	1	3
516	38	13	1	1
517	26	19	1	1
518	41	12	1	2
519	35	14	1	3
520	44	11	1	1
521	37	13	1	3
522	48	10	1	2
523	24	20	1	1
524	30	16	1	2
525	32	15	1	1
526	24	20	1	2
527	26	18	1	2
528	39	12	1	2
529	36	13	1	5
530	39	12	1	1
531	26	18	1	2
532	31	15	1	1
533	29	16	1	2
534	42	11	1	2
535	33	14	1	1
536	42	11	1	2
537	33	14	1	1
538	46	10	1	2
539	27	17	1	1
540	38	12	1	1
541	35	13	1	1
542	30	15	1	2
543	25	18	1	4
544	45	10	1	2
545	25	18	1	2
546	30	15	1	2
547	28	16	1	2
548	32	14	1	1
549	26	17	1	3
550	21	21	1	2
551	40	11	1	4
552	23	19	1	2
553	29	15	1	5
554	24	18	1	2
555	36	12	1	2
556	24	18	1	2
557	36	12	1	2
558	33	13	1	1
559	39	11	1	2
560	33	13	1	2
561	25	17	1	3
562	35	12	1	3
563	28	15	1	3
564	21	20	1	2
565	35	12	1	2
566	38	11	1	1
567	22	19	1	1
568	32	13	1	2
569	37	11	1	2
570	29	14	1	1
571	27	15	1	2
572	31	13	1	2
573	40	10	1	2
574	25	16	1	3
575	21	19	1	1
576	33	12	1	3
577	28	14	1	3
578	23	17	1	2
579	26	15	1	1
580	30	13	1	2
581	32	12	1	3
582	24	16	1	3
583	20	19	1	1
584	21	18	1	2
585	27	14	1	1
586	25	15	1	1
587	34	11	1	3
588	22	17	1	1
589	37	10	1	1
590	23	16	1	3
591	28	13	1	2
592	19	19	1	3
593	30	12	1	4
594	24	15	1	2
595	20	18	1	2
596	21	17	1	1
597	32	11	1	3
598	22	16	1	3
599	32	11	1	4
600	35	10	1	2
601	25	14	1	5
602	35	10	1	2
603	19	18	1	3
604	24	14	1	2
605	21	16	1	2
606	22	15	1	3
607	27	12	1	3
608	19	17	1	2
609	29	11	1	2
610	21	15	1	2
611	24	13	1	2
612	26	12	1	1
613	19	16	1	2
614	23	13	1	1
615	17	17	1	1
616	24	12	1	1
617	22	13	1	2
618	26	11	1	3
619	22	13	1	1
620	19	15	1	1
621	20	14	1	3
622	21	13	1	1
623	18	15	1	3
624	27	10	1	2
625	19	14	1	2
626	22	12	1	1
627	17	15	1	1
628	18	14	1	2
629	21	12	1	3
630	16	15	1	2
631	17	14	1	4
632	18	13	1	3
633	16	14	1	1
634	17	13	1	3
635	20	11	1	1
636	18	12	1	2
637	20	10	1	2
638	15	12	1	4
639	17	10	1	4
640	13	10	1	3
