Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	11
Problem-ID	129
no_item_types	79
no_items	1941
CONTAINER_DATA (l,w,h)	404	50	1
ITEMS_DATA:
Type	x	y	z	no_items
1	50	44	1	31
2	50	43	1	20
3	57	37	1	22
4	46	45	1	26
5	56	36	1	16
6	47	42	1	20
7	48	41	1	22
8	48	40	1	25
9	60	31	1	22
10	45	41	1	24
11	59	29	1	25
12	46	37	1	31
13	44	38	1	21
14	41	40	1	24
15	42	39	1	29
16	48	34	1	18
17	50	32	1	20
18	41	39	1	28
19	45	35	1	24
20	54	29	1	25
21	46	33	1	32
22	49	29	1	25
23	47	30	1	17
24	52	26	1	27
25	39	34	1	19
26	47	28	1	18
27	45	29	1	24
28	38	34	1	19
29	40	32	1	20
30	52	24	1	30
31	49	23	1	28
32	33	33	1	23
33	40	27	1	28
34	33	32	1	30
35	39	27	1	25
36	35	30	1	26
37	55	19	1	30
38	47	22	1	23
39	34	29	1	25
40	35	28	1	34
41	33	29	1	27
42	35	27	1	24
43	41	22	1	16
44	37	24	1	22
45	36	24	1	24
46	37	22	1	21
47	47	17	1	27
48	36	21	1	22
49	28	27	1	23
50	34	22	1	26
51	35	21	1	26
52	49	15	1	14
53	33	22	1	13
54	48	15	1	26
55	42	16	1	29
56	30	22	1	22
57	36	18	1	35
58	46	14	1	20
59	45	14	1	23
60	26	23	1	35
61	26	22	1	24
62	24	23	1	20
63	33	15	1	27
64	38	13	1	28
65	22	22	1	35
66	28	16	1	30
67	23	19	1	24
68	27	16	1	24
69	28	15	1	32
70	22	19	1	33
71	26	16	1	24
72	20	19	1	22
73	27	13	1	29
74	26	12	1	25
75	30	10	1	24
76	21	13	1	22
77	20	13	1	23
78	16	16	1	21
79	16	13	1	23
