Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	9
Problem-ID	119
no_item_types	69
no_items	1177
CONTAINER_DATA (l,w,h)	432	79	1
ITEMS_DATA:
Type	x	y	z	no_items
1	55	48	1	15
2	59	44	1	19
3	49	46	1	12
4	50	43	1	21
5	57	37	1	24
6	47	42	1	18
7	45	41	1	11
8	55	33	1	19
9	45	40	1	14
10	46	36	1	16
11	41	40	1	22
12	42	39	1	14
13	49	33	1	28
14	46	35	1	24
15	40	40	1	10
16	41	39	1	14
17	45	35	1	16
18	47	33	1	10
19	50	31	1	24
20	39	38	1	13
21	46	32	1	22
22	49	30	1	18
23	47	30	1	14
24	39	36	1	18
25	49	28	1	21
26	45	30	1	21
27	50	26	1	6
28	38	34	1	19
29	52	24	1	12
30	51	22	1	11
31	33	33	1	20
32	38	28	1	19
33	53	20	1	22
34	48	22	1	16
35	33	32	1	21
36	47	22	1	20
37	38	27	1	15
38	39	26	1	13
39	36	28	1	20
40	34	29	1	9
41	35	27	1	15
42	41	22	1	18
43	36	24	1	22
44	32	26	1	12
45	48	17	1	22
46	37	22	1	14
47	34	22	1	14
48	33	22	1	23
49	48	15	1	19
50	36	19	1	20
51	26	26	1	14
52	42	16	1	11
53	36	18	1	19
54	27	24	1	11
55	46	14	1	19
56	45	14	1	19
57	29	21	1	22
58	24	23	1	19
59	31	17	1	19
60	28	18	1	13
61	33	15	1	13
62	23	19	1	14
63	27	16	1	17
64	22	19	1	15
65	26	16	1	20
66	27	15	1	16
67	21	13	1	15
68	16	16	1	19
69	16	13	1	22
