Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	6
Problem-ID	49
no_item_types	120
no_items	1827
CONTAINER_DATA (l,w,h)	459	105	93
ITEMS_DATA:
Type	x	y	z	no_items
1	109	92	78	13
2	110	90	66	13
3	105	81	74	8
4	97	82	78	11
5	109	76	73	15
6	120	74	67	17
7	111	73	71	15
8	93	78	77	14
9	118	82	57	15
10	109	80	62	19
11	109	73	65	16
12	114	85	53	10
13	98	73	64	21
14	87	81	63	11
15	80	78	71	15
16	95	79	57	17
17	94	70	64	15
18	119	61	58	20
19	110	75	50	13
20	84	73	66	22
21	95	92	46	15
22	113	79	45	16
23	104	91	41	15
24	97	70	57	17
25	103	62	59	12
26	114	77	42	13
27	110	60	55	17
28	80	72	62	17
29	97	92	40	10
30	108	62	53	10
31	96	69	53	13
32	102	67	47	15
33	83	64	58	12
34	74	66	61	21
35	119	87	28	20
36	100	72	40	14
37	108	98	27	15
38	80	75	47	14
39	92	80	38	20
40	84	69	48	13
41	76	73	50	11
42	83	71	46	12
43	95	66	43	18
44	84	57	56	21
45	108	67	37	16
46	114	52	45	16
47	84	67	47	20
48	115	78	29	15
49	76	63	54	10
50	113	78	28	12
51	85	59	49	19
52	100	60	40	15
53	71	65	52	14
54	72	69	48	13
55	99	94	24	13
56	88	76	33	10
57	96	82	28	16
58	89	55	45	20
59	83	73	36	12
60	70	60	49	17
61	91	56	40	21
62	89	67	34	9
63	114	43	41	17
64	103	60	32	17
65	77	54	46	11
66	84	58	38	20
67	75	69	35	16
68	62	55	53	18
69	90	81	24	13
70	96	60	30	10
71	57	55	54	13
72	70	69	35	12
73	84	52	38	12
74	65	51	50	22
75	90	80	23	10
76	116	56	25	18
77	77	56	37	18
78	63	53	47	16
79	91	52	33	20
80	65	60	40	15
81	109	43	33	12
82	71	57	38	12
83	57	54	48	21
84	57	57	45	20
85	90	49	33	15
86	75	52	37	14
87	74	62	30	12
88	120	35	32	12
89	85	62	25	16
90	93	67	20	21
91	61	56	36	20
92	72	55	31	20
93	76	57	28	13
94	75	70	23	20
95	76	72	22	17
96	89	54	25	17
97	89	46	28	13
98	119	34	28	13
99	72	41	38	15
100	58	54	35	13
101	102	38	27	20
102	72	50	29	17
103	81	41	31	18
104	55	45	39	18
105	78	45	27	15
106	61	42	34	19
107	69	43	28	17
108	87	33	28	16
109	44	44	40	9
110	71	53	20	12
111	64	33	32	10
112	43	42	36	16
113	58	43	26	13
114	72	31	29	16
115	84	32	24	13
116	43	39	32	14
117	71	35	21	19
118	55	37	22	17
119	40	35	31	15
120	36	35	24	10
