Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	9
Problem-ID	137
no_item_types	87
no_items	1343
CONTAINER_DATA (l,w,h)	432	79	1
ITEMS_DATA:
Type	x	y	z	no_items
1	50	50	1	15
2	59	41	1	10
3	59	39	1	11
4	58	37	1	16
5	48	42	1	11
6	53	36	1	15
7	56	34	1	15
8	51	37	1	19
9	48	39	1	19
10	46	40	1	12
11	58	31	1	13
12	47	37	1	21
13	57	29	1	23
14	58	28	1	15
15	51	31	1	13
16	42	36	1	18
17	56	27	1	17
18	39	38	1	12
19	50	29	1	20
20	41	35	1	16
21	47	30	1	17
22	43	32	1	22
23	41	33	1	11
24	43	30	1	14
25	51	24	1	14
26	38	32	1	12
27	43	28	1	12
28	35	34	1	12
29	37	32	1	25
30	35	33	1	17
31	49	23	1	14
32	53	21	1	21
33	54	20	1	17
34	49	22	1	15
35	40	26	1	13
36	37	28	1	19
37	38	27	1	15
38	40	25	1	19
39	57	17	1	11
40	33	29	1	17
41	30	30	1	13
42	37	24	1	12
43	55	16	1	16
44	38	23	1	9
45	32	27	1	17
46	41	21	1	23
47	35	23	1	19
48	57	14	1	15
49	29	27	1	14
50	48	16	1	17
51	29	26	1	13
52	41	18	1	13
53	35	21	1	11
54	52	14	1	14
55	38	19	1	18
56	34	21	1	17
57	42	17	1	12
58	53	13	1	18
59	38	18	1	13
60	32	21	1	16
61	44	15	1	26
62	43	15	1	20
63	30	21	1	8
64	26	24	1	15
65	29	21	1	15
66	38	16	1	17
67	50	12	1	18
68	26	23	1	13
69	33	18	1	15
70	27	22	1	13
71	49	12	1	14
72	39	13	1	6
73	28	18	1	12
74	24	19	1	13
75	21	21	1	16
76	25	17	1	11
77	40	10	1	9
78	21	19	1	16
79	36	11	1	11
80	25	15	1	12
81	37	10	1	25
82	33	11	1	17
83	20	17	1	22
84	27	12	1	18
85	19	17	1	21
86	18	12	1	12
87	21	10	1	20
