Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	2
Problem-ID	129
no_item_types	800
no_items	1286
CONTAINER_DATA (l,w,h)	587	233	220
ITEMS_DATA:
Type	x	y	z	no_items
1	107	96	80	1
2	109	92	78	3
3	119	99	66	1
4	109	96	74	1
5	111	86	79	1
6	100	91	76	1
7	117	96	61	5
8	101	87	77	1
9	94	92	78	1
10	110	90	66	1
11	118	89	62	2
12	120	78	68	1
13	106	80	75	2
14	105	81	74	2
15	109	78	74	2
16	97	82	78	1
17	101	100	61	1
18	104	97	61	1
19	107	87	65	1
20	109	76	73	2
21	106	78	73	1
22	120	74	67	2
23	105	87	65	2
24	99	97	61	1
25	115	76	67	3
26	112	100	52	1
27	111	73	71	3
28	100	84	68	1
29	96	85	70	3
30	120	72	66	2
31	108	91	58	1
32	97	78	75	2
33	111	73	70	1
34	99	95	60	1
35	98	81	71	1
36	93	78	77	1
37	100	77	72	1
38	118	82	57	4
39	101	80	68	1
40	118	75	62	3
41	109	80	62	3
42	109	73	65	1
43	94	90	61	1
44	109	86	55	1
45	114	85	53	1
46	106	72	67	2
47	118	92	47	1
48	94	83	65	1
49	118	74	58	2
50	90	77	73	1
51	100	81	62	2
52	112	85	52	1
53	96	92	54	2
54	102	79	59	1
55	105	98	46	2
56	88	80	67	2
57	83	80	71	2
58	95	86	57	4
59	113	71	58	1
60	107	70	62	1
61	105	94	47	1
62	115	66	61	2
63	100	69	67	2
64	81	79	72	1
65	111	78	53	2
66	98	73	64	2
67	86	76	70	2
68	115	81	49	1
69	115	79	50	2
70	84	75	72	2
71	112	72	56	2
72	103	84	52	2
73	82	77	71	1
74	100	83	54	1
75	98	76	60	3
76	112	65	61	1
77	87	81	63	1
78	80	78	71	1
79	115	80	48	3
80	90	71	69	1
81	103	71	60	3
82	87	74	68	2
83	93	77	61	1
84	83	75	70	1
85	105	90	46	1
86	94	69	67	2
87	90	79	61	2
88	110	74	53	1
89	114	64	59	2
90	103	99	42	2
91	95	79	57	1
92	99	77	56	1
93	95	72	62	1
94	89	72	66	3
95	94	70	64	1
96	119	61	58	2
97	100	100	42	1
98	98	72	59	1
99	105	66	60	2
100	117	71	50	1
101	91	80	57	2
102	89	76	61	1
103	110	75	50	1
104	115	94	38	2
105	114	60	60	1
106	99	75	55	1
107	106	70	55	1
108	116	66	53	1
109	84	73	66	1
110	95	92	46	1
111	113	79	45	1
112	118	83	41	2
113	109	80	46	2
114	97	82	50	1
115	78	76	67	2
116	93	80	53	2
117	77	77	66	1
118	92	77	55	3
119	78	78	64	2
120	98	63	63	1
121	76	74	69	1
122	104	91	41	4
123	84	71	65	1
124	97	70	57	1
125	77	75	67	3
