Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	2
Problem-ID	4
no_item_types	30
no_items	1356
CONTAINER_DATA (l,w,h)	587	233	220
ITEMS_DATA:
Type	x	y	z	no_items
1	104	94	50	44
2	105	73	60	49
3	85	77	62	49
4	94	77	52	32
5	102	87	36	41
6	95	76	44	59
7	98	73	44	45
8	118	57	43	43
9	83	75	45	46
10	89	70	42	46
11	95	84	31	38
12	84	68	42	54
13	89	56	45	44
14	84	54	49	41
15	70	63	49	47
16	94	63	32	34
17	73	72	36	48
18	63	54	51	42
19	115	42	33	49
20	110	40	34	36
21	60	60	38	55
22	81	47	34	41
23	71	52	30	51
24	76	45	31	37
25	100	33	31	55
26	53	37	34	44
27	68	35	27	44
28	54	35	25	48
29	41	39	26	36
30	40	36	21	58
