Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	4
Problem-ID	142
no_item_types	991
no_items	1243
CONTAINER_DATA (l,w,h)	485	131	118
ITEMS_DATA:
Type	x	y	z	no_items
1	118	100	75	1
2	107	100	80	1
3	114	95	79	2
4	120	89	77	1
5	113	90	80	1
6	113	100	72	1
7	105	99	77	1
8	115	96	71	1
9	118	88	73	1
10	118	89	71	1
11	119	79	79	1
12	108	97	70	1
13	113	83	76	1
14	100	90	79	1
15	99	90	78	3
16	111	81	77	1
17	115	78	77	1
18	108	86	74	2
19	98	94	74	1
20	120	92	61	1
21	103	97	67	2
22	111	90	67	1
23	114	82	71	2
24	99	98	68	1
25	111	86	69	1
26	100	87	74	1
27	112	97	59	1
28	104	81	75	1
29	100	81	78	1
30	93	89	76	1
31	119	81	65	1
32	97	88	72	1
33	120	80	64	1
34	99	84	73	1
35	113	91	59	3
36	101	91	66	1
37	111	80	68	1
38	92	89	73	2
39	112	82	65	1
40	116	79	65	1
41	99	97	62	1
42	88	88	76	1
43	115	85	60	2
44	100	96	61	3
45	99	82	72	2
46	114	93	55	2
47	99	89	66	1
48	109	73	73	1
49	98	79	75	2
50	110	74	71	1
51	107	77	70	2
52	97	78	76	1
53	100	83	69	3
54	109	89	59	1
55	115	72	69	1
56	96	80	74	1
57	117	79	61	1
58	118	71	67	1
59	111	93	54	2
60	103	79	68	2
61	119	76	61	2
62	93	80	74	2
63	115	92	52	1
64	87	79	79	1
65	102	78	68	1
66	111	90	54	2
67	116	69	67	1
68	102	99	53	1
69	114	78	60	1
70	111	97	49	2
71	104	80	63	1
72	114	90	51	1
73	102	95	54	3
74	95	80	67	1
75	91	87	64	1
76	92	77	71	2
77	106	80	59	2
78	97	72	71	1
79	106	74	63	1
80	93	90	59	1
81	97	77	66	3
82	118	65	64	1
83	107	69	66	1
84	95	84	61	2
85	105	71	65	1
86	89	77	70	1
87	99	88	55	1
88	116	70	59	1
89	82	81	72	1
90	113	78	54	1
91	96	75	66	1
92	91	79	66	1
93	98	93	52	1
94	95	75	66	1
95	117	73	55	1
96	108	69	63	1
97	86	79	69	1
98	93	84	60	1
99	105	70	63	1
100	90	79	65	1
101	89	85	61	1
102	91	79	64	1
103	100	100	46	1
104	86	78	68	1
105	80	78	73	1
106	83	83	66	1
107	99	68	67	3
108	99	71	64	1
109	100	77	58	1
110	104	69	62	1
111	83	80	67	1
112	77	76	76	1
113	89	79	63	1
114	82	75	72	1
115	119	64	58	1
116	94	87	54	1
117	94	70	67	1
118	90	74	66	1
119	98	80	56	1
120	95	71	65	1
121	119	75	49	1
122	116	66	57	1
123	118	97	38	1
124	95	80	57	1
125	88	72	68	1
126	110	100	39	2
127	82	78	67	1
128	79	76	71	2
129	96	87	51	1
130	118	75	48	1
131	82	77	67	1
132	76	75	74	1
133	94	72	62	1
134	104	72	56	1
135	104	64	63	1
136	94	91	49	1
137	82	74	69	2
138	93	68	66	1
139	88	74	64	1
140	77	75	72	1
141	113	75	49	1
142	99	79	53	1
143	93	73	61	2
144	99	99	42	1
145	100	72	56	1
146	91	67	66	2
147	98	73	56	1
148	108	65	57	1
149	112	70	51	1
150	86	83	56	2
151	96	83	50	1
152	79	72	70	1
153	95	71	59	2
154	114	61	57	2
155	80	77	64	1
156	92	70	61	2
157	107	61	60	1
158	106	82	45	1
159	84	76	61	1
160	113	65	53	2
161	91	79	54	1
162	96	66	61	1
163	120	92	35	1
164	90	78	55	2
165	87	87	51	3
166	106	65	56	1
167	81	69	69	1
168	82	81	58	2
169	80	76	63	1
170	87	71	62	2
171	108	60	59	1
172	118	60	54	1
173	117	99	33	1
174	108	62	57	1
175	89	67	64	1
176	99	80	48	1
177	95	70	57	1
178	94	77	52	1
179	102	67	55	1
180	116	81	40	1
181	117	73	44	1
182	101	93	40	1
183	107	90	39	1
184	97	73	53	1
185	96	77	50	1
186	78	74	64	1
187	93	81	49	1
188	87	80	53	1
189	92	69	58	2
190	98	67	56	1
191	118	66	47	1
192	85	66	65	1
193	74	72	68	2
194	76	72	66	2
195	120	79	38	1
196	78	71	65	1
197	107	85	39	1
198	91	81	48	1
199	78	73	62	1
200	104	64	53	1
201	72	71	69	1
202	79	73	61	1
203	101	77	45	1
204	108	90	36	2
205	90	67	58	1
206	94	79	47	1
207	120	58	50	1
208	109	76	42	1
209	83	71	59	1
210	107	77	42	1
211	111	76	41	1
212	77	76	59	1
213	87	73	54	1
214	113	74	41	1
215	85	67	60	1
216	90	69	55	1
217	106	70	46	1
218	117	54	54	1
219	96	72	49	1
220	100	69	49	1
221	104	58	56	1
222	108	74	42	1
223	94	83	43	1
224	108	72	43	1
225	78	68	63	1
226	84	78	51	2
227	79	66	64	1
228	88	88	43	1
229	92	86	42	1
230	87	72	53	1
231	104	72	44	3
232	98	60	56	2
233	74	74	60	1
234	90	64	57	2
235	92	81	44	1
236	119	55	50	1
237	95	84	41	1
238	94	60	58	1
239	103	72	44	2
240	118	69	40	1
241	119	57	48	1
242	113	72	40	3
243	107	69	44	2
244	116	65	43	2
245	90	60	60	1
246	82	79	50	1
247	105	79	39	1
248	82	70	56	3
249	103	82	38	1
250	86	76	49	1
251	82	64	61	1
252	106	86	35	1
253	101	75	42	2
254	89	70	51	1
255	118	79	34	2
256	92	80	43	1
257	81	79	49	1
258	112	64	43	1
259	73	68	62	2
260	76	65	62	1
261	79	68	57	1
262	99	70	44	1
263	91	76	44	1
264	76	69	58	2
265	105	67	43	1
266	80	63	60	1
267	76	71	56	2
268	94	73	44	1
269	92	91	36	2
270	74	69	59	2
271	99	62	49	2
272	98	71	43	2
273	108	83	33	1
274	97	76	40	2
275	101	57	51	2
276	93	77	41	1
277	71	70	59	1
278	120	66	37	3
279	104	74	38	1
280	103	59	48	1
281	70	68	61	2
282	89	65	50	2
283	120	80	30	2
284	118	58	42	1
285	87	66	50	1
286	90	74	43	3
287	100	54	53	1
288	95	70	43	1
289	72	64	62	1
290	78	69	53	1
291	78	73	50	1
292	74	63	61	2
293	110	68	38	1
294	93	71	43	3
295	103	67	41	1
296	83	63	54	1
297	83	79	43	1
298	107	85	31	1
299	86	63	52	1
300	70	67	60	1
301	98	87	33	2
302	87	61	53	1
303	120	60	39	1
304	108	70	37	2
305	81	69	50	1
306	80	61	57	3
307	95	65	45	1
308	99	62	45	1
309	81	62	55	1
310	73	70	54	2
311	116	99	24	1
312	74	73	51	1
313	89	58	53	1
314	116	84	28	1
315	102	89	30	1
316	120	73	31	1
317	113	89	27	1
318	69	69	57	1
319	80	65	52	1
320	98	89	31	1
321	90	77	39	1
322	117	49	47	2
323	101	86	31	2
324	98	67	41	2
325	80	70	48	1
326	71	63	60	1
327	84	59	54	1
328	85	64	49	2
329	87	71	43	1
330	75	62	57	1
331	97	65	42	1
332	104	94	27	2
333	78	69	49	1
334	102	55	47	2
335	111	95	25	2
336	71	70	53	1
337	93	59	48	1
338	75	65	54	1
339	91	59	49	1
340	80	62	53	1
341	85	63	49	1
342	65	65	62	1
343	88	85	35	2
344	117	72	31	2
345	114	52	44	1
346	83	57	55	1
347	95	72	38	2
348	70	64	58	1
349	78	64	52	1
350	107	55	44	1
351	82	77	41	1
352	83	74	42	1
353	106	81	30	1
354	86	68	44	1
355	113	69	33	1
356	94	57	48	1
357	72	70	51	1
358	77	71	47	2
359	68	64	59	2
360	102	66	38	2
361	76	66	51	1
362	98	59	44	1
363	74	66	52	3
364	83	71	43	1
365	78	69	47	1
366	89	66	43	1
367	99	51	50	1
368	78	77	42	2
369	91	77	36	1
