Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	6
Problem-ID	34
no_item_types	100
no_items	2010
CONTAINER_DATA (l,w,h)	459	105	93
ITEMS_DATA:
Type	x	y	z	no_items
1	119	96	71	22
2	98	90	74	15
3	114	77	69	20
4	91	79	78	16
5	104	94	50	26
6	95	95	54	21
7	97	89	56	17
8	108	71	61	21
9	105	73	60	24
10	106	76	55	18
11	104	80	50	22
12	85	77	62	16
13	94	77	52	21
14	90	77	52	19
15	90	84	47	20
16	110	71	45	23
17	113	66	44	22
18	76	71	60	20
19	102	87	36	21
20	95	76	44	14
21	98	73	44	18
22	120	55	46	22
23	78	76	50	19
24	118	57	43	18
25	95	57	53	21
26	77	64	57	16
27	83	75	45	18
28	90	57	53	25
29	118	62	37	20
30	73	71	52	17
31	109	54	45	20
32	74	61	58	25
33	89	70	42	21
34	93	58	48	16
35	95	84	31	22
36	85	58	50	22
37	93	54	49	29
38	84	68	42	19
39	98	53	44	16
40	114	47	42	19
41	89	56	45	17
42	84	54	49	19
43	71	68	46	12
44	70	63	49	23
45	70	62	48	28
46	111	44	42	18
47	72	66	43	17
48	67	63	47	20
49	62	59	54	20
50	92	62	34	19
51	94	63	32	27
52	73	72	36	19
53	97	64	28	15
54	63	54	51	17
55	76	76	30	18
56	106	62	25	23
57	89	69	26	36
58	115	42	33	16
59	86	56	33	21
60	80	48	39	19
61	110	40	34	15
62	109	51	26	25
63	70	49	41	20
64	96	52	28	19
65	84	69	24	19
66	104	66	20	13
67	60	60	38	26
68	99	44	31	19
69	84	55	29	14
70	72	53	35	21
71	78	68	25	23
72	77	44	39	16
73	72	53	34	16
74	81	47	34	25
75	58	48	46	9
76	65	49	39	22
77	75	45	36	21
78	61	58	32	27
79	71	52	30	19
80	82	58	23	27
81	73	39	38	18
82	76	45	31	20
83	100	33	31	24
84	73	39	33	23
85	94	32	31	23
86	64	38	38	13
87	66	58	24	25
88	55	44	36	25
89	61	43	31	23
90	81	39	24	24
91	57	35	35	18
92	57	39	30	18
93	53	37	34	20
94	92	36	20	21
95	68	35	27	19
96	50	42	29	18
97	60	32	29	18
98	54	35	25	16
99	41	39	26	21
100	40	36	21	22
