Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	12
Problem-ID	83
no_item_types	326
no_items	2006
CONTAINER_DATA (l,w,h)	404	50	1
ITEMS_DATA:
Type	x	y	z	no_items
1	60	44	1	7
2	58	44	1	6
3	53	48	1	8
4	53	46	1	4
5	51	47	1	6
6	59	40	1	6
7	51	46	1	10
8	54	43	1	8
9	58	40	1	5
10	48	48	1	5
11	51	44	1	8
12	49	45	1	3
13	53	41	1	7
14	49	44	1	7
15	53	39	1	8
16	60	34	1	5
17	55	37	1	8
18	47	43	1	10
19	59	34	1	6
20	50	40	1	12
21	54	37	1	10
22	57	35	1	6
23	51	39	1	6
24	53	37	1	5
25	59	33	1	4
26	46	42	1	4
27	45	42	1	5
28	46	41	1	7
29	47	40	1	8
30	50	37	1	9
31	46	40	1	10
32	57	32	1	8
33	55	33	1	6
34	46	39	1	6
35	54	33	1	4
36	49	36	1	4
37	58	30	1	3
38	47	37	1	12
39	56	31	1	8
40	51	34	1	7
41	48	36	1	5
42	44	39	1	7
43	52	33	1	8
44	46	37	1	6
45	48	35	1	6
46	42	40	1	6
47	43	39	1	12
48	46	36	1	5
49	55	30	1	10
50	43	38	1	2
51	44	37	1	6
52	56	29	1	7
53	52	31	1	6
54	47	34	1	5
55	44	36	1	8
56	54	29	1	2
57	41	38	1	8
58	42	37	1	6
59	47	33	1	7
60	48	32	1	7
61	45	34	1	8
62	49	31	1	7
63	41	37	1	5
64	42	36	1	8
65	54	28	1	9
66	43	35	1	9
67	46	32	1	8
68	42	35	1	8
69	49	30	1	5
70	52	28	1	6
71	39	37	1	9
72	41	35	1	9
73	46	31	1	6
74	59	24	1	6
75	56	25	1	6
76	40	35	1	10
77	60	23	1	3
78	53	26	1	3
79	49	28	1	6
80	39	35	1	8
81	43	31	1	5
82	38	35	1	8
83	51	26	1	8
84	49	27	1	6
85	43	30	1	7
86	44	29	1	5
87	51	25	1	10
88	49	26	1	5
89	53	24	1	8
90	45	28	1	5
91	50	25	1	6
92	46	27	1	8
93	37	33	1	5
94	42	29	1	3
95	39	31	1	8
96	50	24	1	3
97	46	26	1	4
98	36	33	1	10
99	44	27	1	8
100	49	24	1	5
101	45	26	1	5
102	39	30	1	6
103	43	27	1	4
104	40	29	1	6
105	34	34	1	10
106	35	33	1	2
107	36	32	1	12
108	37	31	1	6
109	44	26	1	5
110	38	30	1	3
111	45	25	1	4
112	43	26	1	6
113	48	23	1	5
114	50	22	1	4
115	45	24	1	7
116	36	30	1	8
117	43	25	1	4
118	37	29	1	3
119	59	18	1	5
120	46	23	1	7
121	34	31	1	5
122	39	27	1	6
123	35	30	1	2
124	58	18	1	9
125	37	28	1	8
126	33	31	1	6
127	36	28	1	7
128	37	27	1	2
129	32	31	1	7
130	33	30	1	4
131	38	26	1	5
132	47	21	1	4
133	35	28	1	7
134	49	20	1	4
135	39	25	1	7
136	57	17	1	5
137	46	21	1	6
138	37	26	1	6
139	48	20	1	8
140	33	29	1	7
141	34	28	1	6
142	38	25	1	6
143	35	27	1	7
144	39	24	1	4
145	36	26	1	6
146	39	24	1	5
147	37	25	1	9
148	33	28	1	7
149	42	22	1	6
150	57	16	1	6
151	38	24	1	8
152	35	26	1	7
153	45	20	1	8
154	33	27	1	5
155	44	20	1	7
156	51	17	1	8
157	48	18	1	5
158	36	24	1	4
