Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	3
Problem-ID	126
no_item_types	80
no_items	1561
CONTAINER_DATA (l,w,h)	485	131	118
ITEMS_DATA:
Type	x	y	z	no_items
1	92	75	65	24
2	100	74	58	16
3	94	88	50	18
4	114	80	44	14
5	84	73	60	18
6	79	79	58	21
7	115	81	36	14
8	86	84	45	25
9	105	70	43	13
10	73	72	59	29
11	110	74	38	21
12	89	64	52	17
13	79	73	51	27
14	112	53	49	27
15	72	72	55	22
16	91	71	42	16
17	72	67	56	19
18	89	67	45	28
19	105	88	29	18
20	88	58	52	23
21	83	61	51	19
22	108	52	45	20
23	115	75	29	22
24	68	61	60	18
25	78	73	40	16
26	71	61	52	27
27	77	77	36	21
28	81	56	46	21
29	89	78	30	23
30	82	66	38	17
31	75	75	36	21
32	80	74	34	20
33	69	63	46	19
34	94	59	36	19
35	67	55	54	20
36	119	47	35	19
37	61	57	56	25
38	86	68	33	21
39	117	52	31	17
40	83	73	30	20
41	74	53	43	15
42	65	51	50	13
43	98	64	25	10
44	86	53	33	16
45	93	62	26	16
46	82	50	35	25
47	81	55	32	21
48	79	71	25	14
49	70	54	37	24
50	84	47	35	26
51	79	62	28	19
52	103	39	33	17
53	115	52	22	20
54	73	50	35	14
55	84	60	25	12
56	84	41	36	19
57	81	45	34	23
58	64	63	30	25
59	74	50	32	23
60	89	57	23	21
61	71	48	32	21
62	62	58	30	22
63	101	47	22	16
64	78	63	20	29
65	86	36	31	14
66	78	60	20	15
67	52	52	33	12
68	70	37	33	15
69	68	44	27	17
70	85	39	24	13
71	84	39	22	18
72	59	52	22	17
73	44	39	39	23
74	51	44	29	12
75	45	41	34	17
76	44	36	35	27
77	52	33	30	24
78	76	26	26	29
79	58	32	27	19
80	42	33	21	13
