Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	6
Problem-ID	18
no_item_types	50
no_items	2132
CONTAINER_DATA (l,w,h)	459	105	93
ITEMS_DATA:
Type	x	y	z	no_items
1	96	95	68	37
2	86	79	69	35
3	92	77	61	45
4	107	70	55	39
5	99	64	62	57
6	100	67	54	48
7	112	57	56	39
8	119	55	54	42
9	96	73	50	37
10	102	95	33	41
11	75	73	57	49
12	105	68	42	35
13	79	72	47	53
14	92	85	34	47
15	89	85	33	39
16	78	59	54	41
17	90	73	37	40
18	114	53	35	40
19	77	74	37	32
20	91	59	37	40
21	101	81	24	48
22	94	72	29	34
23	73	73	36	47
24	95	53	38	36
25	96	51	37	40
26	96	60	31	53
27	79	66	34	32
28	110	43	37	47
29	68	53	44	51
30	79	73	26	46
31	65	49	47	45
32	69	61	35	47
33	64	48	46	37
34	68	51	40	42
35	73	57	33	57
36	117	38	30	36
37	79	54	31	47
38	120	52	20	34
39	98	45	28	43
40	90	36	35	37
41	61	58	32	50
42	87	49	26	39
43	86	36	34	44
44	77	42	30	41
45	50	41	40	35
46	53	46	31	58
47	58	44	27	46
48	75	37	24	37
49	105	27	22	39
50	79	25	22	48
