Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	9
Problem-ID	78
no_item_types	29
no_items	1447
CONTAINER_DATA (l,w,h)	432	79	1
ITEMS_DATA:
Type	x	y	z	no_items
1	59	42	1	51
2	52	37	1	56
3	58	28	1	54
4	40	38	1	52
5	44	31	1	49
6	36	36	1	41
7	42	29	1	48
8	46	25	1	45
9	44	25	1	44
10	37	28	1	45
11	37	26	1	47
12	54	17	1	42
13	37	22	1	60
14	36	22	1	47
15	33	24	1	47
16	49	16	1	41
17	46	17	1	50
18	41	19	1	52
19	39	17	1	52
20	47	14	1	58
21	27	23	1	49
22	30	19	1	50
23	24	23	1	62
24	30	17	1	50
25	28	18	1	48
26	32	13	1	47
27	21	19	1	54
28	33	10	1	51
29	20	16	1	55
