Mack/Bortfeldt(2008)
Bin-Packing-Problem
BP-RG/SBSBPP/SSSCSP
Testcase-ID	10
Problem-ID	3
no_item_types	30
no_items	1363
CONTAINER_DATA (l,w,h)	432	79	1
ITEMS_DATA:
Type	x	y	z	no_items
1	56	40	1	44
2	59	33	1	50
3	54	36	1	39
4	46	39	1	45
5	49	32	1	41
6	47	33	1	44
7	45	29	1	44
8	53	24	1	64
9	36	32	1	32
10	34	32	1	47
11	37	27	1	46
12	41	24	1	39
13	39	25	1	40
14	38	24	1	56
15	30	29	1	44
16	43	20	1	43
17	29	29	1	42
18	31	26	1	42
19	56	14	1	37
20	32	23	1	40
21	35	21	1	44
22	50	13	1	37
23	26	25	1	56
24	33	19	1	49
25	49	12	1	46
26	40	11	1	54
27	26	16	1	49
28	22	18	1	46
29	24	15	1	55
30	25	14	1	48
